comparison,update,level,subject,seed,difference,mean,median,sd
full_vs_stop_ess075,raw_rooted,run,8.0,3654.0,0.05351821916909727,,,
full_vs_stop_ess075,raw_rooted,run,8.0,6398.0,0.04749912274804269,,,
full_vs_stop_ess075,raw_rooted,subject_mean,1.0,,0.07085353004040991,,,
full_vs_stop_ess075,raw_rooted,subject_mean,3.0,,0.059025024862010146,,,
full_vs_stop_ess075,raw_rooted,subject_mean,8.0,,0.05230389856338091,,,
full_vs_stop_ess075,raw_rooted,grand,,,,0.060727484488600325,0.06052416715050457,0.008813427488374615
full_vs_sw_ess075,raw_rooted,run,1.0,1788.0,0.06623789932426272,,,
full_vs_sw_ess075,raw_rooted,run,1.0,3654.0,0.0688281760479631,,,
full_vs_sw_ess075,raw_rooted,run,1.0,6398.0,0.06437578779414488,,,
full_vs_sw_ess075,raw_rooted,run,3.0,1788.0,0.05199978815454498,,,
full_vs_sw_ess075,raw_rooted,run,3.0,3654.0,0.0513607852258704,,,
full_vs_sw_ess075,raw_rooted,run,3.0,6398.0,0.0506482523111248,,,
full_vs_sw_ess075,raw_rooted,run,8.0,1788.0,0.05127889117010842,,,
full_vs_sw_ess075,raw_rooted,run,8.0,3654.0,0.04832362481377783,,,
full_vs_sw_ess075,raw_rooted,run,8.0,6398.0,0.047291361142045796,,,
full_vs_sw_ess075,raw_rooted,subject_mean,1.0,,0.06648062105545689,,,
full_vs_sw_ess075,raw_rooted,subject_mean,3.0,,0.051336275230513394,,,
full_vs_sw_ess075,raw_rooted,subject_mean,8.0,,0.048964625708644016,,,
full_vs_sw_ess075,raw_rooted,grand,,,,0.055593840664871434,0.0513607852258704,0.00837605980615446
full_vs_stop_essmatch,raw_rooted,run,1.0,1788.0,0.19490870529327042,,,
full_vs_stop_essmatch,raw_rooted,run,1.0,3654.0,0.20265729410785682,,,
full_vs_stop_essmatch,raw_rooted,run,1.0,6398.0,0.19823553678108097,,,
full_vs_stop_essmatch,raw_rooted,run,3.0,1788.0,0.17376865159635269,,,
full_vs_stop_essmatch,raw_rooted,run,3.0,3654.0,0.16951659777732164,,,
full_vs_stop_essmatch,raw_rooted,run,3.0,6398.0,0.16368032695778612,,,
full_vs_stop_essmatch,raw_rooted,run,8.0,1788.0,0.1434710240376904,,,
full_vs_stop_essmatch,raw_rooted,run,8.0,3654.0,0.14746533913637927,,,
full_vs_stop_essmatch,raw_rooted,run,8.0,6398.0,0.15903748395988415,,,
full_vs_stop_essmatch,raw_rooted,subject_mean,1.0,,0.19860051206073606,,,
full_vs_stop_essmatch,raw_rooted,subject_mean,3.0,,0.16898852544382015,,,
full_vs_stop_essmatch,raw_rooted,subject_mean,8.0,,0.14999128237798462,,,
full_vs_stop_essmatch,raw_rooted,grand,,,,0.1725267732941803,0.16951659777732164,0.0218313870646406
full_vs_sw_essmatch,raw_rooted,run,1.0,1788.0,0.23819765730011955,,,
full_vs_sw_essmatch,raw_rooted,run,1.0,3654.0,0.2461702628754988,,,
full_vs_sw_essmatch,raw_rooted,run,1.0,6398.0,0.23705496460708664,,,
full_vs_sw_essmatch,raw_rooted,run,3.0,1788.0,0.20646557624488082,,,
full_vs_sw_essmatch,raw_rooted,run,3.0,3654.0,0.20020432711762426,,,
full_vs_sw_essmatch,raw_rooted,run,3.0,6398.0,0.19368659627710172,,,
full_vs_sw_essmatch,raw_rooted,run,8.0,1788.0,0.1749724021900101,,,
full_vs_sw_essmatch,raw_rooted,run,8.0,3654.0,0.17834696758128799,,,
full_vs_sw_essmatch,raw_rooted,run,8.0,6398.0,0.1923649033260827,,,
full_vs_sw_essmatch,raw_rooted,subject_mean,1.0,,0.24047429492756833,,,
full_vs_sw_essmatch,raw_rooted,subject_mean,3.0,,0.20011883321320226,,,
full_vs_sw_essmatch,raw_rooted,subject_mean,8.0,,0.1818947576991269,,,
full_vs_sw_essmatch,raw_rooted,grand,,,,0.20749596194663253,0.20020432711762426,0.026677127957054236
lpwp_q2_vs_sw,raw_rooted,run,1.0,1788.0,-0.006413537629648358,,,
lpwp_q2_vs_sw,raw_rooted,run,1.0,3654.0,-0.006415791727831022,,,
lpwp_q2_vs_sw,raw_rooted,run,1.0,6398.0,-0.009365137466187723,,,
lpwp_q2_vs_sw,raw_rooted,run,3.0,1788.0,-0.009411595904909698,,,
lpwp_q2_vs_sw,raw_rooted,run,3.0,3654.0,-0.01180074124372199,,,
lpwp_q2_vs_sw,raw_rooted,run,3.0,6398.0,-0.013566744853698687,,,
lpwp_q2_vs_sw,raw_rooted,run,8.0,1788.0,-0.004712981591247889,,,
lpwp_q2_vs_sw,raw_rooted,run,8.0,3654.0,-0.006463120892789775,,,
lpwp_q2_vs_sw,raw_rooted,run,8.0,6398.0,-0.005865122739404982,,,
lpwp_q2_vs_sw,raw_rooted,subject_mean,1.0,,-0.007398155607889034,,,
lpwp_q2_vs_sw,raw_rooted,subject_mean,3.0,,-0.011593027334110126,,,
lpwp_q2_vs_sw,raw_rooted,subject_mean,8.0,,-0.005680408407814215,,,
lpwp_q2_vs_sw,raw_rooted,grand,,,,-0.008223863783271125,-0.006463120892789775,0.00299145068605359
lpwp_q4_vs_sw,raw_rooted,run,1.0,1788.0,0.12760646323906955,,,
lpwp_q4_vs_sw,raw_rooted,run,1.0,3654.0,0.1372599383526416,,,
lpwp_q4_vs_sw,raw_rooted,run,1.0,6398.0,0.13650551378172826,,,
lpwp_q4_vs_sw,raw_rooted,run,3.0,1788.0,0.12123667142207806,,,
lpwp_q4_vs_sw,raw_rooted,run,3.0,3654.0,0.1117550719199788,,,
lpwp_q4_vs_sw,raw_rooted,run,3.0,6398.0,0.11043765039035025,,,
lpwp_q4_vs_sw,raw_rooted,run,8.0,1788.0,0.10161105542559767,,,
lpwp_q4_vs_sw,raw_rooted,run,8.0,3654.0,0.09796875216301837,,,
lpwp_q4_vs_sw,raw_rooted,run,8.0,6398.0,0.09336044242730523,,,
lpwp_q4_vs_sw,raw_rooted,subject_mean,1.0,,0.13379063845781314,,,
lpwp_q4_vs_sw,raw_rooted,subject_mean,3.0,,0.11447646457746903,,,
lpwp_q4_vs_sw,raw_rooted,subject_mean,8.0,,0.09764675000530709,,,
lpwp_q4_vs_sw,raw_rooted,grand,,,,0.11530461768019643,0.1117550719199788,0.016293856667364517
spectral_s1_vs_sw,raw_rooted,run,1.0,1788.0,0.029645778828749858,,,
spectral_s1_vs_sw,raw_rooted,run,1.0,3654.0,0.030165057976302423,,,
spectral_s1_vs_sw,raw_rooted,run,1.0,6398.0,0.031797713379740244,,,
spectral_s1_vs_sw,raw_rooted,run,3.0,1788.0,0.017369259321429742,,,
spectral_s1_vs_sw,raw_rooted,run,3.0,3654.0,0.018743973581518913,,,
spectral_s1_vs_sw,raw_rooted,run,3.0,6398.0,0.013650229841340011,,,
spectral_s1_vs_sw,raw_rooted,run,8.0,1788.0,0.021399074653901118,,,
spectral_s1_vs_sw,raw_rooted,run,8.0,3654.0,0.019037877387139246,,,
spectral_s1_vs_sw,raw_rooted,run,8.0,6398.0,0.021353078818384663,,,
spectral_s1_vs_sw,raw_rooted,subject_mean,1.0,,0.030536183394930843,,,
spectral_s1_vs_sw,raw_rooted,subject_mean,3.0,,0.01658782091476289,,,
spectral_s1_vs_sw,raw_rooted,subject_mean,8.0,,0.020596676953141674,,,
spectral_s1_vs_sw,raw_rooted,grand,,,,0.022573560420945136,0.021353078818384663,0.00641753911899546
lpwp_q2_vs_spectral_s1,raw_rooted,run,1.0,1788.0,-0.036059316458398216,,,
lpwp_q2_vs_spectral_s1,raw_rooted,run,1.0,3654.0,-0.036580849704133445,,,
lpwp_q2_vs_spectral_s1,raw_rooted,run,1.0,6398.0,-0.04116285084592797,,,
lpwp_q2_vs_spectral_s1,raw_rooted,run,3.0,1788.0,-0.02678085522633944,,,
lpwp_q2_vs_spectral_s1,raw_rooted,run,3.0,3654.0,-0.030544714825240904,,,
lpwp_q2_vs_spectral_s1,raw_rooted,run,3.0,6398.0,-0.027216974695038698,,,
lpwp_q2_vs_spectral_s1,raw_rooted,run,8.0,1788.0,-0.026112056245149007,,,
lpwp_q2_vs_spectral_s1,raw_rooted,run,8.0,3654.0,-0.02550099827992902,,,
lpwp_q2_vs_spectral_s1,raw_rooted,run,8.0,6398.0,-0.027218201557789645,,,
lpwp_q2_vs_spectral_s1,raw_rooted,subject_mean,1.0,,-0.037934339002819874,,,
lpwp_q2_vs_spectral_s1,raw_rooted,subject_mean,3.0,,-0.028180848248873014,,,
lpwp_q2_vs_spectral_s1,raw_rooted,subject_mean,8.0,,-0.026277085360955892,,,
lpwp_q2_vs_spectral_s1,raw_rooted,grand,,,,-0.03079742420421626,-0.027218201557789645,0.0057053651546205035
lpwp_q4_vs_spectral_s1,raw_rooted,run,1.0,1788.0,0.09796068441031969,,,
lpwp_q4_vs_spectral_s1,raw_rooted,run,1.0,3654.0,0.10709488037633919,,,
lpwp_q4_vs_spectral_s1,raw_rooted,run,1.0,6398.0,0.10470780040198802,,,
lpwp_q4_vs_spectral_s1,raw_rooted,run,3.0,1788.0,0.10386741210064832,,,
lpwp_q4_vs_spectral_s1,raw_rooted,run,3.0,3654.0,0.09301109833845989,,,
lpwp_q4_vs_spectral_s1,raw_rooted,run,3.0,6398.0,0.09678742054901024,,,
lpwp_q4_vs_spectral_s1,raw_rooted,run,8.0,1788.0,0.08021198077169656,,,
lpwp_q4_vs_spectral_s1,raw_rooted,run,8.0,3654.0,0.07893087477587912,,,
lpwp_q4_vs_spectral_s1,raw_rooted,run,8.0,6398.0,0.07200736360892057,,,
lpwp_q4_vs_spectral_s1,raw_rooted,subject_mean,1.0,,0.10325445506288229,,,
lpwp_q4_vs_spectral_s1,raw_rooted,subject_mean,3.0,,0.09788864366270615,,,
lpwp_q4_vs_spectral_s1,raw_rooted,subject_mean,8.0,,0.07705007305216542,,,
lpwp_q4_vs_spectral_s1,raw_rooted,grand,,,,0.09273105725925129,0.09678742054901024,0.012719598497356857
