method,family,response,calibration,update,subject,seed,relative_LEW_AUC,LEW_initial,LEW_final,relative_LEW_final,LEW_reduction_pct,divergence,nan,solver_failure,optimization_ms,evaluation_ms,diagnostic_ms
sw,sw,none,none,normalized,8,1788,0.6425472160335386,10.270850778196136,5.760977033223927,0.5609055333034177,43.90944666965822,False,False,False,1820.9351957775648,245.44984474778173,0.0
sw,sw,none,none,normalized,1,3654,0.7154539060106863,7.00240537723237,4.455704399381454,0.6363105474968269,36.36894525031731,False,False,False,1869.5549971889704,242.4557758495212,0.0
sw,sw,none,none,normalized,3,3654,0.6392193093246986,10.198606317621376,5.5004619746147245,0.5393346701804643,46.066532981953564,False,False,False,1952.326857484877,244.10201865248385,0.0
sw,sw,none,none,normalized,8,3654,0.6431931173609713,10.270850778196136,5.833504531125191,0.56796702211944,43.20329778805601,False,False,False,1914.3490097485485,246.13933102227747,0.0
sw,sw,none,none,normalized,1,6398,0.7147534453870698,7.00240537723237,4.436700341144744,0.6335966146104932,36.64033853895067,False,False,False,5401.456114370376,597.1684106625617,0.0
sw,sw,none,none,normalized,3,6398,0.6408079809578525,10.198606317621376,5.523030946602245,0.5415476168601028,45.84523831398972,False,False,False,1738.8412079308182,235.5080838315189,0.0
sw,sw,none,none,normalized,8,6398,0.6386794210186767,10.270850778196136,5.741186639748116,0.5589786828503059,44.10213171496941,False,False,False,1843.5124896932396,237.0720969047397,0.0
ebsw_full_b1,ebsw,full,b1,raw_rooted,1,1788,0.7251786495765962,7.00240537723237,4.523648206038548,0.6460134714203698,35.398652857963015,False,False,False,1907.5710594188424,254.82108001597223,387.6825040206313
ebsw_full_b1,ebsw,full,b1,raw_rooted,3,1788,0.6593877652028179,10.198606317621376,5.766902893046358,0.5654598984845779,43.454010151542214,False,False,False,1907.4140088632705,246.64238072000444,381.5551600418985
ebsw_full_b1,ebsw,full,b1,raw_rooted,8,1788,0.6515918690849769,10.270850778196136,5.958855397354161,0.580171548203596,41.9828451796404,False,False,False,1919.590906472877,257.8817396424711,386.2843038514257
ebsw_full_b1,ebsw,full,b1,raw_rooted,1,3654,0.7256089175852797,7.00240537723237,4.518086399872655,0.6452192006139443,35.47807993860557,False,False,False,1909.0339976828543,235.51076324656609,351.29749472253025
ebsw_full_b1,ebsw,full,b1,raw_rooted,3,3654,0.6661992037431921,10.198606317621376,5.879360379077057,0.5764866488589298,42.35133511410702,False,False,False,1893.2756532449275,237.44395072571933,363.1159870419651
ebsw_full_b1,ebsw,full,b1,raw_rooted,8,3654,0.6529175745167402,10.270850778196136,5.998353893395074,0.584017237026645,41.5982762973355,False,False,False,1897.519223857671,250.2732966095209,378.67965921759605
ebsw_full_b1,ebsw,full,b1,raw_rooted,1,6398,0.7248992566612823,7.00240537723237,4.512956495109759,0.6444866088134789,35.551339118652116,False,False,False,4773.339898092672,353.76410209573805,628.7724790163338
ebsw_full_b1,ebsw,full,b1,raw_rooted,3,6398,0.6637319699887897,10.198606317621376,5.822148037073498,0.5708768292206615,42.91231707793384,False,False,False,1802.3964669555423,247.8789952583611,356.0020497534424
ebsw_full_b1,ebsw,full,b1,raw_rooted,8,6398,0.6540453302146362,10.270850778196136,6.011205105976046,0.5852684685807295,41.47315314192706,False,False,False,1957.9031514003875,243.88765706680715,401.8992790952325
ebsw_full_bscale,ebsw,full,bscale,raw_rooted,1,1788,4.902966821538425,7.00240537723237,36.18502605282885,5.167513747558931,-416.75137475589304,True,False,False,2067.170455120504,338.0039755720645,509.5174312591553
ebsw_full_bscale,ebsw,full,bscale,raw_rooted,3,1788,3.6771086074200645,10.198606317621376,37.90397778014265,3.716584070379432,-271.6584070379432,True,False,False,1914.4504885189235,312.8467507194728,466.2799183279276
ebsw_full_bscale,ebsw,full,bscale,raw_rooted,8,1788,3.7167948035406253,10.270850778196136,37.96766881890303,3.696643018074426,-269.6643018074426,True,False,False,1820.4246994573623,326.424103230238,433.5363421123475
ebsw_full_bscale,ebsw,full,bscale,raw_rooted,1,3654,4.915703524986675,7.00240537723237,35.76662524259519,5.107762735200513,-410.7762735200513,True,False,False,1905.424476834014,321.4538428001106,439.2938120290637
ebsw_full_bscale,ebsw,full,bscale,raw_rooted,3,3654,3.643271528917494,10.198606317621376,35.0666567806084,3.438377332010498,-243.83773320104982,True,False,False,1869.352025678381,313.0198528524488,435.6951480731368
ebsw_full_bscale,ebsw,full,bscale,raw_rooted,8,3654,3.6826297197692552,10.270850778196136,37.30165017853841,3.6317974999428118,-263.17974999428117,True,False,False,1848.772974917665,312.05214001238346,455.9255177155137
ebsw_full_bscale,ebsw,full,bscale,raw_rooted,1,6398,4.906282995556896,7.00240537723237,37.70046490508734,5.383930645841596,-438.39306458415956,True,False,False,4709.128815913573,431.4338047988713,642.8355618845671
ebsw_full_bscale,ebsw,full,bscale,raw_rooted,3,6398,3.672437973120549,10.198606317621376,36.249031498205404,3.554312262801392,-255.4312262801392,True,False,False,1969.991518650204,331.8324817810208,489.41721278242767
ebsw_full_bscale,ebsw,full,bscale,raw_rooted,8,6398,3.729133145630635,10.270850778196136,40.340808223395776,3.927698794829615,-292.7698794829615,True,False,False,1893.609121441841,315.2055398095399,472.8277719113976
ebsw_full_ess025,ebsw,full,ess025,raw_rooted,1,1788,1.1340342918541373,7.00240537723237,7.321145814753875,1.0455187068372045,-4.551870683720447,True,False,False,2943.120242096484,288.50765246897936,405.83298495039344
ebsw_full_ess025,ebsw,full,ess025,raw_rooted,3,1788,0.9729447053184498,10.198606317621376,9.894044044697408,0.9701368732708371,2.98631267291629,True,False,False,2846.964475698769,269.9250630103052,400.5895641166717
ebsw_full_ess025,ebsw,full,ess025,raw_rooted,8,1788,0.9273850646823668,10.270850778196136,8.952666787319426,0.871657760457871,12.834223954212893,True,False,False,2957.6972853392363,300.921298796311,402.2342320531607
ebsw_full_ess025,ebsw,full,ess025,raw_rooted,1,3654,1.121984254452239,7.00240537723237,7.274434534447564,1.038847959031288,-3.8847959031287957,True,False,False,2861.09511856921,283.916033571586,441.1851624026895
ebsw_full_ess025,ebsw,full,ess025,raw_rooted,3,3654,0.9835201527273607,10.198606317621376,9.229533436524516,0.9049798716690853,9.502012833091465,True,False,False,2843.789236620069,258.58789100311697,414.7027970757336
ebsw_full_ess025,ebsw,full,ess025,raw_rooted,8,3654,0.9554918972081738,10.270850778196136,9.50140809522621,0.9250848153102014,7.491518468979864,True,False,False,2846.947466488928,284.7314039245248,409.93751189671457
ebsw_full_ess025,ebsw,full,ess025,raw_rooted,1,6398,1.1215656558375502,7.00240537723237,8.06242767057093,1.1513797382803796,-15.13797382803797,True,False,False,5200.5018529016525,397.90554088540375,492.6517861895263
ebsw_full_ess025,ebsw,full,ess025,raw_rooted,3,6398,1.0043526462098378,10.198606317621376,11.039947506956368,1.0824957021707273,-8.24957021707274,True,False,False,3052.310115657747,274.1969432681799,385.1660871878266
ebsw_full_ess025,ebsw,full,ess025,raw_rooted,8,6398,0.9348197621344417,10.270850778196136,9.507960580417596,0.9257227843872418,7.4277215612758285,True,False,False,2799.793636193499,285.7393471058458,404.3837429489941
ebsw_full_ess050,ebsw,full,ess050,raw_rooted,1,1788,0.8790499373016217,7.00240537723237,5.877508441838571,0.8393556392705726,16.064436072942744,False,False,False,2938.6337532196194,271.0293096024543,397.7106106467545
ebsw_full_ess050,ebsw,full,ess050,raw_rooted,3,1788,0.7980831893317598,10.198606317621376,7.837275185595296,0.7684653119763902,23.153468802360972,False,False,False,2857.819761848077,277.4802199564874,385.9191951341927
ebsw_full_ess050,ebsw,full,ess050,raw_rooted,8,1788,0.7599920943522742,10.270850778196136,7.539505377763524,0.7340682423085192,26.593175769148086,False,False,False,2836.4701222162694,260.1309451274574,398.8807871937752
ebsw_full_ess050,ebsw,full,ess050,raw_rooted,1,3654,0.8901361396741317,7.00240537723237,5.985523422791404,0.8547810502734878,14.521894972651214,False,False,False,2879.0982051286846,268.97409348748624,403.95113080739975
ebsw_full_ess050,ebsw,full,ess050,raw_rooted,3,3654,0.8040556041800719,10.198606317621376,7.999809607841728,0.7844022368055801,21.55977631944199,False,False,False,2837.728574872017,260.9196549747139,412.2684858739376
ebsw_full_ess050,ebsw,full,ess050,raw_rooted,8,3654,0.7737207128829915,10.270850778196136,7.595237436342041,0.7394944781464333,26.05055218535667,False,False,False,2841.6799902915955,272.22381229512393,378.5978069063276
ebsw_full_ess050,ebsw,full,ess050,raw_rooted,1,6398,0.8908355458982193,7.00240537723237,6.262333155503665,0.894311714066858,10.568828593314192,False,False,False,4885.652547236532,339.73280899226665,514.6627787034959
ebsw_full_ess050,ebsw,full,ess050,raw_rooted,3,6398,0.8058913933424419,10.198606317621376,7.958575816578826,0.7803591558218914,21.96408441781086,False,False,False,2718.1766079738736,258.2522656302899,396.9377800822258
ebsw_full_ess050,ebsw,full,ess050,raw_rooted,8,6398,0.7843797446844792,10.270850778196136,7.751063993886786,0.7546662064589065,24.533379354109353,False,False,False,2806.2980910763144,262.4525432474911,410.1905589923263
ebsw_full_ess075,ebsw,full,ess075,raw_rooted,1,1788,0.7924238630548454,7.00240537723237,5.222971074889765,0.7458824208995012,25.411757910049886,False,False,False,2774.7902581468225,247.8723817039281,368.5128565412015
ebsw_full_ess075,ebsw,full,ess075,raw_rooted,3,1788,0.7126838656595935,10.198606317621376,6.883142967112358,0.6749101546570645,32.50898453429355,False,False,False,2848.6997813452035,257.33691337518394,377.529714256525
ebsw_full_ess075,ebsw,full,ess075,raw_rooted,8,1788,0.7037893283604183,10.270850778196136,6.889795099894441,0.6708105539339255,32.91894460660744,False,False,False,2869.8782299179584,264.6589439827949,406.8849058821797
ebsw_full_ess075,ebsw,full,ess075,raw_rooted,1,3654,0.7944783546271313,7.00240537723237,5.2366966521083285,0.7478425440970514,25.215745590294862,False,False,False,2832.334485137835,259.32738510891795,391.1813721060753
ebsw_full_ess075,ebsw,full,ess075,raw_rooted,3,3654,0.7155808971295269,10.198606317621376,6.885872891962177,0.6751778309223109,32.48221690776891,False,False,False,2916.760576190427,265.1250851340592,410.707067232579
ebsw_full_ess075,ebsw,full,ess075,raw_rooted,8,3654,0.701519081806403,10.270850778196136,6.798278997241802,0.6619002791544577,33.80997208455423,False,False,False,2869.6103170514107,254.28282609209415,380.22878114134073
ebsw_full_ess075,ebsw,full,ess075,raw_rooted,1,6398,0.791414238648959,7.00240537723237,5.282193822308099,0.7543399071814139,24.566009281858616,False,False,False,4863.956901244819,316.7676979210228,473.061160184443
ebsw_full_ess075,ebsw,full,ess075,raw_rooted,3,6398,0.7161025219754611,10.198606317621376,6.719920776719385,0.6589057923638604,34.10942076361396,False,False,False,2732.357127824798,249.1351286880672,352.0042570307851
ebsw_full_ess075,ebsw,full,ess075,raw_rooted,8,6398,0.6995821526971008,10.270850778196136,6.797717691013757,0.6618456287423189,33.81543712576811,False,False,False,2853.805480757728,261.35422056540847,406.1714061535895
ebsw_full_essmatch,ebsw,full,essmatch,raw_rooted,1,1788,0.9643836210307022,7.00240537723237,6.412314044894482,0.9157301954758986,8.426980452410135,True,False,False,2809.1923664323986,268.4902311302721,386.53756701387465
ebsw_full_essmatch,ebsw,full,essmatch,raw_rooted,3,1788,0.8671496537499294,10.198606317621376,8.822881820972144,0.8651066181197499,13.489338188025014,False,False,False,2743.7453342136,259.5290297176689,395.494855940342
ebsw_full_essmatch,ebsw,full,essmatch,raw_rooted,8,1788,0.82748283938032,10.270850778196136,8.49272192878994,0.8268761870067314,17.312381299326866,False,False,False,2769.746199483052,276.7290703486651,400.8111779112369
ebsw_full_essmatch,ebsw,full,essmatch,raw_rooted,1,3654,0.9718204414546671,7.00240537723237,6.730971708495079,0.9612370815291797,3.8762918470820202,True,False,False,2821.723929140717,271.0040437523276,380.8168286923319
ebsw_full_essmatch,ebsw,full,essmatch,raw_rooted,3,3654,0.8644244390212807,10.198606317621376,8.31649748566192,0.8154543107809243,18.45456892190757,False,False,False,2885.1795392110944,265.32578468322754,388.3959106169641
ebsw_full_essmatch,ebsw,full,essmatch,raw_rooted,8,3654,0.8315424245739131,10.270850778196136,8.355250298874514,0.8134915480041608,18.650845199583923,False,False,False,2786.149551393464,267.58429897017777,390.4049769043922
ebsw_full_essmatch,ebsw,full,essmatch,raw_rooted,1,6398,0.9640934154619007,7.00240537723237,6.329862952230414,0.9039555140311268,9.604448596887316,True,False,False,4743.053397163749,313.5266250465065,440.819782204926
ebsw_full_essmatch,ebsw,full,essmatch,raw_rooted,3,6398,0.859140865941438,10.198606317621376,8.51294739987823,0.8347167382242584,16.528326177574158,False,False,False,2684.8234951030463,265.442727599293,379.2784996330738
ebsw_full_essmatch,ebsw,full,essmatch,raw_rooted,8,6398,0.8446556948811377,10.270850778196136,8.744324534013996,0.8513729507761145,14.862704922388549,False,False,False,2760.459083598107,263.514744117856,399.9610438477248
ebsw_stop_b1,ebsw,stop,b1,raw_rooted,1,1788,0.7250200438167704,7.00240537723237,4.516455854688828,0.6449863456025609,35.50136543974392,False,False,False,1834.9192710593345,245.89822138659656,0.0
ebsw_stop_b1,ebsw,stop,b1,raw_rooted,3,1788,0.662698348270217,10.198606317621376,5.829407804790197,0.571588668416195,42.841133158380494,False,False,False,1781.4583505969497,249.38460439443588,0.0
ebsw_stop_b1,ebsw,stop,b1,raw_rooted,8,1788,0.6539132671463114,10.270850778196136,6.013099260084172,0.5854528889514496,41.454711104855036,False,False,False,1860.2632645051929,257.8548735473305,0.0
ebsw_stop_b1,ebsw,stop,b1,raw_rooted,1,3654,0.7276122541537315,7.00240537723237,4.533695050757243,0.6474482419281387,35.255175807186134,False,False,False,1856.997846858576,258.1272607203573,0.0
ebsw_stop_b1,ebsw,stop,b1,raw_rooted,3,3654,0.66600200344067,10.198606317621376,5.88556262810594,0.5770947955836608,42.290520441633916,False,False,False,1932.6652602758256,246.35858368128535,0.0
ebsw_stop_b1,ebsw,stop,b1,raw_rooted,8,3654,0.6515230122481586,10.270850778196136,5.95018053529594,0.5793269383221403,42.06730616778597,False,False,False,1897.5982810370624,236.47603974677625,0.0
ebsw_stop_b1,ebsw,stop,b1,raw_rooted,1,6398,0.7252349530119574,7.00240537723237,4.536211580983697,0.6478076227538527,35.21923772461472,False,False,False,2331.742576090619,241.41805269755423,0.0
ebsw_stop_b1,ebsw,stop,b1,raw_rooted,3,6398,0.6624018955475051,10.198606317621376,5.854082749765948,0.5740081112505672,42.59918887494328,False,False,False,1774.116661399603,246.73387757502496,0.0
ebsw_stop_b1,ebsw,stop,b1,raw_rooted,8,6398,0.6527642112368411,10.270850778196136,5.985096122681791,0.5827264217865455,41.72735782134544,False,False,False,1847.666872665286,248.9637865219265,0.0
ebsw_stop_bscale,ebsw,stop,bscale,raw_rooted,1,1788,0.7235215055151868,7.00240537723237,4.467808183101631,0.6380390654943041,36.19609345056959,False,False,False,1962.3842311557385,262.2352272737771,0.0
ebsw_stop_bscale,ebsw,stop,bscale,raw_rooted,3,1788,0.6619559938546965,10.198606317621376,5.797822292600614,0.5684916264081112,43.15083735918888,False,False,False,1822.9313176125288,243.66971803829077,0.0
ebsw_stop_bscale,ebsw,stop,bscale,raw_rooted,8,1788,3.4087277360650132,10.270850778196136,36.15876309299774,3.5205226785845953,-252.05226785845954,True,False,False,1929.319834103808,330.0949330441654,0.0
ebsw_stop_bscale,ebsw,stop,bscale,raw_rooted,1,3654,0.7271493183542349,7.00240537723237,4.522476624233562,0.6458461600834976,35.41538399165024,False,False,False,1937.2661029919984,255.22968196310103,0.0
ebsw_stop_bscale,ebsw,stop,bscale,raw_rooted,3,3654,3.3815248844273937,10.198606317621376,37.23855653122249,3.6513377780727643,-265.13377780727643,True,False,False,1875.722387805581,304.38124598003924,0.0
ebsw_stop_bscale,ebsw,stop,bscale,raw_rooted,8,3654,3.397747427794183,10.270850778196136,35.813555405214736,3.4869122508568515,-248.69122508568518,True,False,False,1810.106260003522,333.6001627612859,0.0
ebsw_stop_bscale,ebsw,stop,bscale,raw_rooted,1,6398,0.7227836271234299,7.00240537723237,4.468192674828476,0.6380939740158951,36.19060259841049,False,False,False,3089.499925728888,286.1009791959077,0.0
ebsw_stop_bscale,ebsw,stop,bscale,raw_rooted,3,6398,3.3712280921234052,10.198606317621376,32.882033502607094,3.2241693108393443,-222.4169310839344,True,False,False,1881.5269791521127,310.0202556233853,0.0
ebsw_stop_bscale,ebsw,stop,bscale,raw_rooted,8,6398,3.380853757571102,10.270850778196136,37.993762437139104,3.699183568881713,-269.91835688817133,True,False,False,1855.2007859107107,317.7855578251183,0.0
ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,1,1788,0.7920017611283222,7.00240537723237,5.335048779656811,0.7618880216508451,23.811197834915486,False,False,False,2965.81884031184,266.7156984098256,0.0
ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,3,1788,0.7144427840494784,10.198606317621376,6.747700523664642,0.6616296691446769,33.83703308553231,False,False,False,2767.8936142474413,247.5646638777107,0.0
ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,1788,0.7030600529018832,10.270850778196136,6.888592631580715,0.6706934781103454,32.93065218896545,False,False,False,2901.5732049010694,275.8676512166858,0.0
ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,1,3654,0.7934144296656847,7.00240537723237,5.266606708575213,0.7521139415462956,24.788605845370434,False,False,False,2869.278842350468,263.9801981858909,0.0
ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,3,3654,0.7189092589752447,10.198606317621376,6.790019452725357,0.6657791507250762,33.42208492749238,False,False,False,2888.852678937837,263.70317791588604,0.0
ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,3654,0.7029612536776044,10.270850778196136,6.840779614111218,0.6660382632209423,33.39617367790577,False,False,False,2889.088644413277,252.24264292046428,0.0
ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,1,6398,0.7913320807287877,7.00240537723237,5.286883921399539,0.7550096911825929,24.499030881740715,False,False,False,4827.254032250494,341.7790629900992,0.0
ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,3,6398,0.7264776092830877,10.198606317621376,7.084055070637108,0.6946101114224913,30.538988857750866,False,False,False,2702.02306821011,252.5978991761804,0.0
ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,0.7031408407992105,10.270850778196136,6.825854260695488,0.6645850872632685,33.54149127367315,False,False,False,2676.9118499942124,258.56942497193813,0.0
ebsw_stop_ess050,ebsw,stop,ess050,raw_rooted,1,1788,0.7516942887493492,7.00240537723237,4.953719948630679,0.7074311871085343,29.256881289146577,False,False,False,2834.198552416637,257.9892333596945,0.0
ebsw_stop_ess050,ebsw,stop,ess050,raw_rooted,3,1788,0.672309206124022,10.198606317621376,6.120880861547452,0.6001683632960377,39.98316367039622,False,False,False,2716.3731877226382,242.33378982171416,0.0
ebsw_stop_ess050,ebsw,stop,ess050,raw_rooted,8,1788,0.6680906894366866,10.270850778196136,6.360456441812465,0.6192725976814891,38.07274023185109,False,False,False,2758.349239360541,264.56341124139726,0.0
ebsw_stop_ess050,ebsw,stop,ess050,raw_rooted,1,3654,0.7499282288730446,7.00240537723237,4.885191327052132,0.6976447468945242,30.235525310547583,False,False,False,2608.3950081374496,241.0744703374803,0.0
ebsw_stop_ess050,ebsw,stop,ess050,raw_rooted,3,3654,0.6729148563283627,10.198606317621376,6.109815277184905,0.5990833538331832,40.091664616681676,False,False,False,2912.561390316114,260.2329782675952,0.0
ebsw_stop_ess050,ebsw,stop,ess050,raw_rooted,8,3654,0.6669972395052578,10.270850778196136,6.336161671288863,0.6169071879361565,38.30928120638435,False,False,False,2717.867863131687,247.100475942716,0.0
ebsw_stop_ess050,ebsw,stop,ess050,raw_rooted,1,6398,0.7489530106713679,7.00240537723237,4.887969162474824,0.6980414442110954,30.195855578890463,False,False,False,5270.15458396636,345.14290071092546,0.0
ebsw_stop_ess050,ebsw,stop,ess050,raw_rooted,3,6398,0.6766557566705493,10.198606317621376,6.187009744163248,0.6066524730416544,39.33475269583456,False,False,False,2702.1567900665104,248.19451686926183,0.0
ebsw_stop_ess050,ebsw,stop,ess050,raw_rooted,8,6398,0.6741296591242651,10.270850778196136,6.422826593577473,0.6253451376406337,37.46548623593662,False,False,False,2746.460079215467,255.74414455331865,0.0
ebsw_stop_ess075,ebsw,stop,ess075,raw_rooted,1,1788,0.7255178525733106,7.00240537723237,4.546880040318884,0.649331164845528,35.0668835154472,False,False,False,2747.915932675824,238.81847108714285,0.0
ebsw_stop_ess075,ebsw,stop,ess075,raw_rooted,3,1788,0.652159698509089,10.198606317621376,5.713746802871614,0.560247804937747,43.97521950622531,False,False,False,2754.3322946876287,242.7987295668572,0.0
ebsw_stop_ess075,ebsw,stop,ess075,raw_rooted,8,1788,0.6478949745874155,10.270850778196136,5.893250667260374,0.5737840802605256,42.62159197394744,False,False,False,2705.0433778204024,246.6525691561401,0.0
ebsw_stop_ess075,ebsw,stop,ess075,raw_rooted,1,3654,0.7193727133258904,7.00240537723237,4.454306885338895,0.6361109712130684,36.388902878693166,False,False,False,2701.5424522105604,242.33045591972768,0.0
ebsw_stop_ess075,ebsw,stop,ess075,raw_rooted,3,3654,0.6602767258959207,10.198606317621376,5.792773005789469,0.5679965306417004,43.20034693582996,False,False,False,2860.001652268693,241.83797906152904,0.0
ebsw_stop_ess075,ebsw,stop,ess075,raw_rooted,8,3654,0.6480008626373057,10.270850778196136,5.925768269248636,0.5769500888697924,42.30499111302077,False,False,False,2779.067511437461,248.2216397766024,0.0
ebsw_stop_ess075,ebsw,stop,ess075,raw_rooted,1,6398,0.720865300310505,7.00240537723237,4.454456719356657,0.6361323687200235,36.386763127997654,False,False,False,5158.789940644056,360.09452887810767,0.0
ebsw_stop_ess075,ebsw,stop,ess075,raw_rooted,3,6398,0.6548557857735414,10.198606317621376,5.67868486248796,0.5568098900607824,44.31901099392176,False,False,False,2704.529964597896,245.94875588081777,0.0
ebsw_stop_ess075,ebsw,stop,ess075,raw_rooted,8,6398,0.6520830299490581,10.270850778196136,5.9956775226675605,0.5837566577635137,41.62433422364863,False,False,False,2697.0674141775817,249.56334824673831,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,raw_rooted,1,1788,0.7694749157374318,7.00240537723237,5.168837377819,0.7381516920778344,26.184830792216566,False,False,False,2897.070885170251,265.4746877960861,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,raw_rooted,3,1788,0.6933810021535767,10.198606317621376,6.507660205445334,0.6380930886802891,36.190691131971086,False,False,False,2864.692007889971,245.10283302515745,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,raw_rooted,8,1788,0.6840118153426296,10.270850778196136,6.679111110065398,0.6502977459515235,34.970225404847646,False,False,False,2915.699400939048,267.92815746739507,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,raw_rooted,1,3654,0.7691631473468102,7.00240537723237,5.125125150915744,0.7319092333013998,26.809076669860016,False,False,False,2767.961495788768,259.75047261454165,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,raw_rooted,3,3654,0.6949078412439591,10.198606317621376,6.480732646265214,0.6354527711367447,36.454722886325534,False,False,False,2816.5505840443075,257.07699079066515,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,raw_rooted,8,3654,0.6840770854375339,10.270850778196136,6.678772733403513,0.6502648006124088,34.973519938759125,False,False,False,2884.312082082033,263.5033284313977,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,raw_rooted,1,6398,0.7658578786808198,7.00240537723237,5.12638625662892,0.7320893293748544,26.791067062514564,False,False,False,4179.554782109335,297.888029133901,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,raw_rooted,3,6398,0.6954605389836519,10.198606317621376,6.523763429503798,0.6396720518794706,36.032794812052934,False,False,False,2728.571754647419,236.86477006413045,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,raw_rooted,8,6398,0.6856182109212535,10.270850778196136,6.636526060058407,0.646151541228406,35.38484587715939,False,False,False,2855.493381852284,250.24346262216568,0.0
lpwp_q2,lpwp,none,none,raw_rooted,1,1788,0.7197724261009343,7.00240537723237,4.434355873595738,0.6332618057237315,36.67381942762685,False,False,False,1898.251661332324,240.9636948723346,0.0
lpwp_q2,lpwp,none,none,raw_rooted,3,1788,0.6512724816001388,10.198606317621376,5.646295692819869,0.553634047336848,44.636595266315204,False,False,False,1965.4341307468712,236.02200136519969,0.0
lpwp_q2,lpwp,none,none,raw_rooted,8,1788,0.647797455599062,10.270850778196136,5.878599520430241,0.5723576018561041,42.76423981438959,False,False,False,1922.3922649398448,261.05484226718545,0.0
lpwp_q2,lpwp,none,none,raw_rooted,1,3654,0.7192343868513372,7.00240537723237,4.4223536481253936,0.631547791063945,36.8452208936055,False,False,False,1999.693610239774,253.8245117757469,0.0
lpwp_q2,lpwp,none,none,raw_rooted,3,3654,0.6524193706599345,10.198606317621376,5.642973840002874,0.5533083309876193,44.669166901238064,False,False,False,2051.631919341162,253.70960542932156,0.0
lpwp_q2,lpwp,none,none,raw_rooted,8,3654,0.6467323360998354,10.270850778196136,5.880344975388852,0.5725275444437539,42.747245555624616,False,False,False,2012.7824635710567,251.9340820144862,0.0
lpwp_q2,lpwp,none,none,raw_rooted,1,6398,0.7176733133886264,7.00240537723237,4.392539236553333,0.627290052477573,37.2709947522427,False,False,False,1975.2363895531744,236.50838644243777,0.0
lpwp_q2,lpwp,none,none,raw_rooted,3,6398,0.6518875248106376,10.198606317621376,5.64731822513092,0.5537343093019838,44.626569069801626,False,False,False,2008.8953129015863,237.8374708350748,0.0
lpwp_q2,lpwp,none,none,raw_rooted,8,6398,0.64642566881565,10.270850778196136,5.8490480925961,0.5694803886171702,43.051961138282984,False,False,False,2016.969757154584,242.22988542169333,0.0
lpwp_q4,lpwp,none,none,raw_rooted,1,1788,0.8537924269696522,7.00240537723237,5.855344937327678,0.836190511958327,16.38094880416729,False,False,False,1927.1599580533805,265.7544848043472,0.0
lpwp_q4,lpwp,none,none,raw_rooted,3,1788,0.7819207489271266,10.198606317621376,7.719720756357643,0.7569387930014849,24.306120699851512,False,False,False,1956.190621946007,262.8822166007012,0.0
lpwp_q4,lpwp,none,none,raw_rooted,8,1788,0.7541214926159076,10.270850778196136,7.782106520963255,0.7576885974707952,24.231140252920486,False,False,False,1940.723839448765,274.257141398266,0.0
lpwp_q4,lpwp,none,none,raw_rooted,1,3654,0.8629101169318099,7.00240537723237,5.752578335399913,0.8215146118366488,17.84853881633512,False,False,False,1977.7378323487935,270.14633431099355,0.0
lpwp_q4,lpwp,none,none,raw_rooted,3,3654,0.7759751838236353,10.198606317621376,7.759607334054269,0.7608497761745199,23.91502238254801,False,False,False,1995.8456358872356,257.606353610754,0.0
lpwp_q4,lpwp,none,none,raw_rooted,8,3654,0.7511642091556435,10.270850778196136,7.78368928264669,0.7578426997664681,24.21573002335319,False,False,False,2018.1260381359607,263.9428440015763,0.0
lpwp_q4,lpwp,none,none,raw_rooted,1,6398,0.8635439646365424,7.00240537723237,5.944280578203025,0.8488912392204923,15.110876077950778,False,False,False,1952.8197448235003,272.47473830357194,0.0
lpwp_q4,lpwp,none,none,raw_rooted,3,6398,0.7758919200546865,10.198606317621376,7.747045148428654,0.7596180210469679,24.03819789530321,False,False,False,1950.9412571787836,251.018876908347,0.0
lpwp_q4,lpwp,none,none,raw_rooted,8,6398,0.7456512339823602,10.270850778196136,7.515667009987772,0.7317472692664068,26.825273073359316,False,False,False,2054.89164753817,270.6508820410818,0.0
spectral_s1,spectral,none,none,raw_rooted,1,1788,0.7558317425593325,7.00240537723237,5.028593180435485,0.7181236888663229,28.18763111336771,False,False,False,2626.351488288492,255.8918660506606,0.0
