method,family,response,calibration,update,subject,seed,relative_LEW_AUC,LEW_initial,LEW_final,relative_LEW_final,LEW_reduction_pct,divergence,nan,solver_failure,optimization_ms,evaluation_ms,diagnostic_ms
ebsw_stop_ess075,ebsw,stop,ess075,normalized,8,1788,0.6475814476425422,10.270850778196136,5.9017145158926905,0.5746081452591414,42.53918547408586,False,False,False,2907.9719504807144,248.3269625809044,0.0
ebsw_stop_ess075,ebsw,stop,ess075,normalized,1,3654,0.7251885014869824,7.00240537723237,4.597686705511615,0.656586766664572,34.341323333542796,False,False,False,2858.0831738654524,238.70066925883293,0.0
ebsw_stop_ess075,ebsw,stop,ess075,normalized,3,3654,0.6516522101078966,10.198606317621376,5.720753856170025,0.5609348648241849,43.90651351758151,False,False,False,2863.657131791115,240.50470837391916,0.0
ebsw_stop_ess075,ebsw,stop,ess075,normalized,8,3654,0.6512846001956449,10.270850778196136,5.987423762844559,0.582953047624369,41.70469523756311,False,False,False,2931.533309398219,259.9215931259096,0.0
ebsw_stop_ess075,ebsw,stop,ess075,normalized,1,6398,0.7253210820294682,7.00240537723237,4.565961655770959,0.6520561735281326,34.794382647186744,False,False,False,4276.065825484693,285.29274743050337,0.0
ebsw_stop_ess075,ebsw,stop,ess075,normalized,3,6398,0.6539644779910194,10.198606317621376,5.694840294934958,0.5583939724288884,44.16060275711115,False,False,False,2794.687227346003,237.64967336319387,0.0
ebsw_stop_ess075,ebsw,stop,ess075,normalized,8,6398,0.6532885608309864,10.270850778196136,6.044756205251276,0.5885351015013883,41.146489849861176,False,False,False,2809.033111669123,243.01686510443687,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,normalized,1,1788,0.7611163095695711,7.00240537723237,5.006890016796447,0.715024301945708,28.497569805429208,False,False,False,2988.2015981711447,253.1400320585817,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,normalized,3,1788,0.6892083655949492,10.198606317621376,6.378433670702362,0.6254220892595457,37.45779107404544,False,False,False,2864.853005623445,248.75506735406816,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,normalized,8,1788,0.6788607677454375,10.270850778196136,6.471503332405475,0.6300844469616627,36.991555303833735,False,False,False,2944.2965392954648,251.50701170787212,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,normalized,1,3654,0.7621740071813198,7.00240537723237,5.03844911271549,0.7195311955371093,28.04688044628907,False,False,False,2934.4160796608776,257.64524564147,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,normalized,3,3654,0.6941175260461869,10.198606317621376,6.488026213770083,0.6361679244898324,36.38320755101676,False,False,False,3032.2772131767124,248.2387088239193,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,normalized,8,3654,0.6771097788121744,10.270850778196136,6.4684803509693385,0.629790120668601,37.02098793313991,False,False,False,2951.0760551784188,258.1250590737909,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,normalized,1,6398,0.7635665003475449,7.00240537723237,5.069723556624624,0.7239974385242434,27.60025614757566,False,False,False,5150.673063471913,320.486988639459,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,normalized,3,6398,0.687362188842212,10.198606317621376,6.351562082995898,0.6227872598652552,37.72127401347448,False,False,False,2812.133059371263,247.29469045996663,0.0
ebsw_stop_essmatch,ebsw,stop,essmatch,normalized,8,6398,0.6784200167622568,10.270850778196136,6.490550272289688,0.6319389126038515,36.80610873961485,False,False,False,2829.619880532846,253.91597300767896,0.0
lpwp_q2,lpwp,none,none,normalized,1,1788,0.7159184581355176,7.00240537723237,4.39989664606304,0.6283407499327117,37.165925006728834,False,False,False,2053.4534524194896,231.0041720047593,0.0
lpwp_q2,lpwp,none,none,normalized,3,1788,0.6404969809440425,10.198606317621376,5.488428351794185,0.5381547420171674,46.18452579828327,False,False,False,2072.6624915841967,226.2473716400564,0.0
lpwp_q2,lpwp,none,none,normalized,8,1788,0.641772949864053,10.270850778196136,5.805446163480999,0.5652351775770426,43.47648224229574,False,False,False,2164.7471415344626,266.4326436351985,0.0
lpwp_q2,lpwp,none,none,normalized,1,3654,0.7141461770351402,7.00240537723237,4.4120817159916434,0.6300808762567633,36.99191237432366,False,False,False,2168.1355799082667,240.3187109157443,0.0
lpwp_q2,lpwp,none,none,normalized,3,3654,0.6402196119118605,10.198606317621376,5.4659834489272425,0.5359539606390136,46.40460393609864,False,False,False,2159.4466564711183,235.0010392256081,0.0
lpwp_q2,lpwp,none,none,normalized,8,3654,0.64685722869303,10.270850778196136,5.909874860724306,0.575402660242159,42.4597339757841,False,False,False,2183.5816816892475,237.8155931364745,0.0
lpwp_q2,lpwp,none,none,normalized,1,6398,0.711453655388582,7.00240537723237,4.365144726487088,0.6233778953557767,37.66221046442234,False,False,False,4913.950072135776,288.5258805472404,0.0
lpwp_q2,lpwp,none,none,normalized,3,6398,0.6411853285447342,10.198606317621376,5.475329438366535,0.536870359326072,46.31296406739281,False,False,False,2023.650519317016,235.00380269251764,0.0
lpwp_q2,lpwp,none,none,normalized,8,6398,0.6413363971428749,10.270850778196136,5.799054370741802,0.5646128539860148,43.53871460139852,False,False,False,2134.294690797105,255.0305083859712,0.0
lpwp_q4,lpwp,none,none,normalized,1,1788,0.7688490862290065,7.00240537723237,5.080328799511906,0.7255119527969766,27.44880472030234,False,False,False,2098.4696263913065,245.8844999782741,0.0
lpwp_q4,lpwp,none,none,normalized,3,1788,0.7010736170257886,10.198606317621376,6.5708597149350885,0.6442899657359862,35.57100342640138,False,False,False,2077.5125592481345,245.42071716859937,0.0
lpwp_q4,lpwp,none,none,normalized,8,1788,0.6845395723066766,10.270850778196136,6.561660387525226,0.6388624009079067,36.11375990920933,False,False,False,2133.2988280337304,250.12493948452172,0.0
lpwp_q4,lpwp,none,none,normalized,1,3654,0.7674015871092232,7.00240537723237,5.113663408570777,0.730272403993826,26.972759600617398,False,False,False,2070.2567384578288,239.43028086796403,0.0
lpwp_q4,lpwp,none,none,normalized,3,3654,0.7036358732176337,10.198606317621376,6.604987228258948,0.6476362575979333,35.236374240206665,False,False,False,2080.366155132652,245.6102182622999,0.0
lpwp_q4,lpwp,none,none,normalized,8,3654,0.6867396611697056,10.270850778196136,6.63994398415354,0.6464843202911092,35.35156797088908,False,False,False,2186.745470389724,246.0434699896723,0.0
lpwp_q4,lpwp,none,none,normalized,1,6398,0.768340746879063,7.00240537723237,5.052106354441821,0.7214815598748747,27.851844012512526,False,False,False,4739.368143724278,341.7412566486746,0.0
lpwp_q4,lpwp,none,none,normalized,3,6398,0.6970358921478381,10.198606317621376,6.474462990543172,0.634838015009605,36.5161984990395,False,False,False,2089.6703123580664,259.1993580572307,0.0
lpwp_q4,lpwp,none,none,normalized,8,6398,0.6850786603015004,10.270850778196136,6.598620731659187,0.6424609678554885,35.75390321445115,False,False,False,2104.814419290051,247.33466771431267,0.0
spectral_s1,spectral,none,none,normalized,1,1788,0.7536907178448708,7.00240537723237,4.953127017876518,0.7073465118116585,29.26534881883414,False,False,False,2781.5980536397547,248.2265124563128,0.0
spectral_s1,spectral,none,none,normalized,3,1788,0.6765985070172141,10.198606317621376,6.208384892514848,0.6087483621941426,39.12516378058574,False,False,False,2713.581963442266,240.72848772630093,0.0
spectral_s1,spectral,none,none,normalized,8,1788,0.669196437783086,10.270850778196136,6.3582736573655625,0.6190600754188216,38.09399245811784,False,False,False,2666.087986435741,243.103907443583,0.0
spectral_s1,spectral,none,none,normalized,1,3654,0.7566470582268999,7.00240537723237,4.9785933754344605,0.7109833131943296,28.90166868056703,False,False,False,2662.8816293086857,253.63059155642983,0.0
spectral_s1,spectral,none,none,normalized,3,3654,0.6782018507338313,10.198606317621376,6.187207783727614,0.6066718913384489,39.33281086615511,False,False,False,2719.1123724915087,256.2800089363009,0.0
spectral_s1,spectral,none,none,normalized,8,3654,0.6681881824743865,10.270850778196136,6.318144598648236,0.6151529931737445,38.48470068262555,False,False,False,2714.697033399716,247.1275394782424,0.0
spectral_s1,spectral,none,none,normalized,1,6398,0.754162699135739,7.00240537723237,4.933774283523181,0.7045827851619189,29.54172148380811,False,False,False,7216.607159003615,341.9882208108902,0.0
spectral_s1,spectral,none,none,normalized,3,6398,0.6818450502336967,10.198606317621376,6.224335645564215,0.6103123752124515,38.968762478754854,False,False,False,2790.3667627833784,250.56186481378973,0.0
spectral_s1,spectral,none,none,normalized,8,6398,0.6708275885371331,10.270850778196136,6.372179119659083,0.620413951801004,37.95860481989959,False,False,False,2708.0189008265734,249.07401879318056,0.0
sw,sw,none,none,normalized,1,1788,0.7147873860198045,7.00240537723237,4.471261447526828,0.6385322195234074,36.14677804765926,False,False,False,1968.740607611835,241.62517115473747,0.0
sw,sw,none,none,normalized,3,1788,0.6359020663464279,10.198606317621376,5.355163638988268,0.5250877886849596,47.491221131504034,False,False,False,1906.502861296758,249.51929319649932,0.0
