method,seed,epoch,independent_sw,target_step_norm,rho_match,solver_failure
sw,6398,0,2.7664906210783244,0.021952907087918014,0.37648147522096403,False
sw,6398,10,2.739234940520078,0.021952907087918014,0.37648147522096403,False
sw,6398,20,2.71195310012099,0.021952907087918014,0.37648147522096403,False
sw,6398,30,2.684650072747941,0.021952907087918014,0.37648147522096403,False
sw,6398,40,2.6573109551586844,0.021952907087918014,0.37648147522096403,False
sw,6398,50,2.6299699962001646,0.021952907087918014,0.37648147522096403,False
sw,6398,60,2.6026505781882645,0.021952907087918014,0.37648147522096403,False
sw,6398,70,2.575319469902472,0.021952907087918014,0.37648147522096403,False
sw,6398,80,2.5479721628209107,0.021952907087918014,0.37648147522096403,False
sw,6398,90,2.520678620457425,0.021952907087918014,0.37648147522096403,False
sw,6398,100,2.4934204332595513,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,6398,0,2.7664906210783244,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,6398,10,2.7392561774580746,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,6398,20,2.7120089227377564,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,6398,30,2.684780126110474,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,6398,40,2.657555878919163,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,6398,50,2.6303352526196764,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,6398,60,2.6031227753611272,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,6398,70,2.5759121846622177,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,6398,80,2.548708011133944,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,6398,90,2.521514506956506,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,6398,100,2.4943341109909634,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,6398,0,2.7664906210783244,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,6398,10,2.7392166591768117,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,6398,20,2.7119440320533954,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,6398,30,2.6846728034232434,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,6398,40,2.657406963363013,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,6398,50,2.630147744499541,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,6398,60,2.6028965181888424,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,6398,70,2.57564061651295,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,6398,80,2.548394922392181,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,6398,90,2.5211598426043875,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,6398,100,2.4939362125259295,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,6398,0,2.7664906210783244,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,6398,10,2.739228789830811,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,6398,20,2.7119717016241602,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,6398,30,2.684709160986756,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,6398,40,2.6574561131765897,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,6398,50,2.6302154134561193,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,6398,60,2.6029848849521606,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,6398,70,2.5757486843723076,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,6398,80,2.5485278359857975,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,6398,90,2.521319474085903,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,6398,100,2.4941225511398186,0.021952907087918014,0.37648147522096403,False
ebsw_stop_essmatch,6398,0,2.7664906210783244,0.021952907087918014,0.37648147522096403,False
ebsw_stop_essmatch,6398,10,2.7391863269531673,0.021952907087918014,0.37648147522096403,False
ebsw_stop_essmatch,6398,20,2.7118931170889895,0.021952907087918014,0.37648147522096403,False
ebsw_stop_essmatch,6398,30,2.684583579266518,0.021952907087918014,0.37648147522096403,False
ebsw_stop_essmatch,6398,40,2.6572801296686506,0.021952907087918014,0.37648147522096403,False
ebsw_stop_essmatch,6398,50,2.629985844928021,0.021952907087918014,0.37648147522096403,False
ebsw_stop_essmatch,6398,60,2.6027134386081348,0.021952907087918014,0.37648147522096403,False
ebsw_stop_essmatch,6398,70,2.5754255936588817,0.021952907087918014,0.37648147522096403,False
ebsw_stop_essmatch,6398,80,2.5481471451409416,0.021952907087918014,0.37648147522096403,False
ebsw_stop_essmatch,6398,90,2.520869834276467,0.021952907087918014,0.37648147522096403,False
ebsw_stop_essmatch,6398,100,2.493614835182699,0.021952907087918014,0.37648147522096403,False
sw,3654,0,3.0007393790825727,0.021952907087918014,0.37648147522096403,False
sw,3654,10,2.9734877881830735,0.021952907087918014,0.37648147522096403,False
sw,3654,20,2.9462413487397505,0.021952907087918014,0.37648147522096403,False
sw,3654,30,2.9190215018401657,0.021952907087918014,0.37648147522096403,False
sw,3654,40,2.8917822364140933,0.021952907087918014,0.37648147522096403,False
sw,3654,50,2.8645079051002007,0.021952907087918014,0.37648147522096403,False
sw,3654,60,2.8372909455314335,0.021952907087918014,0.37648147522096403,False
sw,3654,70,2.810053041665207,0.021952907087918014,0.37648147522096403,False
sw,3654,80,2.7827980856860184,0.021952907087918014,0.37648147522096403,False
sw,3654,90,2.755536449984344,0.021952907087918014,0.37648147522096403,False
sw,3654,100,2.7283435348877276,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,3654,0,3.0007393790825727,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,3654,10,2.9738572981783276,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,3654,20,2.9469810652050294,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,3654,30,2.9201421025986436,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,3654,40,2.8933058087297727,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,3654,50,2.8664590398266414,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,3654,60,2.8396506098789023,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,3654,70,2.812858019430237,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,3654,80,2.7860227151637345,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,3654,90,2.759261761368053,0.021952907087918014,0.37648147522096403,False
ebsw_full_b1,3654,100,2.732446419797816,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,3654,0,3.0007393790825727,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,3654,10,2.9737750955613835,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,3654,20,2.946813010848167,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,3654,30,2.919873018401816,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,3654,40,2.8929300622376184,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,3654,50,2.865995027110918,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,3654,60,2.839053161359684,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,3654,70,2.8121449125021996,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,3654,80,2.7852160788731792,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,3654,90,2.7583390070730434,0.021952907087918014,0.37648147522096403,False
ebsw_stop_b1,3654,100,2.731414773623805,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,3654,0,3.0007393790825727,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,3654,10,2.9738011062644674,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,3654,20,2.9468812018535013,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,3654,30,2.9199729706802477,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,3654,40,2.89304144793064,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,3654,50,2.866140120158209,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,3654,60,2.839223260434505,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,3654,70,2.8123568035228006,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,3654,80,2.785473066401617,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,3654,90,2.7586595576802653,0.021952907087918014,0.37648147522096403,False
ebsw_full_essmatch,3654,100,2.7317910553480735,0.021952907087918014,0.37648147522096403,False
