method,calibration,update,subject,seed,epoch,beta_t,LEW_before,LEW_after_full,LEW_after_stop,LEW_after_stop_normmatched,delta_LEW_full,delta_LEW_stop,delta_LEW_stop_normmatched,full_minus_stop_delta_LEW,full_minus_normmatched_delta_LEW,norm_ratio_full_over_stop,bank_seed,bank_hash,diagnostic_ms
ebsw_full_ess050,ess050,normalized,3,1788,400,4183.235678394723,7.05512101395294,7.109808988403746,7.022873649166633,7.062175149617785,0.0546879744508057,-0.0322473647863068,0.0070541356648448,0.0869353392371126,0.0476338387859609,2.343513771695536,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97,50.89193908497691
ebsw_full_ess050,ess050,normalized,3,1788,500,3517.9774036631925,6.968959675813257,7.189381027246872,6.966461212038626,7.115397318613724,0.2204213514336155,-0.0024984637746312,0.1464376428004667,0.2229198152082467,0.0739837086331487,2.8251317537477383,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836,51.056350115686655
ebsw_full_ess050,ess050,normalized,8,1788,0,27.694285456275704,10.270850778196136,9.989419589465172,9.75171011485226,9.359839079291294,-0.2814311887309628,-0.519140663343876,-0.9110116989048418,0.2377094746129131,0.629580510173879,3.0259454331783115,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737,55.2004361525178
ebsw_full_ess050,ess050,normalized,8,1788,25,2636.1132957344125,7.585392648495516,7.616826411172688,7.523299351592341,7.549621065104143,0.0314337626771727,-0.0620932969031748,-0.0357715833913729,0.0935270595803476,0.0672053460685457,2.3676631468974443,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060,58.4554651286453
ebsw_full_ess050,ess050,normalized,8,1788,50,2476.4711349098734,7.47523673447454,7.780385966611106,7.462072461194245,7.692932409771197,0.3051492321365661,-0.0131642732802941,0.2176956752966576,0.3183135054168602,0.0874535568399084,3.143946702930492,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed,51.11979506909847
ebsw_full_ess050,ess050,normalized,8,1788,100,4258.230078136525,7.360218556269326,7.415630862960629,7.307184112295897,7.346284875212571,0.055412306691303,-0.0530344439734289,-0.0139336810567556,0.1084467506647319,0.0693459877480586,2.6199377221234728,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361,47.71566716954112
ebsw_full_ess050,ess050,normalized,8,1788,200,4870.699594925631,7.227402500903429,7.315506683755363,7.21548883913271,7.270200802368286,0.088104182851934,-0.0119136617707189,0.0427983014648569,0.1000178446226529,0.045305881387077,2.1900259304364886,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc,62.19456880353391
ebsw_full_ess050,ess050,normalized,8,1788,300,4363.786221100163,7.080206872492544,7.161094662956839,7.063968274917201,7.128819753103655,0.0808877904642946,-0.0162385975753434,0.0486128806111105,0.097126388039638,0.032274909853184,2.3689600947444545,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740,65.64085092395544
ebsw_full_ess050,ess050,normalized,8,1788,400,4649.19882687647,7.028394010090832,7.010457558896471,6.975859070392899,6.981028532657567,-0.0179364511943607,-0.0525349396979324,-0.0473654774332645,0.0345984885035717,0.0294290262389038,2.0931351003407057,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97,58.54282598011196
ebsw_full_ess050,ess050,normalized,8,1788,500,3780.037591073798,6.974453324814543,7.226065938265403,6.96435001749018,7.126392858253311,0.2516126134508605,-0.0101033073243632,0.1519395334387683,0.2617159207752237,0.0996730800120921,2.911344518988738,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836,63.73847299255431
ebsw_full_ess050,ess050,normalized,1,3654,0,69.10252459867954,7.00240537723237,6.8418738728255954,6.685131324710281,6.553441211289081,-0.1605315044067747,-0.3172740525220892,-0.4489641659432895,0.1567425481153144,0.2884326615365147,2.6840171697069897,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd,52.09246603772044
ebsw_full_ess050,ess050,normalized,1,3654,25,2378.112227937592,5.947826917581877,6.240344287768707,5.894855789252403,6.122375477289,0.2925173701868298,-0.0529711283294744,0.174548559707123,0.3454884985163042,0.1179688104797067,3.3460087888995718,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925,60.28424296528101
ebsw_full_ess050,ess050,normalized,1,3654,50,3881.2008906795577,5.807586425220689,5.973686265429597,5.79399105018558,5.902256020099898,0.1660998402089086,-0.0135953750351083,0.0946695948792095,0.179695215244017,0.0714302453296991,2.646476809245067,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc,52.04269802197814
ebsw_full_ess050,ess050,normalized,1,3654,100,4787.9993061221085,5.630922665096282,5.722405225022062,5.595166230029888,5.657954496224862,0.0914825599257795,-0.0357564350663937,0.0270318311285802,0.1272389949921732,0.0644507287971993,2.6200492792637813,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f,57.40080284886062
ebsw_full_ess050,ess050,normalized,1,3654,200,4777.3100369681015,5.531172155288608,5.639913239644082,5.496783823932402,5.578700031631782,0.1087410843554748,-0.0343883313562054,0.0475278763431745,0.1431294157116802,0.0612132080123002,2.746529414175258,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2,51.692461129277945
ebsw_full_ess050,ess050,normalized,1,3654,300,6484.1504196932365,5.4382572281996815,5.501215333762462,5.426906689739275,5.478166431159818,0.0629581055627808,-0.0113505384604062,0.0399092029601364,0.074308644023187,0.0230489026026443,2.2023915072588527,48804,ece8a4f6e77cbd2cfdea406e2cc9c11af0c5537e7e54f292c33f6f992ad96b0e,59.41719096153975
ebsw_full_ess050,ess050,normalized,1,3654,400,6168.689515124392,5.360825676012674,5.453930236579189,5.359177064140375,5.424652915312333,0.0931045605665152,-0.0016486118722989,0.063827239299659,0.0947531724388142,0.0292773212668562,2.2128938174115844,83854,4747fe3273036772a7aca8b7bdd418899a1f1b61fbb1ab57c2e1ee1b33a02f95,47.74266807362437
ebsw_full_ess050,ess050,normalized,1,3654,500,4765.179350688253,5.403280004630434,5.617909154484402,5.387958966494312,5.548336619806897,0.2146291498539678,-0.0153210381361219,0.1450566151764629,0.2299501879900898,0.0695725346775049,2.9923668553886507,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b,53.78848593682051
ebsw_full_ess050,ess050,normalized,3,3654,0,35.13387329281241,10.198606317621376,9.615250842116934,9.694688356496007,9.262313654725808,-0.5833554755044421,-0.503917961125369,-0.9362926628955694,-0.0794375143790731,0.3529371873911273,2.573565088319677,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd,76.63854490965605
ebsw_full_ess050,ess050,normalized,3,3654,25,1888.0036224300668,7.950501978709847,8.188441879918498,7.959984371722408,8.109373484133316,0.2379399012086507,0.0094823930125604,0.1588715054234688,0.2284575081960902,0.0790683957851818,2.605560095859575,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925,61.22873490676284
ebsw_full_ess050,ess050,normalized,3,3654,50,2835.7811299037216,7.773256631092591,7.963367742511648,7.777677885233097,7.910552266280877,0.190111111419057,0.0044212541405057,0.1372956351882859,0.1856898572785512,0.0528154762307711,2.6141495039672438,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc,49.220499116927385
ebsw_full_ess050,ess050,normalized,3,3654,100,2600.9145803158526,7.667313377807418,7.789729538766328,7.596228884865805,7.666212824530406,0.1224161609589096,-0.0710844929416136,-0.0011005532770118,0.1935006539005233,0.1235167142359214,2.9854975980067717,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f,53.909298963844776
ebsw_full_ess050,ess050,normalized,3,3654,200,4202.787363060966,7.364067407854957,7.558200623444431,7.390117776418485,7.525677969823801,0.1941332155894741,0.0260503685635278,0.1616105619688435,0.1680828470259463,0.0325226536206306,2.457145709223413,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2,54.82867104001343
ebsw_full_ess050,ess050,normalized,3,3654,300,4473.373770973012,7.22452129236421,7.338301794344787,7.220445732086733,7.296380681436381,0.1137805019805764,-0.0040755602774771,0.0718593890721708,0.1178560622580535,0.0419211129084056,2.321035778561311,48804,ece8a4f6e77cbd2cfdea406e2cc9c11af0c5537e7e54f292c33f6f992ad96b0e,43.84093615226448
ebsw_full_ess050,ess050,normalized,3,3654,400,3903.44730323381,7.091580098652737,7.190856314265041,7.074131304484514,7.141907870006095,0.0992762156123037,-0.0174487941682226,0.0503277713533574,0.1167250097805263,0.0489484442589462,2.3624708248071284,83854,4747fe3273036772a7aca8b7bdd418899a1f1b61fbb1ab57c2e1ee1b33a02f95,48.567252000793815
ebsw_full_ess050,ess050,normalized,3,3654,500,4335.93241641124,7.005973987683866,7.028839051436794,6.950098423213113,6.95955403622366,0.0228650637529277,-0.0558755644707531,-0.0464199514602059,0.0787406282236808,0.0692850152131336,2.308851515873444,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b,46.33395583368838
ebsw_full_ess050,ess050,normalized,8,3654,0,27.84188888298657,10.270850778196136,9.480486867795264,9.676121422720769,9.11385346482977,-0.7903639104008722,-0.5947293554753692,-1.1569973133663662,-0.1956345549255029,0.366633402965494,2.5431906547750387,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd,77.71322899498045
ebsw_full_ess050,ess050,normalized,8,3654,25,3132.8461484713357,7.540424541691813,7.614647541413199,7.520032309127933,7.579173716877154,0.0742229997213863,-0.0203922325638803,0.038749175185341,0.0946152322852666,0.0354738245360453,2.214692164004868,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925,49.9696028418839
ebsw_full_ess050,ess050,normalized,8,3654,50,3847.476767496592,7.487028249014195,7.547636821063106,7.438155722974455,7.467376061761268,0.0606085720489115,-0.0488725260397391,-0.0196521872529267,0.1094810980886507,0.0802607593018382,2.4802143305973194,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc,63.310198951512575
ebsw_full_ess050,ess050,normalized,8,3654,100,3497.8080264412283,7.398279249640352,7.460667674085873,7.330666145801556,7.341792518037855,0.0623884244455208,-0.0676131038387968,-0.0564867316024972,0.1300015282843176,0.1188751560480181,2.5000512582214736,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f,69.89068514667451
ebsw_full_ess050,ess050,normalized,8,3654,200,4042.883007855337,7.209963854092155,7.335092598219683,7.179952435533049,7.25418287531944,0.1251287441275277,-0.0300114185591064,0.0442190212272848,0.1551401626866342,0.0809097229002429,2.651883172970068,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2,54.09263097681105
ebsw_full_ess050,ess050,normalized,8,3654,300,3052.790777109475,7.119090823427331,7.378028935678645,7.101652433285893,7.284679863858729,0.2589381122513146,-0.0174383901414376,0.1655890404313984,0.2763765023927522,0.0933490718199161,3.00247781921909,48804,ece8a4f6e77cbd2cfdea406e2cc9c11af0c5537e7e54f292c33f6f992ad96b0e,47.96742997132242
ebsw_full_ess050,ess050,normalized,8,3654,400,2984.581937327127,7.027949459070476,7.40632936971515,7.020717314880269,7.334583340421293,0.3783799106446741,-0.0072321441902074,0.3066338813508169,0.3856120548348816,0.0717460292938572,3.407607523712914,83854,4747fe3273036772a7aca8b7bdd418899a1f1b61fbb1ab57c2e1ee1b33a02f95,60.91954908333719
ebsw_full_ess050,ess050,normalized,8,3654,500,3699.245545559,6.941695950510473,7.097765488372306,6.92785185970571,7.042840684019192,0.1560695378618328,-0.0138440908047634,0.1011447335087192,0.1699136286665963,0.0549248043531136,2.6603226630916974,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b,53.79171995446086
ebsw_full_ess050,ess050,normalized,1,6398,0,68.34513449366742,7.00240537723237,6.928765420926958,6.702389184830836,6.616879929035877,-0.0736399563054126,-0.3000161924015341,-0.3855254481964936,0.2263762360961214,0.3118854918910809,2.795858587737473,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a,84.35520203784108
ebsw_full_ess050,ess050,normalized,1,6398,25,3852.902113186404,5.936772535163472,6.049082250716226,5.907699973352149,5.957672479316973,0.1123097155527537,-0.029072561811323,0.0208999441535011,0.1413822773640767,0.0914097713992525,2.3540757867976465,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f,116.9483088888228
ebsw_full_ess050,ess050,normalized,1,6398,50,4044.433747194543,5.76273681706435,5.898148658575962,5.736772067464328,5.827095064638165,0.1354118415116119,-0.0259647496000221,0.0643582475738151,0.161376591111634,0.0710535939377967,2.6505713678758926,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357,84.304393036291
ebsw_full_ess050,ess050,normalized,1,6398,100,4838.333459157109,5.652588990855644,5.795118447319292,5.65577169036901,5.7619532356632455,0.1425294564636479,0.0031826995133652,0.1093642448076011,0.1393467569502826,0.0331652116560468,2.514921391621249,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9,107.1243891492486
ebsw_full_ess050,ess050,normalized,1,6398,200,6522.405657884669,5.547026453784632,5.573173034221549,5.506211305092192,5.527379085375383,0.0261465804369169,-0.0408151486924399,-0.0196473684092488,0.0669617291293569,0.0457939488461658,2.291849670587209,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04,81.64135599508882
ebsw_full_ess050,ess050,normalized,1,6398,300,6312.59383673597,5.463544986056291,5.611194447547099,5.476177998720263,5.582055771025424,0.1476494614908086,0.0126330126639722,0.1185107849691329,0.1350164488268364,0.0291386765216756,2.428876757251244,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631,87.30557793751359
ebsw_full_ess050,ess050,normalized,1,6398,400,7180.294364053034,5.439405966740866,5.458542266081,5.408501840120121,5.421874775912728,0.0191362993401336,-0.0309041266207446,-0.0175311908281381,0.0500404259608782,0.0366674901682717,1.9726487888006687,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d,84.40364198759198
ebsw_full_ess050,ess050,normalized,1,6398,500,6730.917980038301,5.365573290904609,5.4122247744368535,5.342838381359914,5.379073254822888,0.0466514835322442,-0.0227349095446953,0.0134999639182789,0.0693863930769396,0.0331515196139653,2.186375213661432,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3,102.71339491009712
ebsw_full_ess050,ess050,normalized,3,6398,0,31.488789746169445,10.198606317621376,9.802304836541373,9.706015206452744,9.306164353156095,-0.3963014810800036,-0.4925911111686307,-0.8924419644652808,0.0962896300886271,0.4961404833852771,2.8564425114494,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a,54.16625086218119
ebsw_full_ess050,ess050,normalized,3,6398,25,1611.1030076746583,7.973042671691816,8.19538411867457,7.94021506590165,8.096460287137628,0.2223414469827531,-0.0328276057901666,0.1234176154458115,0.2551690527729198,0.0989238315369416,2.919271350995851,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f,56.36331392452121
ebsw_full_ess050,ess050,normalized,3,6398,50,2961.069997047489,7.822304063701404,7.87130662187996,7.772551609599232,7.810000145347251,0.0490025581785555,-0.0497524541021716,-0.0123039183541528,0.0987550122807272,0.0613064765327084,2.5135327486598507,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357,52.60618613101542
ebsw_full_ess050,ess050,normalized,3,6398,100,4016.1512581504,7.583517343917853,7.666620288122651,7.5615666025533725,7.617755714135487,0.0831029442047981,-0.0219507413644803,0.0342383702176345,0.1050536855692785,0.0488645739871635,2.35339536736268,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9,51.85111006721854
ebsw_full_ess050,ess050,normalized,3,6398,200,3083.2481645138446,7.383351887100074,7.557597306204308,7.350723977240795,7.452490593992806,0.1742454191042339,-0.0326279098592792,0.0691387068927316,0.2068733289635131,0.1051067122115023,2.8149744861508683,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04,64.95785503648221
ebsw_full_ess050,ess050,normalized,3,6398,300,4662.680119258732,7.212180391815536,7.25968776704596,7.189350434599525,7.219094259044808,0.047507375230424,-0.0228299572160102,0.0069138672292723,0.0703373324464342,0.0405935080011516,2.083424936609098,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631,46.89778410829604
ebsw_full_ess050,ess050,normalized,3,6398,400,4199.9444979948,7.071090165722379,7.158658435863736,7.035015302690984,7.087442085194414,0.0875682701413573,-0.0360748630313949,0.0163519194720356,0.1236431331727523,0.0712163506693217,2.5278586171774107,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d,54.16349810548127
