method,calibration,update,subject,seed,epoch,beta_t,effective_coeff_sum,effective_coeff_l1,negative_coeff_fraction,negative_coeff_mass,positive_coeff_mass,min_effective_coeff,max_effective_coeff,bank_seed,bank_hash
ebsw_full_essmatch,essmatch,normalized,8,6398,100,3956.783370546136,0.9999999999999998,1.0538360568058762,0.334,0.0269180284029381,1.026918028402938,-0.000353870380506,0.1054337522520656,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9
ebsw_full_essmatch,essmatch,normalized,8,6398,200,4482.793659707042,1.0,1.0646743378962824,0.348,0.0323371689481411,1.032337168948141,-0.0003819531155035,0.1275337946021574,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04
ebsw_full_essmatch,essmatch,normalized,8,6398,300,4839.32146993379,1.0,1.0555752668745808,0.318,0.0277876334372902,1.0277876334372904,-0.0003799533591092,0.1128778190855996,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631
ebsw_full_essmatch,essmatch,normalized,8,6398,400,4755.481908888104,1.0,1.0583106902953807,0.304,0.0291553451476903,1.0291553451476902,-0.0003706006364015,0.1557102255581978,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d
ebsw_full_essmatch,essmatch,normalized,8,6398,500,4643.036467919576,1.0000000000000004,1.0774525560468615,0.36,0.0387262780234306,1.038726278023431,-0.000384481656507,0.1189312450397589,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3
ebsw_full_b1,b1,raw_rooted,1,1788,0,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019815386309822,0.002110685036974,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737
ebsw_full_b1,b1,raw_rooted,1,1788,25,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992395806665,0.0020023743694669,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060
ebsw_full_b1,b1,raw_rooted,1,1788,50,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019993210685181,0.0020021798619112,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_b1,b1,raw_rooted,1,1788,100,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019994324795682,0.0020016051344385,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_b1,b1,raw_rooted,1,1788,200,1.0,1.0,1.0,0.0,-0.0,1.0,0.001999419515935,0.002001679212159,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_b1,b1,raw_rooted,1,1788,300,1.0,1.0,1.0,0.0,-0.0,1.0,0.001999395689579,0.0020019860555597,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_b1,b1,raw_rooted,1,1788,400,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019994740161505,0.0020020712523857,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_b1,b1,raw_rooted,1,1788,500,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019994451952939,0.0020012136238056,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_b1,b1,raw_rooted,3,1788,0,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019646522866536,0.0023109915449961,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737
ebsw_full_b1,b1,raw_rooted,3,1788,25,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019988083904894,0.0020058752475051,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060
ebsw_full_b1,b1,raw_rooted,3,1788,50,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019989800384731,0.0020021401109764,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_b1,b1,raw_rooted,3,1788,100,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019990736305102,0.0020032707306013,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_b1,b1,raw_rooted,3,1788,200,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019991511625284,0.0020030277620684,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_b1,b1,raw_rooted,3,1788,300,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992580186628,0.002001958794123,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_b1,b1,raw_rooted,3,1788,400,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992322482921,0.0020026737330461,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_b1,b1,raw_rooted,3,1788,500,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019993494692436,0.0020015296765379,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_b1,b1,raw_rooted,8,1788,0,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019596787789893,0.0024928341343956,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737
ebsw_full_b1,b1,raw_rooted,8,1788,25,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019990245575444,0.0020027905433558,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060
ebsw_full_b1,b1,raw_rooted,8,1788,50,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019991250910841,0.0020041859148874,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_b1,b1,raw_rooted,8,1788,100,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992077258732,0.0020024678255553,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_b1,b1,raw_rooted,8,1788,200,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992671051854,0.0020021580407705,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_b1,b1,raw_rooted,8,1788,300,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992731264107,0.0020023996045582,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_b1,b1,raw_rooted,8,1788,400,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019993909592564,0.0020013742119896,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_b1,b1,raw_rooted,8,1788,500,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019993407222052,0.0020014527944114,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_b1,b1,raw_rooted,1,3654,0,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019816723618192,0.002180900824966,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd
ebsw_full_b1,b1,raw_rooted,1,3654,25,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019993502707501,0.0020025795342396,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925
ebsw_full_b1,b1,raw_rooted,1,3654,50,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992696589235,0.0020018933423729,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc
ebsw_full_b1,b1,raw_rooted,1,3654,100,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019994304377412,0.0020016868087212,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f
ebsw_full_b1,b1,raw_rooted,1,3654,200,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019994223924944,0.0020011842048929,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2
ebsw_full_b1,b1,raw_rooted,1,3654,300,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019994707161666,0.0020013932712438,48804,ece8a4f6e77cbd2cfdea406e2cc9c11af0c5537e7e54f292c33f6f992ad96b0e
ebsw_full_b1,b1,raw_rooted,1,3654,400,1.0,1.0,1.0,0.0,-0.0,1.0,0.001999459178147,0.0020013434132734,83854,4747fe3273036772a7aca8b7bdd418899a1f1b61fbb1ab57c2e1ee1b33a02f95
ebsw_full_b1,b1,raw_rooted,1,3654,500,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019994826579419,0.0020017820762326,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b
ebsw_full_b1,b1,raw_rooted,3,3654,0,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019641079194213,0.0023519082082022,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd
ebsw_full_b1,b1,raw_rooted,3,3654,25,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019989717501534,0.00200506642575,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925
ebsw_full_b1,b1,raw_rooted,3,3654,50,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019990648227314,0.0020025690467711,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc
ebsw_full_b1,b1,raw_rooted,3,3654,100,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019990837266912,0.0020027258735286,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f
ebsw_full_b1,b1,raw_rooted,3,3654,200,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992942928695,0.0020024125825842,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2
ebsw_full_b1,b1,raw_rooted,3,3654,300,1.0,1.0,1.0,0.0,-0.0,1.0,0.001999227937181,0.0020021592938369,48804,ece8a4f6e77cbd2cfdea406e2cc9c11af0c5537e7e54f292c33f6f992ad96b0e
ebsw_full_b1,b1,raw_rooted,3,3654,400,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019993018092655,0.0020024641911648,83854,4747fe3273036772a7aca8b7bdd418899a1f1b61fbb1ab57c2e1ee1b33a02f95
ebsw_full_b1,b1,raw_rooted,3,3654,500,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992478558432,0.0020028219676033,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b
ebsw_full_b1,b1,raw_rooted,8,3654,0,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019580651604451,0.0024310752810263,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd
ebsw_full_b1,b1,raw_rooted,8,3654,25,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019991096536364,0.0020029078625159,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925
ebsw_full_b1,b1,raw_rooted,8,3654,50,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019990987850855,0.002002624205928,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc
ebsw_full_b1,b1,raw_rooted,8,3654,100,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992224467376,0.002002262940535,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f
ebsw_full_b1,b1,raw_rooted,8,3654,200,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992531596185,0.0020024172573133,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2
ebsw_full_b1,b1,raw_rooted,8,3654,300,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992173813441,0.0020016115706287,48804,ece8a4f6e77cbd2cfdea406e2cc9c11af0c5537e7e54f292c33f6f992ad96b0e
ebsw_full_b1,b1,raw_rooted,8,3654,400,1.0,1.0000000000000002,1.0000000000000002,0.0,-0.0,1.0000000000000002,0.001999342217155,0.0020021391458856,83854,4747fe3273036772a7aca8b7bdd418899a1f1b61fbb1ab57c2e1ee1b33a02f95
ebsw_full_b1,b1,raw_rooted,8,3654,500,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992380679405,0.0020017320879565,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b
ebsw_full_b1,b1,raw_rooted,1,6398,0,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019818995353214,0.0021857172899871,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a
ebsw_full_b1,b1,raw_rooted,1,6398,25,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992749985334,0.002002371998793,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f
ebsw_full_b1,b1,raw_rooted,1,6398,50,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019993287356536,0.0020025761477494,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357
ebsw_full_b1,b1,raw_rooted,1,6398,100,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019993535918168,0.002002641953668,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9
ebsw_full_b1,b1,raw_rooted,1,6398,200,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019993956620635,0.0020016350958516,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04
ebsw_full_b1,b1,raw_rooted,1,6398,300,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019993954952044,0.0020014791271691,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631
ebsw_full_b1,b1,raw_rooted,1,6398,400,1.0,1.0000000000000002,1.0000000000000002,0.0,-0.0,1.0000000000000002,0.0019994483259605,0.0020015166445973,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d
ebsw_full_b1,b1,raw_rooted,1,6398,500,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019994681517483,0.0020011483606882,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3
ebsw_full_b1,b1,raw_rooted,3,6398,0,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019621197657967,0.002423383207201,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a
ebsw_full_b1,b1,raw_rooted,3,6398,25,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019988894342267,0.0020060650380064,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f
ebsw_full_b1,b1,raw_rooted,3,6398,50,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019990555963677,0.0020029444789973,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357
ebsw_full_b1,b1,raw_rooted,3,6398,100,1.0,1.0,1.0,0.0,-0.0,1.0,0.00199910690086,0.0020026278407021,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9
ebsw_full_b1,b1,raw_rooted,3,6398,200,1.0,1.0,1.0,0.0,-0.0,1.0,0.001999143490063,0.0020025658839134,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04
ebsw_full_b1,b1,raw_rooted,3,6398,300,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019991662391244,0.0020022032427972,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631
ebsw_full_b1,b1,raw_rooted,3,6398,400,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992672564546,0.0020028621268265,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d
ebsw_full_b1,b1,raw_rooted,3,6398,500,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019993075009159,0.0020018524791812,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3
ebsw_full_b1,b1,raw_rooted,8,6398,0,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019558230877465,0.0024243115870704,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a
ebsw_full_b1,b1,raw_rooted,8,6398,25,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019990905180126,0.0020022550772976,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f
ebsw_full_b1,b1,raw_rooted,8,6398,50,1.0,1.0,1.0,0.0,-0.0,1.0,0.00199915189671,0.0020029605010977,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357
ebsw_full_b1,b1,raw_rooted,8,6398,100,1.0,1.0,1.0,0.0,-0.0,1.0,0.001999253908436,0.0020019176409288,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9
ebsw_full_b1,b1,raw_rooted,8,6398,200,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992576994908,0.0020021713925856,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04
ebsw_full_b1,b1,raw_rooted,8,6398,300,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992760446947,0.0020015526130641,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631
ebsw_full_b1,b1,raw_rooted,8,6398,400,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992979150383,0.0020020947801827,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d
ebsw_full_b1,b1,raw_rooted,8,6398,500,1.0,1.0,1.0,0.0,-0.0,1.0,0.001999325357396,0.002002001986334,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3
ebsw_full_bscale,bscale,raw_rooted,1,1788,0,122.7769233819667,1.0,1.1771157182474574,0.64,0.0885578591237287,1.0885578591237288,-0.0003741290514509,0.1311863070560271,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737
ebsw_full_bscale,bscale,raw_rooted,1,1788,25,122.7769233819667,0.9999999999999828,1.000001327175959,0.998,6.635879880150451e-07,1.0000006635879708,-6.183923851012266e-07,1.0000006635879708,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060
ebsw_full_bscale,bscale,raw_rooted,1,1788,50,122.7769233819667,0.999999999999979,1.0000000010642396,0.998,5.32130328869198e-10,1.0000000005321092,-5.199750279218355e-10,1.0000000005321092,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_bscale,bscale,raw_rooted,1,1788,100,122.7769233819667,1.0000000000000009,1.0931890165564706,0.998,0.0465945082782348,1.0465945082782355,-0.0465944938161995,1.0465945082782355,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_bscale,bscale,raw_rooted,1,1788,200,122.7769233819667,0.9999999999999958,1.0000000000003213,0.998,1.6279889431001762e-13,1.0000000000001583,-1.6279539809715076e-13,1.0000000000001583,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_bscale,bscale,raw_rooted,1,1788,300,122.7769233819667,1.0000000000000084,1.0000015759401104,0.998,7.879700508903435e-07,1.0000007879700594,-7.856845598535339e-07,1.0000007879700594,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_bscale,bscale,raw_rooted,1,1788,400,122.7769233819667,0.9999999999999885,1.0000305617631575,0.998,1.5280881584660453e-05,1.000015280881573,-1.4464699101673904e-05,1.000015280881573,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_bscale,bscale,raw_rooted,1,1788,500,122.7769233819667,1.0000000000000056,1.0000000001554572,0.998,7.772589873544619e-11,1.0000000000777314,-7.770326249765666e-11,1.0000000000777314,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_bscale,bscale,raw_rooted,3,1788,0,122.7769233819667,0.9999999999999998,2.167921577471475,0.996,0.5839607887357375,1.5839607887357372,-0.0233085635101944,1.416576514390653,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737
ebsw_full_bscale,bscale,raw_rooted,3,1788,25,122.7769233819667,0.9999999999999996,1.0004797876681433,0.998,0.0002398938340718,1.0002398938340715,-0.0001987081122268,1.0002398938340715,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060
ebsw_full_bscale,bscale,raw_rooted,3,1788,50,122.7769233819667,1.0,1.0,0.998,6.080034221338887e-18,1.0,-5.8457963777646025e-18,1.0,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_bscale,bscale,raw_rooted,3,1788,100,122.7769233819667,1.0,1.0000000000063785,0.998,3.1892858867230376e-12,1.0000000000031892,-2.9248620324422826e-12,1.0000000000031892,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_bscale,bscale,raw_rooted,3,1788,200,122.7769233819667,1.0000000000000235,1.0004391353445103,0.998,0.0002195676722435,1.000219567672267,-0.0002102732098583,1.000219567672267,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_bscale,bscale,raw_rooted,3,1788,300,122.7769233819667,1.0000000000000149,1.0000000000001448,0.998,6.498445714371675e-14,1.0000000000000795,-3.719784411139021e-14,1.0000000000000795,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_bscale,bscale,raw_rooted,3,1788,400,122.7769233819667,1.0,1.0,0.998,2.890093449126723e-17,1.0,-2.8827193337857437e-17,1.0,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_bscale,bscale,raw_rooted,3,1788,500,122.7769233819667,0.9999999999999956,1.0000000000000573,0.998,3.081714008621359e-14,1.0000000000000264,-3.0817140037221435e-14,1.0000000000000264,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_bscale,bscale,raw_rooted,8,1788,0,122.7769233819667,0.9999999999999984,1.07934508036607,0.998,0.0396725401830354,1.0396725401830342,-0.011595355680867,1.0396725401830342,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737
ebsw_full_bscale,bscale,raw_rooted,8,1788,25,122.7769233819667,0.9999999999999946,1.171060134001435,0.998,0.0855300670007202,1.0855300670007149,-0.0821137455039895,1.0855300670007149,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060
ebsw_full_bscale,bscale,raw_rooted,8,1788,50,122.7769233819667,1.0000000000000424,1.1629222424955297,0.998,0.0814611212477438,1.081461121247786,-0.0608426524404808,1.081461121247786,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_bscale,bscale,raw_rooted,8,1788,100,122.7769233819667,1.0000000000000495,1.163936486257782,0.998,0.0819682431288663,1.081968243128916,-0.0819682377275748,1.081968243128916,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_bscale,bscale,raw_rooted,8,1788,200,122.7769233819667,0.999999999999982,1.000000000005025,0.998,2.5215933424543024e-12,1.0000000000025036,-2.490981464394671e-12,1.0000000000025036,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_bscale,bscale,raw_rooted,8,1788,300,122.7769233819667,0.9999999999999774,1.000000712523298,0.998,3.562616604465226e-07,1.0000003562616375,-3.562616604465226e-07,1.0000003562616375,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_bscale,bscale,raw_rooted,8,1788,400,122.7769233819667,1.000000000000003,1.073554210395716,0.998,0.0367771051978563,1.0367771051978596,-0.0367771051978563,1.0367771051978596,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_bscale,bscale,raw_rooted,8,1788,500,122.7769233819667,1.0000000000000342,1.2812374528422077,0.998,0.140618726421087,1.140618726421121,-0.0519159697516094,1.140618726421121,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_bscale,bscale,raw_rooted,1,3654,0,122.7769233819667,1.0,1.8629582380443552,0.908,0.4314791190221777,1.4314791190221774,-0.0010548204100744,0.9514488560487238,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd
ebsw_full_bscale,bscale,raw_rooted,1,3654,25,122.7769233819667,1.0000000000000024,1.0045425338164773,0.998,0.0022712669082372,1.00227126690824,-0.0020277146842497,1.00227126690824,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925
ebsw_full_bscale,bscale,raw_rooted,1,3654,50,122.7769233819667,1.000000000000008,1.0357643356317547,0.996,0.0178821678158733,1.0178821678158814,-0.0177705279276221,0.6114273153479588,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc
ebsw_full_bscale,bscale,raw_rooted,1,3654,100,122.7769233819667,1.0000000000000089,1.0000000000057363,0.998,2.8638046877988665e-12,1.0000000000028726,-2.863686698211677e-12,1.0000000000028726,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f
ebsw_full_bscale,bscale,raw_rooted,1,3654,200,122.7769233819667,1.0,1.0,0.998,1.5905365301730432e-55,1.0,-1.5905365301730432e-55,1.0,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2
ebsw_full_bscale,bscale,raw_rooted,1,3654,300,122.7769233819667,0.9999999999999998,1.0000000000000002,0.998,2.616045967645341e-16,1.0,-2.616045967645341e-16,1.0,48804,ece8a4f6e77cbd2cfdea406e2cc9c11af0c5537e7e54f292c33f6f992ad96b0e
ebsw_full_bscale,bscale,raw_rooted,1,3654,400,122.7769233819667,1.0000000000000058,1.0001537053180465,0.998,7.685265902014054e-05,1.000076852659026,-5.830278066176222e-05,1.000076852659026,83854,4747fe3273036772a7aca8b7bdd418899a1f1b61fbb1ab57c2e1ee1b33a02f95
ebsw_full_bscale,bscale,raw_rooted,1,3654,500,122.7769233819667,0.99999999999998,1.000000007569728,0.998,3.784874101141765e-09,1.000000003784854,-3.4620347236230803e-09,1.000000003784854,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b
ebsw_full_bscale,bscale,raw_rooted,3,3654,0,122.7769233819667,1.0000000000000018,1.8149029741565192,0.996,0.4074514870782588,1.4074514870782606,-0.0398336068978199,1.3928165045940009,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd
ebsw_full_bscale,bscale,raw_rooted,3,3654,25,122.7769233819667,1.0000000000000158,1.3137995110695024,0.998,0.1568997555347434,1.156899755534759,-0.077545844239026,1.156899755534759,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925
