method,calibration,update,subject,seed,epoch,beta_t,effective_coeff_sum,effective_coeff_l1,negative_coeff_fraction,negative_coeff_mass,positive_coeff_mass,min_effective_coeff,max_effective_coeff,bank_seed,bank_hash
ebsw_full_ess050,ess050,normalized,1,1788,50,3072.6463650732458,1.0,1.0,0.0,-0.0,1.0,9.262517821447076e-05,0.1523883630619315,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_ess050,ess050,normalized,1,1788,100,5233.7202862417125,1.0,1.0191700729759765,0.178,0.009585036487988,1.009585036487988,-0.0002524504841911,0.0592251448898059,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_ess050,ess050,normalized,1,1788,200,5158.083171715856,1.0,1.0208864957394237,0.182,0.0104432478697118,1.0104432478697118,-0.0002691907903175,0.0951994618022048,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_ess050,ess050,normalized,1,1788,300,4786.358266225985,1.0,1.0059631849658897,0.082,0.0029815924829448,1.0029815924829446,-0.0001571946587206,0.112999985146595,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_ess050,ess050,normalized,1,1788,400,4691.767047334375,1.0,1.0032917637375554,0.058,0.0016458818687777,1.0016458818687777,-0.000147490240028,0.1034688901030133,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_ess050,ess050,normalized,1,1788,500,6110.040209002829,1.0000000000000002,1.0397400970560098,0.254,0.0198700485280048,1.019870048528005,-0.0003294011310067,0.0657139414984874,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_ess050,ess050,normalized,3,1788,0,39.22052207623804,1.0,1.0,0.0,-0.0,1.0,0.0003324631052841,0.1081379226599358,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737
ebsw_full_ess050,ess050,normalized,3,1788,25,1175.846801324908,0.9999999999999998,0.9999999999999998,0.0,-0.0,0.9999999999999998,0.0002761379719583,0.1558178316623819,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060
ebsw_full_ess050,ess050,normalized,3,1788,50,2734.4183837921973,1.0000000000000002,1.0016182858204798,0.026,0.0008091429102398,1.00080914291024,-0.0001262866432117,0.1390458851392371,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_ess050,ess050,normalized,3,1788,100,3287.685573700001,1.0,1.0038303133525648,0.064,0.0019151566762824,1.0019151566762825,-0.0001397700008519,0.107489647275842,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_ess050,ess050,normalized,3,1788,200,4675.680198359161,0.9999999999999998,1.0350724858446696,0.238,0.0175362429223348,1.017536242922335,-0.0003075919204525,0.0728645661799251,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_ess050,ess050,normalized,3,1788,300,4000.0523903492335,0.9999999999999998,1.012608202284016,0.128,0.006304101142008,1.0063041011420075,-0.0002349994704321,0.0818751561727933,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_ess050,ess050,normalized,3,1788,400,4183.235678394723,1.0,1.0255998250163136,0.218,0.0127999125081567,1.0127999125081568,-0.0003070165845304,0.0816248979655558,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_ess050,ess050,normalized,3,1788,500,3517.9774036631925,1.0,1.0037930852319523,0.056,0.0018965426159763,1.0018965426159765,-0.0001719197778559,0.1255156395210054,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_ess050,ess050,normalized,8,1788,0,27.694285456275704,1.0,1.0,0.0,-0.0,1.0,0.0006182910704581,0.1606469599094367,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737
ebsw_full_ess050,ess050,normalized,8,1788,25,2636.1132957344125,1.0000000000000002,1.0141321798036802,0.144,0.00706608990184,1.0070660899018402,-0.0002289536496576,0.079915627055093,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060
ebsw_full_ess050,ess050,normalized,8,1788,50,2476.4711349098734,1.0,1.0,0.0,-0.0,1.0,3.396987957143087e-05,0.1394701327969949,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_ess050,ess050,normalized,8,1788,100,4258.230078136525,1.0,1.0132111645655018,0.124,0.0066055822827508,1.0066055822827509,-0.0002381622646654,0.0985692380060623,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_ess050,ess050,normalized,8,1788,200,4870.699594925631,1.0,1.037737467279841,0.236,0.0188687336399205,1.0188687336399207,-0.000327206095098,0.0495019642494277,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_ess050,ess050,normalized,8,1788,300,4363.786221100163,1.0,1.022238199623922,0.194,0.011119099811961,1.0111190998119608,-0.0002863377434309,0.0713043074037215,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_ess050,ess050,normalized,8,1788,400,4649.19882687647,1.0000000000000002,1.0387528092646885,0.274,0.019376404632344,1.0193764046323444,-0.0003227299952776,0.0474486277699382,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_ess050,ess050,normalized,8,1788,500,3780.037591073798,1.0,1.00326078492773,0.06,0.001630392463865,1.001630392463865,-0.0001750173521134,0.1340843375275247,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_ess050,ess050,normalized,1,3654,0,69.10252459867954,1.0,1.0,0.0,-0.0,1.0,0.0004238614589888,0.1318347314743265,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd
ebsw_full_ess050,ess050,normalized,1,3654,25,2378.112227937592,1.0,1.0,0.0,-0.0,1.0,0.0002597413118241,0.1571123728958155,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925
ebsw_full_ess050,ess050,normalized,1,3654,50,3881.2008906795577,1.0,1.0030502095324527,0.066,0.0015251047662264,1.0015251047662264,-0.0001444512468762,0.1018559533799637,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc
ebsw_full_ess050,ess050,normalized,1,3654,100,4787.9993061221085,1.0,1.0106386193467765,0.122,0.0053193096733883,1.005319309673388,-0.0002195497448094,0.1058324766605111,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f
ebsw_full_ess050,ess050,normalized,1,3654,200,4777.3100369681015,1.0,1.0065832727031214,0.098,0.0032916363515608,1.0032916363515607,-0.0001929384409944,0.1210513171781545,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2
ebsw_full_ess050,ess050,normalized,1,3654,300,6484.1504196932365,0.9999999999999998,1.035999706379724,0.248,0.017999853189862,1.0179998531898615,-0.0003395331922884,0.0675298932542128,48804,ece8a4f6e77cbd2cfdea406e2cc9c11af0c5537e7e54f292c33f6f992ad96b0e
ebsw_full_ess050,ess050,normalized,1,3654,400,6168.689515124392,1.0,1.038748267373242,0.252,0.0193741336866209,1.0193741336866209,-0.0003314321886028,0.0675780825263027,83854,4747fe3273036772a7aca8b7bdd418899a1f1b61fbb1ab57c2e1ee1b33a02f95
ebsw_full_ess050,ess050,normalized,1,3654,500,4765.179350688253,1.0,1.00090167549428,0.024,0.0004508377471399,1.00045083774714,-6.747258368501336e-05,0.1370553405917041,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b
ebsw_full_ess050,ess050,normalized,3,3654,0,35.13387329281241,1.0,1.0,0.0,-0.0,1.0,0.0004196537045153,0.1131326854864284,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd
ebsw_full_ess050,ess050,normalized,3,3654,25,1888.0036224300668,1.0,1.001439155971917,0.038,0.0007195779859584,1.0007195779859586,-8.875303589411431e-05,0.1028558094545097,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925
ebsw_full_ess050,ess050,normalized,3,3654,50,2835.7811299037216,0.9999999999999998,1.005051646458854,0.074,0.002525823229427,1.002525823229427,-0.0001559949392519,0.0958025170162343,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc
ebsw_full_ess050,ess050,normalized,3,3654,100,2600.9145803158526,1.0,1.0001751252346502,0.006,8.756261732515866e-05,1.0000875626173251,-8.59949669324674e-05,0.1236446173843423,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f
ebsw_full_ess050,ess050,normalized,3,3654,200,4202.787363060966,1.0,1.0199777331526223,0.176,0.0099888665763111,1.0099888665763113,-0.0002976084351306,0.0929137806446196,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2
ebsw_full_ess050,ess050,normalized,3,3654,300,4473.373770973012,1.0,1.0266927451503292,0.194,0.0133463725751644,1.0133463725751644,-0.0003125203132165,0.071050777818692,48804,ece8a4f6e77cbd2cfdea406e2cc9c11af0c5537e7e54f292c33f6f992ad96b0e
ebsw_full_ess050,ess050,normalized,3,3654,400,3903.44730323381,1.0,1.017916246282625,0.164,0.0089581231413125,1.0089581231413125,-0.0002595532020075,0.0531034428856907,83854,4747fe3273036772a7aca8b7bdd418899a1f1b61fbb1ab57c2e1ee1b33a02f95
ebsw_full_ess050,ess050,normalized,3,3654,500,4335.93241641124,0.9999999999999998,1.0294671924977838,0.216,0.014733596248892,1.014733596248892,-0.0003061905792054,0.0820414602043689,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b
ebsw_full_ess050,ess050,normalized,8,3654,0,27.84188888298657,1.0,1.0,0.0,-0.0,1.0,0.0004545222966959,0.096565873811519,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd
ebsw_full_ess050,ess050,normalized,8,3654,25,3132.8461484713357,1.0,1.0220663479304286,0.196,0.0110331739652143,1.0110331739652143,-0.0002624882519593,0.0665733466001955,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925
ebsw_full_ess050,ess050,normalized,8,3654,50,3847.476767496592,1.0,1.0171488627901368,0.156,0.0085744313950684,1.0085744313950684,-0.000274426102792,0.0794296504826292,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc
ebsw_full_ess050,ess050,normalized,8,3654,100,3497.8080264412283,1.0000000000000002,1.0115403840932626,0.124,0.0057701920466312,1.0057701920466315,-0.0002507715832682,0.0932958067804496,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f
ebsw_full_ess050,ess050,normalized,8,3654,200,4042.883007855337,1.0,1.014927068796277,0.138,0.0074635343981384,1.0074635343981386,-0.0002528469411356,0.1089993279731181,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2
ebsw_full_ess050,ess050,normalized,8,3654,300,3052.790777109475,1.0,1.0000184713546374,0.004,9.235677318678126e-06,1.0000092356773185,-7.460542824333538e-06,0.118284140153146,48804,ece8a4f6e77cbd2cfdea406e2cc9c11af0c5537e7e54f292c33f6f992ad96b0e
ebsw_full_ess050,ess050,normalized,8,3654,400,2984.581937327127,1.0,1.0,0.0,-0.0,1.0,0.0001111038315507,0.166613049404256,83854,4747fe3273036772a7aca8b7bdd418899a1f1b61fbb1ab57c2e1ee1b33a02f95
ebsw_full_ess050,ess050,normalized,8,3654,500,3699.245545559,1.0,1.0039857668561978,0.062,0.0019928834280988,1.001992883428099,-0.0001493479437058,0.0999517987678825,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b
ebsw_full_ess050,ess050,normalized,1,6398,0,68.34513449366742,1.0,1.0,0.0,-0.0,1.0,0.0004849528075257,0.1427751041309304,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a
ebsw_full_ess050,ess050,normalized,1,6398,25,3852.902113186404,1.0,1.018266088385506,0.188,0.0091330441927531,1.0091330441927528,-0.0002652612706099,0.0843635329188889,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f
ebsw_full_ess050,ess050,normalized,1,6398,50,4044.433747194543,1.0000000000000004,1.0034533484133796,0.064,0.0017266742066897,1.00172667420669,-0.0001318823220029,0.1053665632785663,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357
ebsw_full_ess050,ess050,normalized,1,6398,100,4838.333459157109,1.0000000000000002,1.009620489664656,0.116,0.0048102448323278,1.004810244832328,-0.0002436956307571,0.0825307281229523,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9
ebsw_full_ess050,ess050,normalized,1,6398,200,6522.405657884669,1.0,1.0422802758251382,0.26,0.0211401379125689,1.0211401379125693,-0.0003227016319778,0.0784786679748046,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04
ebsw_full_ess050,ess050,normalized,1,6398,300,6312.59383673597,0.9999999999999998,1.0267031439518106,0.196,0.0133515719759053,1.0133515719759054,-0.0003177671274228,0.0827173453217521,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631
ebsw_full_ess050,ess050,normalized,1,6398,400,7180.294364053034,1.0000000000000002,1.077236651730175,0.36,0.0386183258650873,1.0386183258650876,-0.0003761655328376,0.042173023854987,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d
ebsw_full_ess050,ess050,normalized,1,6398,500,6730.917980038301,1.0,1.0412146162139817,0.25,0.0206073081069908,1.0206073081069909,-0.000336912329396,0.067840845576146,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3
ebsw_full_ess050,ess050,normalized,3,6398,0,31.488789746169445,1.0,1.0,0.0,-0.0,1.0,0.000529531169735,0.1496188525885451,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a
ebsw_full_ess050,ess050,normalized,3,6398,25,1611.1030076746583,1.0000000000000002,1.0000000000000002,0.0,-0.0,1.0000000000000002,4.890607899915879e-05,0.1228765621656134,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f
ebsw_full_ess050,ess050,normalized,3,6398,50,2961.069997047489,0.9999999999999998,1.0113394023067774,0.126,0.0056697011533888,1.0056697011533886,-0.0002036309785508,0.0783142478052579,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357
ebsw_full_ess050,ess050,normalized,3,6398,100,4016.1512581504,1.0,1.0305865149941602,0.24,0.0152932574970802,1.01529325749708,-0.0003277114426087,0.0782624227031287,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9
ebsw_full_ess050,ess050,normalized,3,6398,200,3083.2481645138446,1.0,1.001381296565269,0.028,0.0006906482826345,1.0006906482826343,-0.0001444271806734,0.1174976410228664,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04
ebsw_full_ess050,ess050,normalized,3,6398,300,4662.680119258732,1.0,1.0527402722460506,0.296,0.0263701361230252,1.0263701361230253,-0.0003481757357395,0.0504013004469973,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631
ebsw_full_ess050,ess050,normalized,3,6398,400,4199.9444979948,1.0,1.0229970123548595,0.196,0.0114985061774299,1.01149850617743,-0.0002671066370504,0.1039107530903262,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d
ebsw_full_ess050,ess050,normalized,3,6398,500,3510.207511867149,1.0,1.0022879295271627,0.046,0.0011439647635813,1.0011439647635814,-0.0001654777134034,0.1063913452857987,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3
ebsw_full_ess050,ess050,normalized,8,6398,0,28.030095581698387,1.0,1.0,0.0,-0.0,1.0,0.0004394695639163,0.0946115042468058,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a
ebsw_full_ess050,ess050,normalized,8,6398,25,3494.987001286853,1.0,1.0315516379736014,0.236,0.0157758189868007,1.0157758189868007,-0.0003200980770017,0.0804666943806352,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f
ebsw_full_ess050,ess050,normalized,8,6398,50,3842.7308982745344,1.0,1.0289551353346926,0.218,0.0144775676673462,1.0144775676673463,-0.0003036522181322,0.0486106962819862,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357
ebsw_full_ess050,ess050,normalized,8,6398,100,4121.670137024714,1.0,1.0148592275826265,0.132,0.0074296137913131,1.0074296137913132,-0.0002422425794777,0.1194822489823464,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9
ebsw_full_ess050,ess050,normalized,8,6398,200,4908.178988186555,1.0,1.040599457652064,0.24,0.020299728826032,1.020299728826032,-0.0003429390694481,0.0739622150395883,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04
ebsw_full_ess050,ess050,normalized,8,6398,300,4145.3200102700885,1.0,1.0143842706981443,0.136,0.0071921353490722,1.0071921353490725,-0.0002307365305618,0.104387627759899,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631
ebsw_full_ess050,ess050,normalized,8,6398,400,4346.291799308472,1.0,1.0294530151942167,0.2,0.0147265075971083,1.0147265075971086,-0.0003155012794864,0.0545107036533135,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d
ebsw_full_ess050,ess050,normalized,8,6398,500,4401.903725154558,1.0,1.019233248783232,0.152,0.0096166243916159,1.009616624391616,-0.0002586488455692,0.0996204949039973,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3
ebsw_full_ess075,ess075,normalized,1,1788,0,67.36987913886378,1.0,1.0,0.0,-0.0,1.0,0.00064247562042,0.0297138891287632,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737
ebsw_full_ess075,ess075,normalized,1,1788,25,3099.7478056472173,1.0,1.0,0.0,-0.0,1.0,0.0001545980344878,0.0344580389258717,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060
ebsw_full_ess075,ess075,normalized,1,1788,50,3484.203366083113,1.0,1.0,0.0,-0.0,1.0,0.0001628265682631,0.0291046142060042,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_ess075,ess075,normalized,1,1788,100,4476.025961946325,1.0,1.0,0.0,-0.0,1.0,1.9111995890712077e-05,0.0229958779395495,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_ess075,ess075,normalized,1,1788,200,4154.177501628799,1.0,1.0,0.0,-0.0,1.0,0.0001432622127148,0.035033018100226,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_ess075,ess075,normalized,1,1788,300,3862.284345968371,1.0,1.0,0.0,-0.0,1.0,0.0002293611340266,0.0622114370593151,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_ess075,ess075,normalized,1,1788,400,3966.3889675004098,1.0,1.0,0.0,-0.0,1.0,0.0001943619732885,0.0578204409505345,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_ess075,ess075,normalized,1,1788,500,5219.413619383439,1.0000000000000002,1.0002204504362084,0.008,0.000110225218104,1.0001102252181044,-4.166952261068301e-05,0.0282527698646807,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_ess075,ess075,normalized,3,1788,0,29.326452100157816,1.0,1.0,0.0,-0.0,1.0,0.0008074785166629,0.0479235487692786,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737
ebsw_full_ess075,ess075,normalized,3,1788,25,1503.5834246632476,1.0,1.0,0.0,-0.0,1.0,0.000344356739631,0.0504645514137243,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060
ebsw_full_ess075,ess075,normalized,3,1788,50,2543.8263916438787,1.0,1.0,0.0,-0.0,1.0,0.0001142056832662,0.049048291584563,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_ess075,ess075,normalized,3,1788,100,2729.4728667162003,1.0000000000000002,1.0000000000000002,0.0,-0.0,1.0000000000000002,0.0001480708274222,0.0495205137369655,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_ess075,ess075,normalized,3,1788,200,3213.7691148358517,1.0,1.0,0.0,-0.0,1.0,5.396992625373932e-05,0.0384033867344426,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_ess075,ess075,normalized,3,1788,300,3559.422205464328,0.9999999999999998,1.000007609985614,0.002,3.8049928070803913e-06,1.0000038049928068,-3.8049928070803913e-06,0.0253114438872551,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_ess075,ess075,normalized,3,1788,400,3503.1139521098385,1.0,1.0,0.0,-0.0,1.0,0.0001229468909117,0.0339329927171704,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_ess075,ess075,normalized,3,1788,500,3516.146867102646,1.0,1.0,0.0,-0.0,1.0,7.387094811557795e-05,0.052027751618101,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_ess075,ess075,normalized,8,1788,0,21.972999719494567,1.0,1.0,0.0,-0.0,1.0,0.0009713736156174,0.0761958728537654,1788,bd0f24e7dfc9db479257333acb1d1d140ca657db3c0a83593d373857e0f00737
ebsw_full_ess075,ess075,normalized,8,1788,25,2241.246965964852,1.0,1.0,0.0,-0.0,1.0,0.0002269709943501,0.0531942442673484,2113,5df2e1802a297f5230b57ec5628c652c3a4d34270d9454b63beb6f4248ad2060
ebsw_full_ess075,ess075,normalized,8,1788,50,2504.029863623072,1.0,1.0,0.0,-0.0,1.0,0.000295397540042,0.0528366047367334,3063,0072e7e6e518d75fb9fe53f0bd6a9fb8f0b1cadbbe76e1f45b3a34e62c0632ed
ebsw_full_ess075,ess075,normalized,8,1788,100,3118.936413903285,1.0,1.0,0.0,-0.0,1.0,0.0001633748525136,0.0501639339697629,6838,e6855f361350fa477f6ac3b1e57e6a3fa84b70533c217669d08452241da95361
ebsw_full_ess075,ess075,normalized,8,1788,200,3438.1591622863752,1.0,1.0,0.0,-0.0,1.0,5.445786983975296e-05,0.0239498857989787,21888,0464f2c2ee4e5555c04dbc1130dc2aff0e36ad7b218200ee1fab11a130ecfddc
ebsw_full_ess075,ess075,normalized,8,1788,300,3291.6864073986053,1.0,1.0,0.0,-0.0,1.0,0.0001474206909607,0.0501266249861787,46938,4f466c72e19b902d2fe8eb21bd838b6a22278efdfefbeb662b9545d45653c740
ebsw_full_ess075,ess075,normalized,8,1788,400,3695.790997968419,1.0,1.0,0.0,-0.0,1.0,8.602476950907578e-06,0.025823303503361,81988,1abdefbaee6ef8fed2ee44ec3938e77a7d8e930a7000037f5df5226ad7ba1e97
ebsw_full_ess075,ess075,normalized,8,1788,500,3770.198922253088,0.9999999999999998,0.9999999999999998,0.0,-0.0,0.9999999999999998,2.817079099486061e-05,0.0298537991004507,127038,4b256f4b903147f9a73a25d128798c6b57eb09dcead0db5a72276572741e6836
ebsw_full_ess075,ess075,normalized,1,3654,0,52.63046532793494,1.0,1.0,0.0,-0.0,1.0,0.0008635518393437,0.0584771954410521,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd
ebsw_full_ess075,ess075,normalized,1,3654,25,2808.571421797792,0.9999999999999998,0.9999999999999998,0.0,-0.0,0.9999999999999998,0.0003222618966412,0.0542579445684755,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925
ebsw_full_ess075,ess075,normalized,1,3654,50,3891.036358917252,1.0,1.0,0.0,-0.0,1.0,6.249429055395138e-05,0.0214949790863233,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc
ebsw_full_ess075,ess075,normalized,1,3654,100,3780.2405703032055,1.0,1.0,0.0,-0.0,1.0,8.980166592456136e-05,0.0475099605477006,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f
ebsw_full_ess075,ess075,normalized,1,3654,200,5001.96987963183,1.0,1.0003124404600356,0.004,0.0001562202300179,1.0001562202300178,-8.916506271100406e-05,0.0217730731254802,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2
ebsw_full_ess075,ess075,normalized,1,3654,300,5053.394979532944,1.0,1.0,0.0,-0.0,1.0,1.0383484672882664e-05,0.0277290965093945,48804,ece8a4f6e77cbd2cfdea406e2cc9c11af0c5537e7e54f292c33f6f992ad96b0e
ebsw_full_ess075,ess075,normalized,1,3654,400,4548.467997200276,1.0,1.0,0.0,-0.0,1.0,1.7019129306458103e-05,0.0297408467911746,83854,4747fe3273036772a7aca8b7bdd418899a1f1b61fbb1ab57c2e1ee1b33a02f95
ebsw_full_ess075,ess075,normalized,1,3654,500,4264.520256141793,1.0,1.0,0.0,-0.0,1.0,8.633559820302411e-05,0.0373114584450089,128904,2fddedf17b5e9b6b3f5d82b67ed56ded0aceb914c1b4c4de07d861d627a44c2b
ebsw_full_ess075,ess075,normalized,3,3654,0,26.579633670417586,1.0,1.0,0.0,-0.0,1.0,0.0008745953376161,0.0510003212799483,3654,dc1dc33adacb85b74a84909665c762b38e02c737337f33c7525bf5fa36362acd
ebsw_full_ess075,ess075,normalized,3,3654,25,1578.9606116091566,1.0,1.0,0.0,-0.0,1.0,0.000374036662763,0.0517803385530582,3979,fdba3dea77616db68f5fb87618194a6815c80962b90d11ecedf2ea613074d925
ebsw_full_ess075,ess075,normalized,3,3654,50,2428.747341254755,0.9999999999999998,0.9999999999999998,0.0,-0.0,0.9999999999999998,0.0001150788447152,0.0331740189173316,4929,e59f94a7c28ecd419d8ca1fe92dd44d1e53b364a17464497afcdfbe7f1a0bedc
ebsw_full_ess075,ess075,normalized,3,3654,100,2745.673434204271,1.0,1.0,0.0,-0.0,1.0,0.0001052511721075,0.0428634539910368,8704,f4c4dc29b6eb31643100f764877edc34e3fe7ecf93ca92b978637a1c968f4b4f
ebsw_full_ess075,ess075,normalized,3,3654,200,3266.6922370830434,0.9999999999999998,0.9999999999999998,0.0,-0.0,0.9999999999999998,8.393121844087755e-05,0.0367757652217269,23754,41efff7e05929b0e2c80f27f331db4e325200eb260538e8f1bf8b5c6ff972ee2
