dataset,subject,seed,control,method,family,L,epoch,direction_seed,training_power_loss,rooted_distance,lew,gap_closure_pct,gradient_norm,update_norm,mean_h,std_h,max_h,entropy,kl_uniform,ess,beta_star,achieved_kl,active_tail_count,aggregation_seconds,optimization_seconds_cum,evaluation_seconds_cum,wall_seconds_cum,cumulative_ambient_projections,learning_rate,normalized_step_target,nan,diverged,status
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,0,1788,,,490.24539687239565,0.0,,,,,,,,,,,,0.0,0.0,0.036438059993088245,0.0,0,10000.0,7.3473173386245945,False,False,initial
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,1,1788,0.045598627001999965,0.21353835019031117,,,0.005184175805887576,51.84175805887576,0.018298110346791508,0.021481162217773114,0.09146571106877682,3.1888794541312233,0.4999999999827136,13.534204162072523,31.451666239680453,0.4999999999827136,,0.002060852013528347,0.005642473930492997,0.036438059993088245,0.005642473930492997,40,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,2,1789,0.06872870235880262,0.26216159588849514,,,0.006821663916813718,68.21663916813718,0.027024724484151826,0.03226763640492483,0.15462699852200337,3.188879454079803,0.500000000034133,12.61914497382438,20.266914254199126,0.500000000034133,,0.0019519149791449308,0.01068733399733901,0.036438059993088245,0.01068733399733901,80,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,3,1791,0.143737331414023,0.37912706499803334,,,0.011937369450141325,119.37369450141325,0.0439303419496868,0.06645078059886364,0.38714744750925056,3.1888794540355496,0.5000000000783855,10.703293704733538,7.866447973658296,0.5000000000783855,,0.0017667298670858145,0.015491564990952611,0.036438059993088245,0.015491564990952611,120,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,4,1794,0.09496242383482956,0.3081597375304398,,,0.006143986826899645,61.43986826899645,0.03938196241260977,0.048352034772109156,0.16016413093469906,3.188879454080927,0.5000000000330092,16.40697796435636,16.891998479239355,0.5000000000330092,,0.0019357509445399046,0.020407773088663816,0.036438059993088245,0.020407773088663816,160,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,5,1798,0.1454973264188981,0.3814411178922614,,,0.011555960212871079,115.5596021287108,0.043463127520130845,0.07103241719925861,0.3839844021280994,3.1888794541550136,0.49999999995892236,11.2088494105143,7.849590379216455,0.49999999995892236,,0.0019519280176609755,0.025266603101044893,0.036438059993088245,0.025266603101044893,200,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,6,1803,0.11869056044098786,0.34451496403057424,,,0.0110250086662688,110.250086662688,0.0321930547084255,0.05707346485023706,0.33041573370972627,3.1888794541192285,0.49999999999470796,10.671842959266485,9.054258921503449,0.49999999999470796,,0.002023724839091301,0.03019421617500484,0.036438059993088245,0.03019421617500484,240,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,7,1809,0.10112902561295238,0.318007901808984,,,0.007679013060822931,76.7901306082293,0.03641348395738516,0.05220130705914145,0.2210588553291992,3.1888794540382284,0.500000000075707,13.834015005544764,13.528833132173093,0.500000000075707,,0.0019285909365862608,0.03505291300825775,0.036438059993088245,0.03505291300825775,280,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,8,1816,0.0926638842098426,0.3044074312657998,,,0.007377253923324622,73.77253923324622,0.036389745074071334,0.04573110179719878,0.19848284772745517,3.1888794540375405,0.5000000000763966,13.641884962319285,15.55772257817723,0.5000000000763966,,0.001997862011194229,0.04007010697387159,0.036438059993088245,0.04007010697387159,320,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,9,1824,0.10740787445234401,0.32773140595973405,,,0.006463526021862388,64.63526021862387,0.04733662819925961,0.05248502945417273,0.172429828746036,3.188879454039773,0.5000000000741629,16.347115829840945,15.637611700994455,0.5000000000741629,,0.001921389950439334,0.04496524599380791,0.036438059993088245,0.04496524599380791,360,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,10,1833,0.08609034849432397,0.29341156843983496,,,0.008483605345508273,84.83605345508273,0.02918966967104865,0.040655468612695284,0.21554270840596346,3.1888794542018895,0.4999999999120468,11.499880536422395,14.229299823586395,0.4999999999120468,,0.0018651820719242096,0.049742195988073945,0.036438059993088245,0.049742195988073945,400,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,11,1843,0.08383286212580968,0.2895390511240404,,,0.005925424912230393,59.254249122303925,0.04228427643847824,0.03674610596510234,0.14330077308591707,3.1888794541367655,0.49999999997717004,15.412732082886901,22.426087835818436,0.49999999997717004,,0.001982108922675252,0.054636647924780846,0.036438059993088245,0.054636647924780846,440,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,12,1854,0.09393738569600295,0.3064920646542141,,,0.00802263142382002,80.22631423820019,0.03499199252608688,0.04373192233913683,0.21420546944287966,3.1888794542010235,0.49999999991291244,12.667900575704099,14.121974999423164,0.49999999991291244,,0.0019800669979304075,0.05988457892090082,0.036438059993088245,0.05988457892090082,480,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,13,1866,0.10299967578340247,0.32093562560644845,,,0.0071265323403280866,71.26532340328086,0.040934312478264755,0.050264231370772745,0.1891717846570048,3.1888794541928025,0.49999999992113275,14.798437315886536,14.254719073258475,0.49999999992113275,,0.0018682810477912426,0.06463822582736611,0.036438059993088245,0.06463822582736611,520,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,14,1879,0.07807192305735342,0.2794135341341815,,,0.006677371564806489,66.7737156480649,0.034715305545956594,0.0353189141164835,0.1605669245631759,3.188879454142957,0.49999999997097944,13.4303130525076,20.1166612001075,0.49999999997097944,,0.001956406980752945,0.069458695827052,0.036438059993088245,0.069458695827052,560,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,15,1893,0.17226595374637488,0.41504933893017454,,,0.010921796690129836,109.21796690129837,0.060427097763394756,0.08504042261706192,0.4024654958832975,3.1888794540908094,0.5000000000231268,12.646578023685466,7.514640025256704,0.5000000000231268,,0.00187551393173635,0.0742224557325244,0.036438059993088245,0.0742224557325244,600,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,16,1908,0.13201876774848353,0.3633438698374909,,,0.0094964345539881,94.964345539881,0.05060789404373128,0.06361765149484826,0.2999418872504371,3.188879454175808,0.4999999999381283,12.624071818170064,10.435515169140617,0.4999999999381283,,0.001955820946022868,0.0790526436176151,0.036438059993088245,0.0790526436176151,640,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,17,1924,0.0578379779896429,0.24049527643935734,,,0.004878377001741938,48.78377001741938,0.026314212215520178,0.027607122250231566,0.10132886431611382,3.1888794540621923,0.500000000051744,15.818278317752817,29.6466458064039,0.500000000051744,,0.0018577470909804106,0.08379023359157145,0.036438059993088245,0.08379023359157145,680,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,18,1941,0.0595441865367828,0.24401677511348024,,,0.007037189430705651,70.37189430705651,0.024395073207951312,0.02498632087884519,0.1411276554865289,3.1888794541575605,0.4999999999563758,11.247028726526038,22.913066597821953,0.4999999999563758,,0.0019409379456192255,0.08869682252407074,0.036438059993088245,0.08869682252407074,720,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,19,1959,0.12565944541686355,0.354484760486066,,,0.00825619788462364,82.56197884623639,0.04489056369742386,0.06462211271924881,0.26299153492935745,3.188879454021464,0.5000000000924727,14.369728468626406,10.85337344280271,0.5000000000924727,,0.0019047001842409372,0.09362379647791386,0.036438059993088245,0.09362379647791386,760,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,20,1978,0.15541125410618375,0.39422234095264536,,,0.010102284388934103,101.02284388934103,0.049981086785109936,0.0775543616357562,0.3585679895401657,3.188879454139345,0.49999999997459144,13.134367913456954,7.91603906478816,0.49999999997459144,,0.001773045165464282,0.09834789740853012,0.036438059993088245,0.09834789740853012,800,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,21,1998,0.05621823824253613,0.23710385539365683,,,0.00554323503343363,55.432350334336306,0.024777281553644715,0.02546026641150178,0.1102145033195637,3.188879454175207,0.49999999993872957,13.857617644303602,27.78143037552867,0.49999999993872957,,0.0018751169554889202,0.10312115540727973,0.036438059993088245,0.10312115540727973,840,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,22,2019,0.07847047446277115,0.28012581898634614,,,0.006526238350128638,65.26238350128638,0.03545771913816818,0.03576757651739818,0.15759983099814764,3.1888794541464485,0.49999999996748834,13.703008722128358,20.5352999990429,0.49999999996748834,,0.00196048803627491,0.10796761559322476,0.036438059993088245,0.10796761559322476,880,10000.0,7.3473173386245945,False,False,solved
Schirrmeister2017,14,1788,common_lr10000,evar_k0p5,evar,40,23,2041,0.09038942089222401,0.30064833425818943,,,0.007746902142268705,77.46902142268705,0.03582387100162589,0.042141266080744026,0.2019164830540049,3.1888794542003702,0.4999999999135666,12.700917178229718,15.496947938706864,0.4999999999135666,,0.0018702710513025522,0.11269633960910141,0.036438059993088245,0.11269633960910141,920,10000.0,7.3473173386245945,False,False,solved
