method,calibration,update,subject,seed,epoch,beta_t,effective_coeff_sum,effective_coeff_l1,negative_coeff_fraction,negative_coeff_mass,positive_coeff_mass,min_effective_coeff,max_effective_coeff,bank_seed,bank_hash
ebsw_full_b1,b1,normalized,1,6398,0,1.0,1.0,1.0,0.0,-0.0,1.0,0.00198189953532149,0.0021857172899871057,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a
ebsw_full_b1,b1,normalized,1,6398,25,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019992680383000157,0.0020020776044401543,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f
ebsw_full_b1,b1,normalized,1,6398,50,1.0,1.0,1.0,0.0,-0.0,1.0,0.001999394651249563,0.002002037340782584,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357
ebsw_full_b1,b1,normalized,1,6398,100,1.0,1.0,1.0,0.0,-0.0,1.0,0.001999378174254446,0.002001473523429348,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9
ebsw_full_b1,b1,normalized,1,6398,200,1.0,1.0,1.0,0.0,-0.0,1.0,0.001999469196000761,0.0020017407849147843,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04
ebsw_full_b1,b1,normalized,1,6398,300,1.0,1.0,1.0,0.0,-0.0,1.0,0.001999374056645114,0.0020012480517864976,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631
ebsw_full_b1,b1,normalized,1,6398,400,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019994574779882124,0.00200186762587951,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d
ebsw_full_b1,b1,normalized,1,6398,500,1.0,1.0,1.0,0.0,-0.0,1.0,0.0019994540745764838,0.0020014622302868016,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3
