dataset,phase,control,method,sampling,aggregation,subject,seed,epoch,epochs,N_proj,sigma,d,m,training_power_loss,rooted_distance,lew,relative_lew,lew_reduction_pct,gap_closure,raw_gradient_norm,applied_update_norm,mean_h,std_h,max_h,min_h,spectral_entropy,spectral_effective_N,spectral_max_weight,spectral_top5_weight,bank_seed,bank_hash,bank_hash_kind,target_projection_hash,initial_source_hash,target_hash,direction_sampling_ms,source_projection_ms,target_projection_ms,wasserstein_1d_ms,sorting_aggregation_ms,backward_ms,optimizer_update_ms,total_epoch_ms,one_time_bank_sampling_ms,one_time_target_projection_ms,cumulative_optimization_ms,cumulative_evaluation_ms,cumulative_direct_projection_count,cumulative_direction_draw_count,learning_rate,eta_norm,nan,diverged,status
BNCI2014_001,bnci_factorial,raw_sgd_lr3000,resampled_uniform_N500,resampled,uniform,8,3654,0,500,500,0.0,22,253,0.010501637579295746,0.10247749791683902,10.270850778196136,1.0,0.0,0.0,,,,,,,,,,,,,,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.717632809653878,0,0,3000.0,,False,False,initial
BNCI2014_001,bnci_factorial,raw_sgd_lr3000,resampled_uniform_N500,resampled,uniform,8,3654,1,500,500,0.0,22,253,0.010501637579295746,0.10247749791683902,,,,,0.0009630978199683521,2.889293459905056,0.010501637579295746,0.015061467681655248,0.1106074917057875,0.00010830764780203282,6.214608098422191,500.0000000000001,0.002,0.01,3654.0,7b8ebd2537dd32ebcce3abb2f70865f0872653eb293b1937f843ff266d0b4ed9,three_row_sha256,67288e1870fa72a17be20d6b41c9f66c6d42b4f2bbcf0930e24228eb1bba2e0f,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.2796510234475136,0.23074494674801826,0.2416670322418213,0.626435037702322,0.05688006058335304,1.0222089476883411,0.06489199586212635,2.5224790442734957,0.0,0.0,2.5224790442734957,12.717632809653878,500,500,3000.0,,False,False,ok
BNCI2014_001,bnci_factorial,raw_sgd_lr3000,resampled_uniform_N500,resampled,uniform,8,3654,2,500,500,0.0,22,253,0.008464273199519005,0.09200148476801343,,,,,0.0008513716364132095,2.5541149092396283,0.008464273199519005,0.012108468813780544,0.12049787769864112,8.850146998274186e-05,6.214608098422191,500.0000000000001,0.002,0.01,3655.0,67eb549a66518bd76a781a4ac011cfacaacfe2ee0b30e8db0c1675242200b412,three_row_sha256,76d90cd56513c4ccad1a3dc86453f45275589e2a0714f250a4e2c053f6ef77d5,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.2027149312198162,0.2170850057154894,0.2239749301224947,0.5373829044401646,0.04853191785514355,0.5184421315789223,0.05672592669725418,1.8048577476292849,0.0,0.0,4.3273367919027805,12.717632809653878,1000,1000,3000.0,,False,False,ok
BNCI2014_001,bnci_factorial,raw_sgd_lr3000,resampled_uniform_N500,resampled,uniform,8,3654,3,500,500,0.0,22,253,0.008555962094576014,0.09249844374137337,,,,,0.0008891236518048518,2.6673709554145555,0.008555962094576014,0.01204159411513837,0.11918668442938479,0.0001468128137411514,6.214608098422191,500.0000000000001,0.002,0.01,3657.0,0e887bc87b7170528de90c8dcd9a15a674082f7490f3d3af20b2b60842efcb79,three_row_sha256,d043f7ca5d9602d1f9b6210abafcc8ab6e1e8c93e69cd7bd1bbd5e24fa5118c0,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.19243708811700344,0.21657603792846203,0.213125953450799,0.5131750367581844,0.04619685932993889,0.501252943649888,0.054091913625597954,1.7368558328598738,0.0,0.0,6.064192624762654,12.717632809653878,1500,1500,3000.0,,False,False,ok
BNCI2014_001,bnci_factorial,raw_sgd_lr3000,resampled_uniform_N500,resampled,uniform,8,3654,4,500,500,0.0,22,253,0.006774988277297367,0.08231031695539368,,,,,0.000793497292419007,2.380491877257021,0.006774988277297367,0.008474534284032251,0.0595427051875196,0.00014146735605855373,6.214608098422191,500.0000000000001,0.002,0.01,3660.0,75499020d11575ab8bc6801473b47df5ef5d602c480b3c98c4e814b47d2f0e3c,three_row_sha256,742b71d4fc0f1f0114331962ac624d5e99a4826b8d93ced28e1ae3003e5913a2,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.18646381795406342,0.2162319142371416,0.21141814067959785,0.49876002594828606,0.04532397724688053,0.5120451096445322,0.0598980113863945,1.7301409970968962,0.0,0.0,7.7943336218595505,12.717632809653878,2000,2000,3000.0,,False,False,ok
BNCI2014_001,bnci_factorial,raw_sgd_lr3000,resampled_uniform_N500,resampled,uniform,8,3654,5,500,500,0.0,22,253,0.0058706112112605095,0.0766199139340453,,,,,0.0007439905569245012,2.231971670773504,0.0058706112112605095,0.007698236688345131,0.048241054280714,0.0001054822265264372,6.214608098422191,500.0000000000001,0.002,0.01,3664.0,0960d37c7f4e7b7eafbe9dbe030cc24059519ee829b290222e869af82e026c54,three_row_sha256,a3be7a5b79db26d035c7e8bea5ff3841e7ada6e235f2735d88427836ac27bcf2,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.1858309842646122,0.21700584329664707,0.21110591478645802,0.5032620392739773,0.045625027269124985,0.4944950342178345,0.05369517020881176,1.7110200133174658,0.0,0.0,9.505353635177016,12.717632809653878,2500,2500,3000.0,,False,False,ok
BNCI2014_001,bnci_factorial,raw_sgd_lr3000,resampled_uniform_N500,resampled,uniform,8,3654,6,500,500,0.0,22,253,0.004876348560968467,0.06983085679675187,,,,,0.0006740455145732747,2.0221365437198244,0.004876348560968467,0.006877646603430467,0.06754395365373443,9.71235212541803e-05,6.214608098422191,500.0000000000001,0.002,0.01,3669.0,544389856bde841814c88984d97d0222a6d2ae4f0f72b2c92b0e5ffb1449d736,three_row_sha256,2cd880531f76744ce573fc9c55aa1339dc22c8e11cbeb56e5f6ece8aeddfeb45,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.1923439558595419,0.21645682863891125,0.21256809122860432,0.5095098167657852,0.04696100950241089,0.49555697478353977,0.05383905954658985,1.7272357363253832,0.0,0.0,11.2325893715024,12.717632809653878,3000,3000,3000.0,,False,False,ok
BNCI2014_001,bnci_factorial,raw_sgd_lr3000,resampled_uniform_N500,resampled,uniform,8,3654,7,500,500,0.0,22,253,0.0035118546206243805,0.05926090296835158,,,,,0.000527507125157534,1.5825213754726022,0.0035118546206243805,0.004707098000736656,0.03954764650384387,0.00010518177697044155,6.214608098422191,500.0000000000001,0.002,0.01,3675.0,6b4413466a54b2e74b00d3ef8268ac1c6814832ac88059cdef7a6ddc60aca4d4,three_row_sha256,ddc04435b153857ff0ea60644269a1b9b0501d15ccf4e37db07258805e6686a0,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.1873502042144537,0.21613389253616333,0.21214806474745274,0.5146211478859186,0.04649604670703411,0.4939860664308071,0.05263998173177242,1.723375404253602,0.0,0.0,12.955964775756001,12.717632809653878,3500,3500,3000.0,,False,False,ok
BNCI2014_001,bnci_factorial,raw_sgd_lr3000,resampled_uniform_N500,resampled,uniform,8,3654,8,500,500,0.0,22,253,0.0033242729647984803,0.05765650843398758,,,,,0.0005508593153023584,1.6525779459070755,0.0033242729647984803,0.004203749854341473,0.026320148018149,0.00014488831998903044,6.214608098422191,500.0000000000001,0.002,0.01,3682.0,3e6c433cc7e3b754c33adbedfcddde0445d3264bc299e56ef69a2952ef5c767f,three_row_sha256,b8c6e38a78c2f62cb82d4537249286be1d6aef7d04253af3aab818c1b2c2b0bf,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.19445200450718403,0.21541910246014595,0.21165492944419384,0.5119219422340393,0.045844120904803276,0.5041740369051695,0.05331984721124172,1.7367859836667776,0.0,0.0,14.692750759422779,12.717632809653878,4000,4000,3000.0,,False,False,ok
BNCI2014_001,bnci_factorial,raw_sgd_lr3000,resampled_uniform_N500,resampled,uniform,8,3654,9,500,500,0.0,22,253,0.0026680486853063005,0.05165315755407699,,,,,0.00047927012079089054,1.4378103623726715,0.0026680486853063005,0.003350041621152398,0.025024665707405427,0.00010617081168645039,6.214608098422191,500.0000000000001,0.002,0.01,3690.0,5c7c12af0a539a6029f376de19a8596c4e2e8528893049d65e9d9135f5acee1c,three_row_sha256,779beb77036f9edd031c5943872bb1c692b9b05a70d41ccb0232bfd6fa0c1b4b,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.1856901217252016,0.21622702479362488,0.2186410129070282,0.5056760273873806,0.04603317938745022,0.4877729807049036,0.05410797894001007,1.7141483258455992,0.0,0.0,16.40689908526838,12.717632809653878,4500,4500,3000.0,,False,False,ok
