dataset,phase,control,method,sampling,aggregation,reference,subject,seed,epoch,k,sigma,training_power_loss,rooted_distance,lew,relative_lew,lew_reduction_pct,gap_closure,raw_gradient_norm,applied_update_norm,mean_h,std_h,max_h,min_h,spectral_entropy,spectral_ess,spectral_max_weight,spectral_top5_weight,bank_seed,bank_hash,bank_hash_kind,target_projection_hash,direction_sampling_ms,source_projection_ms,target_projection_ms,wasserstein_1d_ms,sorting_aggregation_ms,backward_ms,optimizer_update_ms,total_optimization_epoch_ms,one_time_fixed_bank_sampling_ms,one_time_fixed_target_projection_ms,cumulative_optimization_ms,cumulative_evaluation_ms,cumulative_ambient_projection_count,cumulative_direction_draw_count,learning_rate,normalized_step_target,nan,diverged,status
Schirrmeister2017,development,normalized_update,resampled_lns_k40_s0p5,resampled,spectral,False,2,6398,0,40,0.5,,,92.15362001420182,1.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.010110000148416,0,0,,7.3473173386245945,False,False,initial
Schirrmeister2017,development,normalized_update,resampled_lns_k40_s0p5,resampled,spectral,False,2,6398,1,40,0.5,0.004197720157912111,0.06478981523289067,,,,,0.0010182234081544895,7.3473173386245945,0.002459739110766904,0.00361071401159667,0.016375585198938877,7.339846729932162e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398.0,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,cb8e9199ffc4501e753bbedf6ed380330e9ce652c0dd95f3972f712c3c9392c9,0.25675795041024685,0.8769209962338209,0.2331240102648735,0.6024029571563005,0.13730302453041077,1.3682940043509007,0.3906919155269861,3.8654948584735394,0.0,0.0,3.8654948584735394,30.010110000148416,80,40,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,resampled_lns_k40_s0p5,resampled,spectral,False,2,6398,2,40,0.5,0.0027244800911523704,0.05219655248340038,,,,,0.0007400215297654908,7.3473173386245945,0.0019956220526339712,0.0014239800208647412,0.005544266494450422,5.127176724549382e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6399.0,e2018f2599c746b51312aa2a884ccfc33e850d4bf8e5a2536d21902a9924f2a3,full_tensor_sha256,a1e0f3f2ff6d1e8b90fbf0635c582a08f677abd2f348195ba71e355e4a5e00b5,0.19702501595020294,0.8617769926786423,0.21187984384596348,0.523479888215661,0.12662098743021488,0.8530030027031898,0.3760929685086012,3.1498786993324757,0.0,0.0,7.015373557806015,30.010110000148416,160,80,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,resampled_lns_k40_s0p5,resampled,spectral,False,2,6398,3,40,0.5,0.003078295521149943,0.055482389288403426,,,,,0.0008259647386902788,7.347317338624595,0.002033469158508092,0.002040595114466589,0.011306634597580637,8.691745660609155e-05,3.5653840079794463,31.364932507994244,0.07214998621588009,0.257733283415579,6401.0,fd4eea26a066988551d727f3a1a4d63c18fcf6a34b1d996c8c6da4d5212814cd,full_tensor_sha256,bce7123dfa332e8aff06ace4ba3156225e331c4a7fcdfb247911ba114c465ca7,0.19659800454974174,0.8606628980487585,0.20507792942225933,0.5002201069146395,0.12390082702040672,0.846293056383729,0.36943890154361725,3.102191723883152,0.0,0.0,10.117565281689167,30.010110000148416,240,120,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,resampled_lns_k40_s0p5,resampled,spectral,False,2,6398,4,40,0.5,0.0031429982751083017,0.05606244977797797,,,,,0.000799028248857509,7.3473173386245945,0.0022398632949120695,0.0017649454402990281,0.00686737707642149,0.00012587694714888124,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6404.0,c78a713a12ea0aa6306544bcac554eb09825343b8ab7c7eccc67eaec031e5820,full_tensor_sha256,db64e904a379966d32de83cb8afcfcdf42d42427503fe8ac33a69543ab99172e,0.18738792277872562,0.8606179617345333,0.2040509134531021,0.496553024277091,0.12899283319711685,0.8378580678254366,0.3702340181916952,3.0856947414577007,0.0,0.0,13.203260023146868,30.010110000148416,320,160,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,resampled_lns_k40_s0p5,resampled,spectral,False,2,6398,5,40,0.5,0.002072581966023972,0.045525618787930516,,,,,0.0006562473137671171,7.3473173386245945,0.0014911321376186823,0.0011325562307762035,0.0048908423207685205,0.0001480665096527244,3.5653840079794468,31.36493250799425,0.07214998621588009,0.257733283415579,6408.0,7f76ba29d960223849189d5c884b85dd9292f4ae3cc74030c8183ebceac646f8,full_tensor_sha256,e242275d6eebd86c4d4652221e932d57144c428c39c28a537b00f3c26404887a,0.18364284187555313,0.8556540124118328,0.2026660367846489,0.49837189726531506,0.12346496805548668,0.8367928676307201,0.3739220555871725,3.074514679610729,0.0,0.0,16.277774702757597,30.010110000148416,400,200,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,resampled_lns_k40_s0p5,resampled,spectral,False,2,6398,6,40,0.5,0.00388241220612122,0.062309005818751595,,,,,0.0009363891257797966,7.347317338624595,0.0024303226421246806,0.002895319456467298,0.011235423333967846,0.0001242945803863308,3.5653840079794463,31.364932507994244,0.07214998621588009,0.257733283415579,6413.0,65fb08e76fe0cc9848e3b7b218e7be85a822c7ffe70e8004ddd2134fd98ee557,full_tensor_sha256,e417d5bfe08520d5f5dccc2ec66bedea32259b923e7d488a3e29a0b6ed2cb133,0.18947687931358814,0.8602230809628963,0.20469003356993198,0.5094660446047783,0.12147496454417706,0.8383879903703928,0.37013087421655655,3.093849867582321,0.0,0.0,19.371624570339918,30.010110000148416,480,240,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,resampled_lns_k40_s0p5,resampled,spectral,False,2,6398,7,40,0.5,0.002396433992304577,0.04895338591256561,,,,,0.0007459400444539902,7.3473173386245945,0.0015647610970434313,0.0016417715445693841,0.008128321684472972,8.160018868276198e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6419.0,a63aaf4d244269680121452d51515bb3ce364c70f4f08afb30fe3d92bf9d8ea8,full_tensor_sha256,6667f66abd58301ff49b5c5bd81cab1f3c17e204462513293de53b933e0e31ee,0.18387101590633392,0.8567220065742731,0.20418199710547924,0.4947690758854151,0.11969590559601784,0.876815989613533,0.36962609738111496,3.105682088062167,0.0,0.0,22.477306658402085,30.010110000148416,560,280,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,resampled_lns_k40_s0p5,resampled,spectral,False,2,6398,8,40,0.5,0.003570722211130133,0.05975552034021738,,,,,0.0008788621524983974,7.347317338624595,0.0023037732000127384,0.002480179702549445,0.009787224125890677,0.00010124443790807504,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6426.0,c5902f30be570571cc81df23889669397b7376f616eb01f81097a8a3cbccc937,full_tensor_sha256,4487afc403ddb057e26db90775b12acc5e7cce764e955503901d88ce80c396d0,0.19093207083642483,0.859155086800456,0.20374194718897343,0.49235415644943714,0.1206621527671814,0.8373160380870104,0.3701441455632448,3.074305597692728,0.0,0.0,25.551612256094813,30.010110000148416,640,320,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,resampled_lns_k40_s0p5,resampled,spectral,False,2,6398,9,40,0.5,0.003495779151075763,0.05912511438530807,,,,,0.0008715234398689961,7.3473173386245945,0.0023187543407983697,0.00227562843949605,0.009542041712756145,5.019402608857012e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6434.0,e6c0c67319780ae72d5b65f8d0f235b4892b46091e793c05c4d8ca15e8af5b32,full_tensor_sha256,e768d59f2710e0cd554bb6ea0a69caf189fca8dad0a6a8ce0c88cd13076fbdda,0.18298299983143806,0.8548481855541468,0.20365789532661438,0.49554696306586266,0.13321498408913612,0.8765538223087788,0.370086170732975,3.1168910209089518,0.0,0.0,28.668503277003765,30.010110000148416,720,360,,7.3473173386245945,False,False,ok
