dataset,phase,control,method,sampling,aggregation,reference,subject,seed,epoch,k,sigma,training_power_loss,rooted_distance,lew,relative_lew,lew_reduction_pct,gap_closure,raw_gradient_norm,applied_update_norm,mean_h,std_h,max_h,min_h,spectral_entropy,spectral_ess,spectral_max_weight,spectral_top5_weight,bank_seed,bank_hash,bank_hash_kind,target_projection_hash,direction_sampling_ms,source_projection_ms,target_projection_ms,wasserstein_1d_ms,sorting_aggregation_ms,backward_ms,optimizer_update_ms,total_optimization_epoch_ms,one_time_fixed_bank_sampling_ms,one_time_fixed_target_projection_ms,cumulative_optimization_ms,cumulative_evaluation_ms,cumulative_ambient_projection_count,cumulative_direction_draw_count,learning_rate,normalized_step_target,nan,diverged,status
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,0,40,0.5,,,89.93371882594774,1.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.76533789560199,0,0,3000.0,,False,False,initial
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,1,40,0.5,0.002649641814909022,0.051474671586218226,,,,,0.0007454289038834563,2.2362867116503686,0.0017088367686636707,0.0018162333853793328,0.00829116459303406,6.530044086955526e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398.0,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,6f5a632f423c873153fdf0dff75122ccad495157958e37addc67e981bad00871,0.29406603425741196,0.8910419419407845,0.2526831813156605,0.6559300236403942,0.14766491949558258,1.364834839478135,0.2537141554057598,3.8599350955337286,0.0,0.0,3.8599350955337286,33.76533789560199,80,40,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,2,40,0.5,0.0024167627723189486,0.049160581488820375,,,,,0.0006774964820179491,2.032489446053847,0.0017050793040436843,0.0013725738679347841,0.005876527945108597,9.139058581623323e-05,3.5653840079794463,31.364932507994244,0.07214998621588009,0.257733283415579,6399.0,e2018f2599c746b51312aa2a884ccfc33e850d4bf8e5a2536d21902a9924f2a3,full_tensor_sha256,cc7a552b0322bae91bbaa163c5d527fb91288350996514b33d302124f43a1248,0.21317997016012669,0.8668291848152876,0.21489989012479782,0.5518100224435329,0.13157608918845654,0.9642250370234251,0.250374898314476,3.1928950920701027,0.0,0.0,7.052830187603831,33.76533789560199,160,80,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,3,40,0.5,0.0022180042961085005,0.04709569296770672,,,,,0.0006948787224474333,2.0846361673422997,0.00135920297295776,0.0017531954335117926,0.008590189972091902,0.00010783155438929504,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6401.0,fd4eea26a066988551d727f3a1a4d63c18fcf6a34b1d996c8c6da4d5212814cd,full_tensor_sha256,7993242b1125280df636ad4efcb2a87af432a4fb335d32539bd954eecaf2675c,0.19637378863990307,0.8588649798184633,0.20509189926087856,0.541997142136097,0.12918608263134956,0.9364008437842131,0.24818209931254387,3.1160968355834484,0.0,0.0,10.16892702318728,33.76533789560199,240,120,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,4,40,0.5,0.0036915684726847283,0.060758279046437186,,,,,0.0008987520094095797,2.696256028228739,0.002255553732696706,0.002979951668706306,0.01783136116945478,8.713653806261524e-05,3.5653840079794468,31.36493250799425,0.07214998621588009,0.257733283415579,6404.0,c78a713a12ea0aa6306544bcac554eb09825343b8ab7c7eccc67eaec031e5820,full_tensor_sha256,e396b41c18859a01f459f2030f2c87373a6b31a87750fd274b6ad01cb9247754,0.1956620253622532,0.8655879646539688,0.20535499788820744,0.5457920487970114,0.12570014223456383,0.9343961719423532,0.24895300157368183,3.1214463524520397,0.0,0.0,13.29037337563932,33.76533789560199,320,160,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,5,40,0.5,0.0024214704410880808,0.0492084387182532,,,,,0.0007234803365994842,2.1704410097984526,0.00149780930425744,0.0018453226582666377,0.010323154909870973,7.262322110501861e-05,3.5653840079794468,31.36493250799425,0.07214998621588009,0.257733283415579,6408.0,7f76ba29d960223849189d5c884b85dd9292f4ae3cc74030c8183ebceac646f8,full_tensor_sha256,7e4ef743ed4e990e9c61334f320c1b49accf84c48e081c4de0997ad848f7b634,0.21392619237303734,0.8577960543334484,0.20623812451958656,0.5165350157767534,0.1261378638446331,0.9809648618102074,0.25348784402012825,3.1550859566777945,0.0,0.0,16.445459332317114,33.76533789560199,400,200,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,6,40,0.5,0.00259636656480755,0.050954553916284555,,,,,0.0007267899260465405,2.1803697781396214,0.0016927776033108751,0.0017588311118537279,0.0089348882673128,4.5020911488108256e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6413.0,65fb08e76fe0cc9848e3b7b218e7be85a822c7ffe70e8004ddd2134fd98ee557,full_tensor_sha256,eb988de699c62943174c6cf119a6edd49b25e04d4c38f84434397307bb60fe6b,0.19015301950275898,0.8619909640401602,0.20472914911806583,0.5343439988791943,0.12737605720758438,0.9674029424786568,0.2500191330909729,3.1360152643173933,0.0,0.0,19.581474596634507,33.76533789560199,480,240,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,7,40,0.5,0.002741090261282238,0.05235542246302896,,,,,0.0007327351871155608,2.198205561346682,0.0018327928478146752,0.0017839860945889278,0.006688999852311934,0.00010558366725979319,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6419.0,a63aaf4d244269680121452d51515bb3ce364c70f4f08afb30fe3d92bf9d8ea8,full_tensor_sha256,b344c9c9b472edb43f87493d69fb2a3c0f0f1cb22eec38085198a8f863f93de6,0.18874905072152615,0.8658498991280794,0.20357687026262283,0.5144889000803232,0.1241911668330431,0.9936720598489046,0.2492999192327261,3.1398278661072254,0.0,0.0,22.721302462741733,33.76533789560199,560,280,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,8,40,0.5,0.001810688709802933,0.042552188073034895,,,,,0.0005831461784741451,1.749438535422435,0.001292472313568516,0.0010061655654007083,0.004950908253856911,0.00010982593650094827,3.5653840079794463,31.364932507994244,0.07214998621588009,0.257733283415579,6426.0,c5902f30be570571cc81df23889669397b7376f616eb01f81097a8a3cbccc937,full_tensor_sha256,538b9e648266d7653d7413235a1dc89e0f4c341f2ccbabce9371c4aa32574fb7,0.21206913515925407,0.8602188900113106,0.20499597303569317,0.5159240681678057,0.14748494140803814,0.940101919695735,0.25247898884117603,3.1332739163190126,0.0,0.0,25.854576379060745,33.76533789560199,640,320,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,9,40,0.5,0.0023686908228011273,0.048669197885327094,,,,,0.000695370338181384,2.0861110145441524,0.0015376522963487975,0.0016119740332638023,0.007179548699413525,0.00011621366933275888,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6434.0,e6c0c67319780ae72d5b65f8d0f235b4892b46091e793c05c4d8ca15e8af5b32,full_tensor_sha256,5209bbe68cebb0b213f453088ee67628fc3f88c89face6a229cb8c7e6d08617f,0.1894028391689062,0.8569429628551006,0.20360806956887245,0.5341651849448681,0.12746197171509266,0.9689137805253267,0.24955696426331997,3.1300517730414867,0.0,0.0,28.984628152102232,33.76533789560199,720,360,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,10,40,0.5,0.00218661419676449,0.04676124674091239,,,,,0.0006656017015482962,1.9968051046448887,0.0014490483963748937,0.00143813340674764,0.007689809055101325,0.00011502311363016231,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6443.0,164bc5ff6805df5f9de60a44d58d272a47549a8b896a95b28ca15402bf7d1443,full_tensor_sha256,c0ed6778917aeaa161b4e94b9d7f58a6d774ace682ece0e76320517d7e58d054,0.18647103570401669,0.8628589566797018,0.20477897487580776,0.5095361266285181,0.12466893531382084,0.9586249943822622,0.2511688508093357,3.098107874393463,0.0,0.0,32.082736026495695,33.76533789560199,800,400,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,resampled_lns_k40_s0p5,resampled,spectral,False,4,6398,11,40,0.5,0.002489320400662037,0.04989308970851612,,,,,0.0007256985196014327,2.1770955588042984,0.0015947611954372797,0.0017534264222084583,0.007963295776720369,8.843381732688527e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6453.0,c0c855c7b1205504594414284466a7a9d4f65025962061f959694dadd8e589fd,full_tensor_sha256,5e6394d515a9521d219991db1b569f29fd1ce0e3eb2007530e65c0fa1589b1c2,0.20319106988608837,0.8608950302004814,0.20492984913289547,0.5061218980699778,0.1348948571830988,0.9332629851996899,0.2524170558899641,3.0957127455621958,0.0,0.0,35.17844877205789,33.76533789560199,880,440,3000.0,,False,False,ok
