dataset,phase,control,method,sampling,aggregation,reference,subject,seed,epoch,k,sigma,training_power_loss,rooted_distance,lew,relative_lew,lew_reduction_pct,gap_closure,raw_gradient_norm,applied_update_norm,mean_h,std_h,max_h,min_h,spectral_entropy,spectral_ess,spectral_max_weight,spectral_top5_weight,bank_seed,bank_hash,bank_hash_kind,target_projection_hash,direction_sampling_ms,source_projection_ms,target_projection_ms,wasserstein_1d_ms,sorting_aggregation_ms,backward_ms,optimizer_update_ms,total_optimization_epoch_ms,one_time_fixed_bank_sampling_ms,one_time_fixed_target_projection_ms,cumulative_optimization_ms,cumulative_evaluation_ms,cumulative_ambient_projection_count,cumulative_direction_draw_count,learning_rate,normalized_step_target,nan,diverged,status
Schirrmeister2017,development,normalized_update,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,0,40,0.5,,,71.12992527977092,1.0,0.0,0.0,,,,,,,,,,,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2610331866890192,0.24494808167219162,0.5059812683612108,30.103846918791533,40,40,,7.3473173386245945,False,False,initial
Schirrmeister2017,development,normalized_update,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,1,40,0.5,0.0013959262673421285,0.03736209666683775,,,,,0.0005299575585685782,7.347317338624594,0.0009425687847558703,0.0008754305637287625,0.003872974746120259,4.790525954117731e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.9224400855600834,0.0,0.6576650775969028,0.146511010825634,1.4661969617009163,0.4369760863482952,3.6297892220318317,0.2610331866890192,0.24494808167219162,4.135770490393043,30.103846918791533,80,40,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,2,40,0.5,0.0006294821433658313,0.02508948272415817,,,,,0.0004280404472795773,7.3473173386245945,0.00027190689638428677,0.0009575545238004572,0.006053620059772861,1.1312738903458152e-06,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8774630259722471,0.0,0.5313088186085224,0.1257790718227625,0.9899269789457321,0.4203449934720993,2.9448228888213634,0.2610331866890192,0.24494808167219162,7.080593379214406,30.103846918791533,120,40,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,3,40,0.5,0.0015995522350785803,0.03999440254683873,,,,,0.0007149959951381739,7.3473173386245945,0.0005814815582863411,0.0031310298676420663,0.02005169569660728,1.2253634960224022e-06,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.865001929923892,0.0,0.505886971950531,0.12033199891448021,0.964178005233407,0.4172688350081444,2.8726677410304546,0.2610331866890192,0.24494808167219162,9.95326112024486,30.103846918791533,160,40,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,4,40,0.5,0.0006961889207642016,0.02638539218515051,,,,,0.00047740143209022755,7.3473173386245945,0.0002439547667883327,0.0014803963900830294,0.009488224920096423,5.211726738099729e-07,3.5653840079794468,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.865172129124403,0.0,0.4945059772580862,0.11933012865483761,0.9708970319479704,0.41652913205325603,2.8664343990385532,0.2610331866890192,0.24494808167219162,12.819695519283414,30.103846918791533,200,40,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,5,40,0.5,0.001617826465003249,0.04022221357662018,,,,,0.0007291432307742026,7.347317338624593,0.0005650724747612591,0.003463376112843406,0.02219348795096543,6.208744089175396e-07,3.5653840079794468,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8632061071693897,0.0,0.5088879261165857,0.12194784358143806,0.9813029319047928,0.41568698361516,2.8910317923873663,0.2610331866890192,0.24494808167219162,15.71072731167078,30.103846918791533,240,40,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,6,40,0.5,0.0007003352756115641,0.026463848465625026,,,,,0.0004798965904613018,7.3473173386245945,0.00024481969458513985,0.001497469847507464,0.009596273566007434,4.642777819134267e-07,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8610771037638187,0.0,0.49526384100317955,0.11810008436441422,0.9339251555502415,0.41375309228897095,2.822119276970625,0.2610331866890192,0.24494808167219162,18.532846588641405,30.103846918791533,280,40,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,7,40,0.5,0.0016188243394668696,0.04023461618391394,,,,,0.0007299412218955271,7.347317338624595,0.0005654251198864612,0.003461129910136379,0.022179528535785895,2.1149484128478866e-07,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8616158738732338,0.0,0.4946659319102764,0.11894991621375084,0.9143890347331762,0.41471002623438835,2.8043307829648256,0.2610331866890192,0.24494808167219162,21.33717737160623,30.103846918791533,320,40,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,8,40,0.5,0.0007003720635136214,0.026464543516063553,,,,,0.00047992648411640775,7.3473173386245945,0.00024499705783521334,0.001495044053705714,0.009581199999791137,3.207141557900713e-07,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8626640774309635,0.0,0.4888479597866535,0.11821999214589596,0.9399279952049255,0.4144220147281885,2.824082039296627,0.2610331866890192,0.24494808167219162,24.161259410902858,30.103846918791533,360,40,,7.3473173386245945,False,False,ok
Schirrmeister2017,development,normalized_update,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,9,40,0.5,0.001618804171370349,0.04023436555197993,,,,,0.0007299418547930108,7.347317338624595,0.0005656060495103278,0.003458066535008537,0.022160434202114374,2.27121357115106e-07,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8617111016064882,0.0,0.4933727905154228,0.12352922931313515,0.959241995587945,0.4170299507677555,2.8548850677907467,0.2610331866890192,0.24494808167219162,27.016144478693604,30.103846918791533,400,40,,7.3473173386245945,False,False,ok
