q,L,repeat,method,estimate,own_metric_reference,error
16,200,3,ebsw_exp,0.39221571238303116,0.3764519859695811,0.01576372641345003
16,200,3,power_ebsw,0.48958820669499603,0.46045034772148125,0.029137858973514785
16,200,3,entropic,0.36386243222244324,0.3521125831997691,0.01174984902267412
16,200,3,evar,0.5247047844797355,0.5168421624452488,0.007862622034486622
16,200,3,cvar,0.5477168934914144,0.5242524329003955,0.02346446059101892
16,200,3,sampled_max,0.8212502046629949,1.1472011535764581,-0.3259509489134632
16,200,4,sw,0.34916794088912406,0.3315254891038292,0.017642451785294888
16,200,4,ebsw_exp,0.450686107445642,0.3764519859695811,0.0742341214760609
16,200,4,power_ebsw,0.5090748482580217,0.46045034772148125,0.048624500536540494
16,200,4,entropic,0.38943074378103204,0.3521125831997691,0.037318160581262916
16,200,4,evar,0.595548891425034,0.5168421624452488,0.07870672897978515
16,200,4,cvar,0.5443461962478896,0.5242524329003955,0.02009376334749413
16,200,4,sampled_max,1.1518068689449394,1.1472011535764581,0.004605715368481311
16,200,5,sw,0.33680548945544164,0.3315254891038292,0.005280000351612468
16,200,5,ebsw_exp,0.40463722390855905,0.3764519859695811,0.028185237938977925
16,200,5,power_ebsw,0.5077245515190143,0.46045034772148125,0.047274203797533054
16,200,5,entropic,0.3676836301048509,0.3521125831997691,0.015571046905081765
16,200,5,evar,0.546055542245044,0.5168421624452488,0.029213379799795214
16,200,5,cvar,0.552187735328947,0.5242524329003955,0.02793530242855158
16,200,5,sampled_max,0.9383143345020292,1.1472011535764581,-0.20888681907442896
16,200,6,sw,0.3280504310977822,0.3315254891038292,-0.0034750580060469716
16,200,6,ebsw_exp,0.35881981552789366,0.3764519859695811,-0.017632170441687467
16,200,6,power_ebsw,0.43488335124182015,0.46045034772148125,-0.025566996479661097
16,200,6,entropic,0.34284381858590857,0.3521125831997691,-0.009268764613860558
16,200,6,evar,0.47768090431775584,0.5168421624452488,-0.03916125812749299
16,200,6,cvar,0.51170132020605,0.5242524329003955,-0.012551112694345501
16,200,6,sampled_max,0.7408412674260872,1.1472011535764581,-0.4063598861503709
16,200,7,sw,0.31820591856071123,0.3315254891038292,-0.013319570543117942
16,200,7,ebsw_exp,0.35430516124985817,0.3764519859695811,-0.022146824719722957
16,200,7,power_ebsw,0.4470040124608842,0.46045034772148125,-0.01344633526059702
16,200,7,entropic,0.3356086403247805,0.3521125831997691,-0.01650394287498863
16,200,7,evar,0.47721670388972764,0.5168421624452488,-0.03962545855552119
16,200,7,cvar,0.5203284145856161,0.5242524329003955,-0.003924018314779398
16,200,7,sampled_max,0.7444538017941967,1.1472011535764581,-0.4027473517822614
16,200,8,sw,0.34512051061293586,0.3315254891038292,0.013595021509106686
16,200,8,ebsw_exp,0.43183334140634494,0.3764519859695811,0.05538135543676381
16,200,8,power_ebsw,0.5233981925067503,0.46045034772148125,0.0629478447852691
16,200,8,entropic,0.38278894303600586,0.3521125831997691,0.030676359836236733
16,200,8,evar,0.5752965202823117,0.5168421624452488,0.058454357837062876
16,200,8,cvar,0.5600560009659388,0.5242524329003955,0.0358035680655433
16,200,8,sampled_max,1.0149324372644724,1.1472011535764581,-0.13226871631198578
16,200,9,sw,0.3055008066949567,0.3315254891038292,-0.026024682408872457
16,200,9,ebsw_exp,0.33541985398263663,0.3764519859695811,-0.0410321319869445
16,200,9,power_ebsw,0.41610602456919615,0.46045034772148125,-0.04434432315228509
16,200,9,entropic,0.3195677481035599,0.3521125831997691,-0.0325448350962092
16,200,9,evar,0.46527781507747207,0.5168421624452488,-0.051564347367776764
16,200,9,cvar,0.4765840403645499,0.5242524329003955,-0.047668392535845594
16,200,9,sampled_max,0.8040773595201751,1.1472011535764581,-0.343123794056283
16,200,10,sw,0.3376213945282845,0.3315254891038292,0.006095905424455317
16,200,10,ebsw_exp,0.38731171713145324,0.3764519859695811,0.01085973116187211
16,200,10,power_ebsw,0.4691196094916696,0.46045034772148125,0.008669261770188341
16,200,10,entropic,0.3600887342780585,0.3521125831997691,0.007976151078289362
16,200,10,evar,0.5281798632838184,0.5168421624452488,0.011337700838569553
16,200,10,cvar,0.5277138220212685,0.5242524329003955,0.003461389120873015
16,200,10,sampled_max,0.9238435124149129,1.1472011535764581,-0.22335764116154522
16,200,11,sw,0.3087985699759381,0.3315254891038292,-0.0227269191278911
16,200,11,ebsw_exp,0.3391642864057624,0.3764519859695811,-0.03728769956381872
16,200,11,power_ebsw,0.42207726389797107,0.46045034772148125,-0.03837308382351018
16,200,11,entropic,0.32325694915265946,0.3521125831997691,-0.02885563404710967
16,200,11,evar,0.4632027973285939,0.5168421624452488,-0.05363936511665496
16,200,11,cvar,0.48506224318659336,0.5242524329003955,-0.039190189713802115
16,200,11,sampled_max,0.731725499701482,1.1472011535764581,-0.4154756538749761
16,200,12,sw,0.3286101273743125,0.3315254891038292,-0.0029153617295166745
16,200,12,ebsw_exp,0.36380357099869953,0.3764519859695811,-0.012648414970881594
16,200,12,power_ebsw,0.44465071877737067,0.46045034772148125,-0.015799628944110577
16,200,12,entropic,0.3453493272044803,0.3521125831997691,-0.006763255995288819
16,200,12,evar,0.4883371753839426,0.5168421624452488,-0.02850498706130622
16,200,12,cvar,0.5169861890435868,0.5242524329003955,-0.00726624385680863
16,200,12,sampled_max,0.7802916171455808,1.1472011535764581,-0.3669095364308773
16,200,13,sw,0.35827865844666806,0.3315254891038292,0.02675316934283889
16,200,13,ebsw_exp,0.4269835977816925,0.3764519859695811,0.050531611812111354
16,200,13,power_ebsw,0.524004182557329,0.46045034772148125,0.0635538348358477
16,200,13,entropic,0.39022501155929296,0.3521125831997691,0.03811242835952383
16,200,13,evar,0.5602185499657034,0.5168421624452488,0.043376387520454585
16,200,13,cvar,0.5904107893342797,0.5242524329003955,0.06615835643388424
16,200,13,sampled_max,0.909937199996652,1.1472011535764581,-0.23726395357980612
16,200,14,sw,0.3375336937610338,0.3315254891038292,0.006008204657204641
16,200,14,ebsw_exp,0.4226907947310783,0.3764519859695811,0.04623880876149716
16,200,14,power_ebsw,0.5167473304934399,0.46045034772148125,0.05629698277195866
16,200,14,entropic,0.37428454245175585,0.3521125831997691,0.022171959251986728
16,200,14,evar,0.5693160762727862,0.5168421624452488,0.05247391382753741
16,200,14,cvar,0.5491379065954962,0.5242524329003955,0.024885473695100746
16,200,14,sampled_max,1.0529989609829493,1.1472011535764581,-0.09420219259350882
16,200,15,sw,0.3407269013386681,0.3315254891038292,0.009201412234838946
16,200,15,ebsw_exp,0.4311901532410989,0.3764519859695811,0.05473816727151776
16,200,15,power_ebsw,0.5247355053746254,0.46045034772148125,0.06428515765314419
16,200,15,entropic,0.37957003200055045,0.3521125831997691,0.027457448800781326
16,200,15,evar,0.5768591291101242,0.5168421624452488,0.060016966664875326
16,200,15,cvar,0.5612605163614286,0.5242524329003955,0.037008083461033126
16,200,15,sampled_max,1.0776496915482339,1.1472011535764581,-0.06955146202822426
16,500,0,sw,0.334646144278383,0.3315254891038292,0.0031206551745538436
16,500,0,ebsw_exp,0.383913151264685,0.3764519859695811,0.007461165295103878
16,500,0,power_ebsw,0.4699284405793522,0.46045034772148125,0.009478092857870934
16,500,0,entropic,0.35710825458074424,0.3521125831997691,0.00499567138097512
16,500,0,evar,0.524850806301158,0.5168421624452488,0.008008643855909159
16,500,0,cvar,0.53101575116944,0.5242524329003955,0.006763318269044527
16,500,0,sampled_max,0.9836720605635305,1.1472011535764581,-0.16352909301292762
16,500,1,sw,0.3372401139257353,0.3315254891038292,0.0057146248219061
16,500,1,ebsw_exp,0.389138586975089,0.3764519859695811,0.012686601005507891
16,500,1,power_ebsw,0.4772367422491742,0.46045034772148125,0.016786394527692927
16,500,1,entropic,0.36095757177176574,0.3521125831997691,0.008844988571996615
16,500,1,evar,0.5291965882259376,0.5168421624452488,0.012354425780688794
16,500,1,cvar,0.5401014754202688,0.5242524329003955,0.01584904251987329
16,500,1,sampled_max,0.9757420169081105,1.1472011535764581,-0.17145913666834767
16,500,2,sw,0.3256926313004702,0.3315254891038292,-0.0058328578033589595
16,500,2,ebsw_exp,0.3613442269159778,0.3764519859695811,-0.015107759053603342
16,500,2,power_ebsw,0.44270209977753816,0.46045034772148125,-0.017748247943943085
16,500,2,entropic,0.34252228494391407,0.3521125831997691,-0.009590298255855056
16,500,2,evar,0.489896660332369,0.5168421624452488,-0.026945502112879827
16,500,2,cvar,0.514884843526194,0.5242524329003955,-0.009367589374201457
16,500,2,sampled_max,0.8327230171732863,1.1472011535764581,-0.3144781364031718
16,500,3,sw,0.33955015974398883,0.3315254891038292,0.008024670640159659
16,500,3,ebsw_exp,0.3863155805978705,0.3764519859695811,0.009863594628289396
16,500,3,power_ebsw,0.46813057369459204,0.46045034772148125,0.007680225973110799
16,500,3,entropic,0.36100000320528364,0.3521125831997691,0.008887420005514512
16,500,3,evar,0.5245130435242259,0.5168421624452488,0.007670881078977065
16,500,3,cvar,0.534293888523883,0.5242524329003955,0.010041455623487572
16,500,3,sampled_max,0.9776707852073773,1.1472011535764581,-0.16953036836908086
16,500,4,sw,0.33486370132888177,0.3315254891038292,0.0033382122250525947
16,500,4,ebsw_exp,0.37946765432837276,0.3764519859695811,0.0030156683587916344
16,500,4,power_ebsw,0.4693375015732546,0.46045034772148125,0.008887153851773355
16,500,4,entropic,0.3559068807926668,0.3521125831997691,0.0037942975928976774
16,500,4,evar,0.5099508835472482,0.5168421624452488,-0.0068912788980006745
16,500,4,cvar,0.539345051116989,0.5242524329003955,0.015092618216593578
16,500,4,sampled_max,0.8426196856408368,1.1472011535764581,-0.30458146793562135
16,500,5,sw,0.3272971581654303,0.3315254891038292,-0.004228330938398861
16,500,5,ebsw_exp,0.3558695650790744,0.3764519859695811,-0.020582420890506714
16,500,5,power_ebsw,0.42728599300411263,0.46045034772148125,-0.033164354717368616
16,500,5,entropic,0.3409927408776814,0.3521125831997691,-0.011119842322087736
16,500,5,evar,0.4748487682860685,0.5168421624452488,-0.04199339415918035
16,500,5,cvar,0.5006411658207404,0.5242524329003955,-0.023611267079655107
16,500,5,sampled_max,0.8028824529205754,1.1472011535764581,-0.34431870065588277
16,500,6,sw,0.3319007694218273,0.3315254891038292,0.0003752803179981057
16,500,6,ebsw_exp,0.37575283625341793,0.3764519859695811,-0.0006991497161631943
16,500,6,power_ebsw,0.4639891435598234,0.46045034772148125,0.003538795838342157
16,500,6,entropic,0.35243677538063883,0.3521125831997691,0.000324192180869709
16,500,6,evar,0.5084470764868929,0.5168421624452488,-0.008395085958355919
16,500,6,cvar,0.5297070066103298,0.5242524329003955,0.005454573709934296
16,500,6,sampled_max,0.8790269191919435,1.1472011535764581,-0.2681742343845146
16,500,7,sw,0.3335569503057485,0.3315254891038292,0.0020314612019193268
16,500,7,ebsw_exp,0.38066138236179703,0.3764519859695811,0.004209396392215903
16,500,7,power_ebsw,0.47037344205596227,0.46045034772148125,0.00992309433448102
16,500,7,entropic,0.35547310346528355,0.3521125831997691,0.0033605202655144217
16,500,7,evar,0.5154673886160241,0.5168421624452488,-0.0013747738292246847
16,500,7,cvar,0.5325256009593269,0.5242524329003955,0.008273168058931413
16,500,7,sampled_max,0.8744650016928196,1.1472011535764581,-0.27273615188363853
16,500,8,sw,0.33026269648900447,0.3315254891038292,-0.0012627926148247037
16,500,8,ebsw_exp,0.37988773512923696,0.3764519859695811,0.003435749159655832
16,500,8,power_ebsw,0.47119061844748666,0.46045034772148125,0.010740270726005419
16,500,8,entropic,0.3531051285021095,0.3521125831997691,0.0009925453023403863
16,500,8,evar,0.5178452117949591,0.5168421624452488,0.0010030493497102944
16,500,8,cvar,0.5254470714602613,0.5242524329003955,0.0011946385598657905
16,500,8,sampled_max,0.865779950358268,1.1472011535764581,-0.2814212032181901
16,500,9,sw,0.3302428014535824,0.3315254891038292,-0.00128268765024675
16,500,9,ebsw_exp,0.3753390456734462,0.3764519859695811,-0.001112940296134901
16,500,9,power_ebsw,0.46799712646905517,0.46045034772148125,0.007546778747573923
16,500,9,entropic,0.35146028847072547,0.3521125831997691,-0.0006522947290436565
16,500,9,evar,0.5078296165796276,0.5168421624452488,-0.00901254586562128
16,500,9,cvar,0.5349463107009016,0.5242524329003955,0.010693877800506124
16,500,9,sampled_max,0.8756612619303416,1.1472011535764581,-0.2715398916461166
16,500,10,sw,0.32928753154009816,0.3315254891038292,-0.002237957563731019
16,500,10,ebsw_exp,0.39739682234075857,0.3764519859695811,0.020944836371177444
16,500,10,power_ebsw,0.4850530945668489,0.46045034772148125,0.024602746845367673
16,500,10,entropic,0.35844658527159823,0.3521125831997691,0.0063340020718291035
16,500,10,evar,0.550579741155374,0.5168421624452488,0.03373757871012517
16,500,10,cvar,0.5284117796991794,0.5242524329003955,0.004159346798783936
16,500,10,sampled_max,1.1135625854984912,1.1472011535764581,-0.033638568077966946
16,500,11,sw,0.33344126840215776,0.3315254891038292,0.0019157792983285904
16,500,11,ebsw_exp,0.37812506914149924,0.3764519859695811,0.0016730831719181105
16,500,11,power_ebsw,0.46258636274006715,0.46045034772148125,0.0021360150185859017
16,500,11,entropic,0.35406855371737195,0.3521125831997691,0.001955970517602823
16,500,11,evar,0.5154069201975403,0.5168421624452488,-0.0014352422477085236
16,500,11,cvar,0.5247994466086892,0.5242524329003955,0.0005470137082936866
16,500,11,sampled_max,0.9541822494337701,1.1472011535764581,-0.19301890414268807
16,500,12,sw,0.3411345652900793,0.3315254891038292,0.00960907618625012
16,500,12,ebsw_exp,0.41768220451338706,0.3764519859695811,0.04123021854380593
16,500,12,power_ebsw,0.5032122506673946,0.46045034772148125,0.042761902945913366
16,500,12,entropic,0.373924010959396,0.3521125831997691,0.021811427759626856
16,500,12,evar,0.5666320121004775,0.5168421624452488,0.0497898496552287
16,500,12,cvar,0.5521770937846475,0.5242524329003955,0.02792466088425205
16,500,12,sampled_max,1.126958083143023,1.1472011535764581,-0.020243070433435095
16,500,13,sw,0.32820362358469934,0.3315254891038292,-0.0033218655191298296
16,500,13,ebsw_exp,0.38147062070492704,0.3764519859695811,0.005018634735345917
16,500,13,power_ebsw,0.46809514276831266,0.46045034772148125,0.00764479504683141
16,500,13,entropic,0.35189442196958437,0.3521125831997691,-0.00021816123018475464
16,500,13,evar,0.5283126313294891,0.5168421624452488,0.011470468884240304
16,500,13,cvar,0.5199937184350064,0.5242524329003955,-0.004258714465389057
16,500,13,sampled_max,0.9900788724521435,1.1472011535764581,-0.1571222811243146
16,500,14,sw,0.3362879198525248,0.3315254891038292,0.004762430748695645
16,500,14,ebsw_exp,0.3936742080225927,0.3764519859695811,0.01722222205301155
16,500,14,power_ebsw,0.4788369020011841,0.46045034772148125,0.01838655427970287
16,500,14,entropic,0.3618512454479553,0.3521125831997691,0.009738662248186203
16,500,14,evar,0.5376615902993619,0.5168421624452488,0.02081942785411306
16,500,14,cvar,0.5250433951373411,0.5242524329003955,0.0007909622369456359
16,500,14,sampled_max,0.9762759035191926,1.1472011535764581,-0.17092525005726555
16,500,15,sw,0.3279213752850762,0.3315254891038292,-0.003604113818752974
16,500,15,ebsw_exp,0.393384115099529,0.3764519859695811,0.016932129129947848
16,500,15,power_ebsw,0.4836179489799406,0.46045034772148125,0.023167601258459347
16,500,15,entropic,0.3562431845893717,0.3521125831997691,0.004130601389602584
16,500,15,evar,0.545935500704918,0.5168421624452488,0.0290933382596692
16,500,15,cvar,0.5298625943658652,0.5242524329003955,0.005610161465469776
16,500,15,sampled_max,1.0975981444302705,1.1472011535764581,-0.04960300914618765
16,1000,0,sw,0.32816602144193346,0.3315254891038292,-0.0033594676618957098
16,1000,0,ebsw_exp,0.3688274754496397,0.3764519859695811,-0.007624510519941452
16,1000,0,power_ebsw,0.45335075479399745,0.46045034772148125,-0.0070995929274838
16,1000,0,entropic,0.3471194457561392,0.3521125831997691,-0.004993137443629947
16,1000,0,evar,0.502844384297654,0.5168421624452488,-0.013997778147594842
16,1000,0,cvar,0.5197595765167229,0.5242524329003955,-0.004492856383672583
16,1000,0,sampled_max,0.896231593344063,1.1472011535764581,-0.25096956023239514
16,1000,1,sw,0.32828959931590096,0.3315254891038292,-0.0032358897879282145
16,1000,1,ebsw_exp,0.3712957066942849,0.3764519859695811,-0.005156279275296216
16,1000,1,power_ebsw,0.4537331154762643,0.46045034772148125,-0.00671723224521692
16,1000,1,entropic,0.3479357362355376,0.3521125831997691,-0.00417684696423154
16,1000,1,evar,0.5123173808476683,0.5168421624452488,-0.004524781597580518
16,1000,1,cvar,0.5181423445403845,0.5242524329003955,-0.0061100883600109235
16,1000,1,sampled_max,1.010774089565139,1.1472011535764581,-0.1364270640113192
16,1000,2,sw,0.3381900042478544,0.3315254891038292,0.006664515144025218
16,1000,2,ebsw_exp,0.3917422228758015,0.3764519859695811,0.015290236906220389
16,1000,2,power_ebsw,0.4755296375051449,0.46045034772148125,0.01507928978366363
16,1000,2,entropic,0.3621623725430382,0.3521125831997691,0.010049789343269055
16,1000,2,evar,0.537496755916472,0.5168421624452488,0.020654593471223115
16,1000,2,cvar,0.5370274809237018,0.5242524329003955,0.012775048023306312
16,1000,2,sampled_max,1.0949418515026628,1.1472011535764581,-0.052259302073795366
16,1000,3,sw,0.3387901914700511,0.3315254891038292,0.007264702366221953
16,1000,3,ebsw_exp,0.38892969142650274,0.3764519859695811,0.012477705456921617
16,1000,3,power_ebsw,0.47250332749303525,0.46045034772148125,0.012052979771554007
16,1000,3,entropic,0.361574809598273,0.3521125831997691,0.009462226398503859
16,1000,3,evar,0.5298167327200897,0.5168421624452488,0.012974570274840835
16,1000,3,cvar,0.5357451355925247,0.5242524329003955,0.011492702692129209
16,1000,3,sampled_max,1.0059111052464127,1.1472011535764581,-0.14129004833004544
16,1000,4,sw,0.33240299688280245,0.3315254891038292,0.0008775077789732744
16,1000,4,ebsw_exp,0.3774743741863218,0.3764519859695811,0.0010223882167406662
16,1000,4,power_ebsw,0.46459697485505236,0.46045034772148125,0.0041466271335711125
16,1000,4,entropic,0.3533283393068765,0.3521125831997691,0.0012157561071073908
16,1000,4,evar,0.5130114074461731,0.5168421624452488,-0.003830754999075703
16,1000,4,cvar,0.5297157314295606,0.5242524329003955,0.0054632985291651615
16,1000,4,sampled_max,0.9352542573514827,1.1472011535764581,-0.21194689622497542
16,1000,5,sw,0.32248305654800874,0.3315254891038292,-0.009042432555820434
16,1000,5,ebsw_exp,0.3608402701712381,0.3764519859695811,-0.015611715798343029
16,1000,5,power_ebsw,0.4441400474111655,0.46045034772148125,-0.016310300310315773
16,1000,5,entropic,0.34028886397244656,0.3521125831997691,-0.01182371922732256
16,1000,5,evar,0.49741477298567255,0.5168421624452488,-0.019427389459576283
16,1000,5,cvar,0.5101628737563064,0.5242524329003955,-0.014089559144089048
16,1000,5,sampled_max,0.9626082984944403,1.1472011535764581,-0.18459285508201784
16,1000,6,sw,0.32806913397404364,0.3315254891038292,-0.0034563551297855377
16,1000,6,ebsw_exp,0.3766321689405637,0.3764519859695811,0.00018018297098260083
16,1000,6,power_ebsw,0.4623888184925861,0.46045034772148125,0.001938470771104872
16,1000,6,entropic,0.35000168598395864,0.3521125831997691,-0.002110897215810481
16,1000,6,evar,0.5198516506910679,0.5168421624452488,0.0030094882458190364
16,1000,6,cvar,0.5166139207335646,0.5242524329003955,-0.007638512166830869
16,1000,6,sampled_max,0.9874953327787429,1.1472011535764581,-0.15970582079771523
16,1000,7,sw,0.3318039368133953,0.3315254891038292,0.00027844770956614306
16,1000,7,ebsw_exp,0.3789945212957296,0.3764519859695811,0.002542535326148454
16,1000,7,power_ebsw,0.4665822415867291,0.46045034772148125,0.006131893865247873
16,1000,7,entropic,0.3534997723903028,0.3521125831997691,0.0013871891905336553
16,1000,7,evar,0.5183795992688743,0.5168421624452488,0.0015374368236255043
16,1000,7,cvar,0.5290121687749733,0.5242524329003955,0.004759735874577786
16,1000,7,sampled_max,0.9987371112101077,1.1472011535764581,-0.14846404236635047
16,1000,8,sw,0.3364449838061314,0.3315254891038292,0.004919494702302241
16,1000,8,ebsw_exp,0.3986033735733659,0.3764519859695811,0.022151387603784767
16,1000,8,power_ebsw,0.48577801928262415,0.46045034772148125,0.025327671561142906
16,1000,8,entropic,0.36382493459376386,0.3521125831997691,0.011712351393994735
16,1000,8,evar,0.5462883280566263,0.5168421624452488,0.029446165611377473
16,1000,8,cvar,0.5368578159988808,0.5242524329003955,0.012605383098485357
16,1000,8,sampled_max,1.0976741705972424,1.1472011535764581,-0.04952698297921576
16,1000,9,sw,0.32720373781448603,0.3315254891038292,-0.004321751289343145
16,1000,9,ebsw_exp,0.3689102758138788,0.3764519859695811,-0.007541710155702319
16,1000,9,power_ebsw,0.45588397210739906,0.46045034772148125,-0.004566375614082185
16,1000,9,entropic,0.3466792161203375,0.3521125831997691,-0.00543336707943165
16,1000,9,evar,0.5024927452217767,0.5168421624452488,-0.01434941722347216
16,1000,9,cvar,0.51952259758175,0.5242524329003955,-0.004729835318645459
16,1000,9,sampled_max,0.9060031875634802,1.1472011535764581,-0.24119796601297794
16,1000,10,sw,0.3399947482735416,0.3315254891038292,0.008469259169712418
16,1000,10,ebsw_exp,0.3877177092910345,0.3764519859695811,0.01126572332145337
16,1000,10,power_ebsw,0.47369297705301294,0.46045034772148125,0.013242629331531697
16,1000,10,entropic,0.3621366214116319,0.3521125831997691,0.010024038211862762
16,1000,10,evar,0.5229155367148127,0.5168421624452488,0.0060733742695638915
16,1000,10,cvar,0.5422995369665592,0.5242524329003955,0.01804710406616372
16,1000,10,sampled_max,0.9625990641072102,1.1472011535764581,-0.18460208946924794
16,1000,11,sw,0.3324361854407161,0.3315254891038292,0.0009106963368869514
16,1000,11,ebsw_exp,0.3774614081126541,0.3764519859695811,0.00100942214307298
16,1000,11,power_ebsw,0.4637734691522252,0.46045034772148125,0.0033231214307439805
16,1000,11,entropic,0.35326458674691935,0.3521125831997691,0.0011520035471502266
16,1000,11,evar,0.5148589556094475,0.5168421624452488,-0.001983206835801332
16,1000,11,cvar,0.5303003542079426,0.5242524329003955,0.006047921307547166
16,1000,11,sampled_max,0.9805523398046567,1.1472011535764581,-0.1666488137718014
16,1000,12,sw,0.3371276214403888,0.3315254891038292,0.005602132336559651
16,1000,12,ebsw_exp,0.38057525843348583,0.3764519859695811,0.004123272463904704
16,1000,12,power_ebsw,0.4665253357863498,0.46045034772148125,0.006074988064868558
16,1000,12,entropic,0.3575502859053039,0.3521125831997691,0.005437702705534786
16,1000,12,evar,0.5119779565694331,0.5168421624452488,-0.004864205875815708
16,1000,12,cvar,0.5386988211934287,0.5242524329003955,0.014446388293033241
16,1000,12,sampled_max,0.9225639462125869,1.1472011535764581,-0.22463720736387127
16,1000,13,sw,0.33821755877451826,0.3315254891038292,0.0066920696706890825
16,1000,13,ebsw_exp,0.40407978067576716,0.3764519859695811,0.027627794706186037
16,1000,13,power_ebsw,0.4904782167854245,0.46045034772148125,0.03002786906394328
16,1000,13,entropic,0.36701446680401245,0.3521125831997691,0.014901883604243327
16,1000,13,evar,0.5518937488321858,0.5168421624452488,0.03505158638693695
16,1000,13,cvar,0.540617824830708,0.5242524329003955,0.0163653919303125
16,1000,13,sampled_max,1.093302569269427,1.1472011535764581,-0.053898584307031205
16,1000,14,sw,0.34142478551597816,0.3315254891038292,0.009899296412148983
16,1000,14,ebsw_exp,0.39173018976278146,0.3764519859695811,0.015278203793200329
16,1000,14,power_ebsw,0.48184724663386314,0.46045034772148125,0.02139689891238189
16,1000,14,entropic,0.3648948871045272,0.3521125831997691,0.012782303904758097
16,1000,14,evar,0.5260070067536808,0.5168421624452488,0.009164844308432007
16,1000,14,cvar,0.5478248915901317,0.5242524329003955,0.02357245868973623
16,1000,14,sampled_max,0.9624040839527996,1.1472011535764581,-0.1847970696236585
16,1000,15,sw,0.33298123118430484,0.3315254891038292,0.0014557420804756638
16,1000,15,ebsw_exp,0.3762146819971143,0.3764519859695811,-0.0002373039724668513
16,1000,15,power_ebsw,0.45849394477109046,0.46045034772148125,-0.00195640295039079
16,1000,15,entropic,0.3529088386595188,0.3521125831997691,0.0007962554597496507
16,1000,15,evar,0.5134593920313076,0.5168421624452488,-0.003382770413941194
16,1000,15,cvar,0.5242450780106748,0.5242524329003955,-7.3548897207009745e-06
16,1000,15,sampled_max,0.9786042539682903,1.1472011535764581,-0.16859689960816782
64,20,0,sw,0.2713760439072312,0.2648835504947778,0.006492493412453393
64,20,0,ebsw_exp,0.27610318464614325,0.2757123346632149,0.00039084998292837625
64,20,0,power_ebsw,0.30200781695085943,0.3278530404385079,-0.02584522348764845
64,20,0,entropic,0.27374991140857474,0.2701509815203731,0.003598929888201652
64,20,0,evar,0.3285227328865629,0.37414112682347095,-0.04561839393690803
64,20,0,cvar,0.35106846248257595,0.3894610036755006,-0.03839254119292468
64,20,0,sampled_max,0.365825398664535,0.7275421373755846,-0.3617167387110496
64,20,1,sw,0.27217003108875243,0.2648835504947778,0.007286480593974631
64,20,1,ebsw_exp,0.2880881364451643,0.2757123346632149,0.012375801781949414
64,20,1,power_ebsw,0.3578084472483001,0.3278530404385079,0.029955406809792195
64,20,1,entropic,0.27995781642243683,0.2701509815203731,0.009806834902063744
64,20,1,evar,0.39005282921907986,0.37414112682347095,0.015911702395608907
64,20,1,cvar,0.4189318732490599,0.3894610036755006,0.029470869573559266
64,20,1,sampled_max,0.5273529971153286,0.7275421373755846,-0.20018914026025603
64,20,2,sw,0.29291450583429607,0.2648835504947778,0.02803095533951827
64,20,2,ebsw_exp,0.32627552290754036,0.2757123346632149,0.050563188244325485
64,20,2,power_ebsw,0.4263795784771095,0.3278530404385079,0.09852653803860162
64,20,2,entropic,0.3088372314993896,0.2701509815203731,0.038686249979016485
64,20,2,evar,0.45434541490098773,0.37414112682347095,0.08020428807751678
64,20,2,cvar,0.4761577876742197,0.3894610036755006,0.08669678399871905
64,20,2,sampled_max,0.6464374738649418,0.7275421373755846,-0.08110466351064283
64,20,3,sw,0.2741928598131012,0.2648835504947778,0.009309309318323411
64,20,3,ebsw_exp,0.2806406101664531,0.2757123346632149,0.004928275503238211
64,20,3,power_ebsw,0.3132857566544948,0.3278530404385079,-0.014567283784013063
64,20,3,entropic,0.2773981775961924,0.2701509815203731,0.007247196075819307
64,20,3,evar,0.3479355771393029,0.37414112682347095,-0.02620554968416805
64,20,3,cvar,0.37415111932771933,0.3894610036755006,-0.0153098843477813
64,20,3,sampled_max,0.4257978054851717,0.7275421373755846,-0.3017443318904129
64,20,4,sw,0.2994814914287497,0.2648835504947778,0.034597940933971894
64,20,4,ebsw_exp,0.3224266773221234,0.2757123346632149,0.0467143426589085
64,20,4,power_ebsw,0.39928164281680223,0.3278530404385079,0.07142860237829435
64,20,4,entropic,0.3106784282611426,0.2701509815203731,0.040527446740769524
64,20,4,evar,0.43147221291502375,0.37414112682347095,0.057331086091552796
64,20,4,cvar,0.47036765389630325,0.3894610036755006,0.08090665022080262
64,20,4,sampled_max,0.5786870414186612,0.7275421373755846,-0.14885509595692337
64,20,5,sw,0.2586177522827562,0.2648835504947778,-0.006265798212021612
64,20,5,ebsw_exp,0.26915488833010337,0.2757123346632149,-0.006557446333111505
64,20,5,power_ebsw,0.3252786680045856,0.3278530404385079,-0.0025743724339222784
64,20,5,entropic,0.2638269330380899,0.2701509815203731,-0.006324048482283184
64,20,5,evar,0.3538479984576684,0.37414112682347095,-0.02029312836580255
64,20,5,cvar,0.40265604044289177,0.3894610036755006,0.013195036767391144
64,20,5,sampled_max,0.4226303839277425,0.7275421373755846,-0.3049117534478421
64,20,6,sw,0.2708115980220491,0.2648835504947778,0.0059280475272713296
64,20,6,ebsw_exp,0.28555163893482627,0.2757123346632149,0.009839304271611393
64,20,6,power_ebsw,0.35403837491608486,0.3278530404385079,0.026185334477576983
64,20,6,entropic,0.27810814949038054,0.2701509815203731,0.00795716797000745
