q,L,repeat,method,estimate,own_metric_reference,error
16,40,9,entropic,0.3473015900983004,0.3521125831997691,-0.004810993101468708
16,40,9,evar,0.489681427941659,0.5168421624452488,-0.027160734503589856
16,40,9,cvar,0.5310263353225372,0.5242524329003955,0.006773902422141709
16,40,9,sampled_max,0.7175502310770804,1.1472011535764581,-0.42965092249937775
16,40,10,sw,0.30204023718869055,0.3315254891038292,-0.02948525191513862
16,40,10,ebsw_exp,0.32149762135466703,0.3764519859695811,-0.0549543646149141
16,40,10,power_ebsw,0.3884321981969484,0.46045034772148125,-0.07201814952453284
16,40,10,entropic,0.3115784752728703,0.3521125831997691,-0.04053410792689882
16,40,10,evar,0.4236245311142979,0.5168421624452488,-0.09321763133095096
16,40,10,cvar,0.46375494789291904,0.5242524329003955,-0.060497485007476426
16,40,10,sampled_max,0.5770774266584955,1.1472011535764581,-0.5701237269179626
16,40,11,sw,0.33429300641421655,0.3315254891038292,0.0027675173103873796
16,40,11,ebsw_exp,0.4178228679529521,0.3764519859695811,0.041370881983370966
16,40,11,power_ebsw,0.5216310249645074,0.46045034772148125,0.06118067724302617
16,40,11,entropic,0.37125216218273105,0.3521125831997691,0.019139578982961925
16,40,11,evar,0.5615990968039067,0.5168421624452488,0.04475693435865791
16,40,11,cvar,0.5424834653053117,0.5242524329003955,0.018231032404916192
16,40,11,sampled_max,0.9035673374980592,1.1472011535764581,-0.24363381607839896
16,40,12,sw,0.35275338758472186,0.3315254891038292,0.021227898480892682
16,40,12,ebsw_exp,0.41071781677157454,0.3764519859695811,0.03426583080199341
16,40,12,power_ebsw,0.5034571765884626,0.46045034772148125,0.04300682886698132
16,40,12,entropic,0.3798605926662285,0.3521125831997691,0.02774800946645939
16,40,12,evar,0.5431928101422054,0.5168421624452488,0.02635064769695661
16,40,12,cvar,0.5671305461719833,0.5242524329003955,0.04287811327158786
16,40,12,sampled_max,0.8239790547909933,1.1472011535764581,-0.3232220987854648
16,40,13,sw,0.35256073354398776,0.3315254891038292,0.021035244440158585
16,40,13,ebsw_exp,0.3998016195233027,0.3764519859695811,0.02334963355372155
16,40,13,power_ebsw,0.4789510168793572,0.46045034772148125,0.01850066915787596
16,40,13,entropic,0.3746161436269654,0.3521125831997691,0.022503560427196256
16,40,13,evar,0.5288892119094447,0.5168421624452488,0.01204704946419588
16,40,13,cvar,0.5511168999069314,0.5242524329003955,0.026864467006535886
16,40,13,sampled_max,0.7889871619480574,1.1472011535764581,-0.35821399162840073
16,40,14,sw,0.30190160215395256,0.3315254891038292,-0.02962388694987661
16,40,14,ebsw_exp,0.3234363524857619,0.3764519859695811,-0.05301563348381921
16,40,14,power_ebsw,0.3935189615934152,0.46045034772148125,-0.06693138612806604
16,40,14,entropic,0.3123313797394262,0.3521125831997691,-0.03978120346034292
16,40,14,evar,0.43441085713648314,0.5168421624452488,-0.08243130530876569
16,40,14,cvar,0.46264913646906913,0.5242524329003955,-0.06160329643132634
16,40,14,sampled_max,0.6298776624859076,1.1472011535764581,-0.5173234910905505
16,40,15,sw,0.3246019752813911,0.3315254891038292,-0.006923513822438054
16,40,15,ebsw_exp,0.3535003597464924,0.3764519859695811,-0.022951626223088717
16,40,15,power_ebsw,0.42893501741560053,0.46045034772148125,-0.03151533030588072
16,40,15,entropic,0.3385845911245905,0.3521125831997691,-0.01352799207517863
16,40,15,evar,0.467263074185048,0.5168421624452488,-0.049579088260200854
16,40,15,cvar,0.5064257483637362,0.5242524329003955,-0.017826684536659254
16,40,15,sampled_max,0.646181503063652,1.1472011535764581,-0.5010196505128062
16,100,0,sw,0.33447060514291577,0.3315254891038292,0.0029451160390865927
16,100,0,ebsw_exp,0.3695701498885051,0.3764519859695811,-0.006881836081076009
16,100,0,power_ebsw,0.4498868727218444,0.46045034772148125,-0.010563474999636835
16,100,0,entropic,0.3513347995263946,0.3521125831997691,-0.0007777836733744992
16,100,0,evar,0.48984018894305575,0.5168421624452488,-0.027001973502193077
16,100,0,cvar,0.5284028680781648,0.5242524329003955,0.004150435177769363
16,100,0,sampled_max,0.7358714331736024,1.1472011535764581,-0.41132972040285576
16,100,1,sw,0.3256039168951763,0.3315254891038292,-0.005921572208652859
16,100,1,ebsw_exp,0.3825074846447216,0.3764519859695811,0.0060554986751404916
16,100,1,power_ebsw,0.49570042836094286,0.46045034772148125,0.03525008063946161
16,100,1,entropic,0.3524489551118376,0.3521125831997691,0.0003363719120684783
16,100,1,evar,0.5181815662707735,0.5168421624452488,0.0013394038255246654
16,100,1,cvar,0.5497926795965686,0.5242524329003955,0.025540246696173163
16,100,1,sampled_max,0.8131916374702989,1.1472011535764581,-0.33400951610615925
16,100,2,sw,0.3284932218751221,0.3315254891038292,-0.003032267228707086
16,100,2,ebsw_exp,0.36708392368846854,0.3764519859695811,-0.009368062281112588
16,100,2,power_ebsw,0.4532987829611542,0.46045034772148125,-0.007151564760327023
16,100,2,entropic,0.346803962025642,0.3521125831997691,-0.005308621174127115
16,100,2,evar,0.4946349377125033,0.5168421624452488,-0.022207224732745556
16,100,2,cvar,0.5187871480037226,0.5242524329003955,-0.005465284896672862
16,100,2,sampled_max,0.7708962949739253,1.1472011535764581,-0.3763048586025328
16,100,3,sw,0.34342326819675295,0.3315254891038292,0.011897779092923777
16,100,3,ebsw_exp,0.4123828579307578,0.3764519859695811,0.03593087196117667
16,100,3,power_ebsw,0.5195655040115637,0.46045034772148125,0.059115156290082405
