dataset,phase,control,method,sampling,aggregation,reference,subject,seed,epoch,k,sigma,training_power_loss,rooted_distance,lew,relative_lew,lew_reduction_pct,gap_closure,raw_gradient_norm,applied_update_norm,mean_h,std_h,max_h,min_h,spectral_entropy,spectral_ess,spectral_max_weight,spectral_top5_weight,bank_seed,bank_hash,bank_hash_kind,target_projection_hash,direction_sampling_ms,source_projection_ms,target_projection_ms,wasserstein_1d_ms,sorting_aggregation_ms,backward_ms,optimizer_update_ms,total_optimization_epoch_ms,one_time_fixed_bank_sampling_ms,one_time_fixed_target_projection_ms,cumulative_optimization_ms,cumulative_evaluation_ms,cumulative_ambient_projection_count,cumulative_direction_draw_count,learning_rate,normalized_step_target,nan,diverged,status
Schirrmeister2017,development,raw_sgd_lr3000,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,0,40,0.5,,,71.12992527977092,1.0,0.0,0.0,,,,,,,,,,,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26107486337423325,0.24275295436382294,0.5038278177380562,29.571757884696126,40,40,3000.0,,False,False,initial
Schirrmeister2017,development,raw_sgd_lr3000,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,1,40,0.5,0.0013959262673421285,0.03736209666683775,,,,,0.0005299575585685782,1.5898726757057344,0.0009425687847558703,0.0008754305637287625,0.003872974746120259,4.790525954117731e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.879243016242981,0.0,0.5354408640414476,0.1429880503565073,1.328679034486413,0.24066702462732792,3.127017989754677,0.26107486337423325,0.24275295436382294,3.630845807492733,29.571757884696126,80,40,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,2,40,0.5,0.0007073272456131062,0.026595624557680653,,,,,0.00035845361190576917,1.0753608357173075,0.0005346488904228511,0.00034598553793849956,0.001282087302420185,4.5209477337410044e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8633339311927557,0.0,0.5175138358026743,0.1281839795410633,0.9449201170355082,0.23972801864147186,2.6936798822134733,0.26107486337423325,0.24275295436382294,6.324525689706206,29.571757884696126,120,40,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,3,40,0.5,0.0003945235420254865,0.019862616696334007,,,,,0.00025596861549323524,0.7679058464797057,0.0003239949298480834,0.00015619428399531085,0.0005456615590413461,4.20157549829479e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8617590647190809,0.0,0.5096688400954008,0.1326301135122776,0.9975719731301069,0.23958017118275166,2.741210162639618,0.26107486337423325,0.24275295436382294,9.065735852345824,29.571757884696126,160,40,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,4,40,0.5,0.0002405579182533086,0.01550992966629148,,,,,0.00019809260185104708,0.5942778055531414,0.00020573961569888188,7.822081253143505e-05,0.0003120841138742667,3.915734716104967e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8634261321276426,0.0,0.5122071597725153,0.12181303463876247,0.9205848909914494,0.23711100220680237,2.655142219737172,0.26107486337423325,0.24275295436382294,11.720878072082996,29.571757884696126,200,40,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,5,40,0.5,0.0001486556651820189,0.01219244295381442,,,,,0.00015180617493774543,0.4554185248132363,0.0001330829538392827,3.859704367586092e-05,0.00017677104673782936,3.574685189158306e-05,3.5653840079794468,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8637120481580496,0.0,0.4977169446647167,0.12109708040952682,0.9576780721545219,0.2377498894929886,2.6779540348798037,0.26107486337423325,0.24275295436382294,14.3988321069628,29.571757884696126,240,40,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,6,40,0.5,9.670425035836182e-05,0.009833831926485312,,,,,0.00012153948470240254,0.3646184541072076,8.848475980477357e-05,2.1150510786078922e-05,0.00010981349753300397,3.280897142128144e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8623870089650154,0.0,0.49758097156882286,0.1284389290958643,0.9589139372110367,0.23916689679026604,2.6864877436310053,0.26107486337423325,0.24275295436382294,17.085319850593805,29.571757884696126,280,40,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,7,40,0.5,6.414068702899814e-05,0.008008788112379933,,,,,9.818238181474116e-05,0.29454714544422345,5.944881348326801e-05,1.1882447750556522e-05,7.172767590877615e-05,2.923209725580428e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8615411352366209,0.0,0.5003788974136114,0.12008217163383961,0.9660848882049322,0.23742811754345894,2.685515210032463,0.26107486337423325,0.24275295436382294,19.77083506062627,29.571757884696126,320,40,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,8,40,0.5,4.305394739279999e-05,0.006561550685074374,,,,,7.967257783852836e-05,0.23901773351558506,4.029739991518817e-05,6.645521613066478e-06,4.802124553797186e-05,2.0432826351869416e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8601238951086998,0.0,0.505479983985424,0.12221699580550194,0.9751869365572929,0.23771310225129128,2.70072091370821,0.26107486337423325,0.24275295436382294,22.47155597433448,29.571757884696126,360,40,3000.0,,False,False,ok
Schirrmeister2017,development,raw_sgd_lr3000,fixed_lns_k40_s0p5,fixed,spectral,False,3,6398,9,40,0.5,2.9014866866701055e-05,0.005386544984189871,,,,,6.512445767140366e-05,0.19537337301421095,2.7563916273521642e-05,3.6126941490496298e-06,3.185529166748408e-05,1.5332057614190035e-05,3.5653840079794463,31.36493250799425,0.07214998621588009,0.257733283415579,6398,346310c81af8a1637413a81c7ade937200c1c5f9bdeacce3d835fc535a2a280c,full_tensor_sha256,a105a0c6b90255cafa947209a5b7e9a91a8b1d2aabef77c2e4adddbe15ca8097,0.0,0.8621800225228071,0.0,0.4985281266272068,0.12165587395429611,0.9478970896452665,0.23913499899208546,2.669396111741662,0.26107486337423325,0.24275295436382294,25.14095208607614,29.571757884696126,400,40,3000.0,,False,False,ok
