dataset,subject,seed,method,N_proj,raw_lr,initial_loss,raw_gradient_norm,raw_update_norm,bank_seed,bank_hash
BNCI2014_001,1,6398,resampled_uniform_N500,500,3000.0,0.0045735860696544456,0.0006157676868086306,1.8473030604258918,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a
BNCI2014_001,3,6398,resampled_uniform_N500,500,3000.0,0.009585455706095446,0.0009312279660311677,2.793683898093503,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a
BNCI2014_001,8,6398,resampled_uniform_N500,500,3000.0,0.011082502765155301,0.0009984626354783922,2.9953879064351767,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a
