method,calibration,update,subject,seed,epoch,beta_t,target_rho,ess_over_N,response_ratio,cosine_full_stop,cosine_full_vs_sw,cosine_stop_vs_sw,full_gradient_norm,stop_gradient_norm,sw_gradient_norm,bank_seed,bank_hash,diagnostic_ms
ebsw_full_ess075,ess075,normalized,3,6398,0,24.57904881040331,0.75,0.7499999999863217,1.2352975978000276,0.9422830427248919,0.6925944340287061,0.8906705961572058,0.014719495337746025,0.00690621501836451,0.004755756738614163,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a,56.46924604661763
ebsw_full_ess075,ess075,normalized,3,6398,25,1667.1058921727183,0.75,0.7499999999137881,1.267847966912527,0.9147307241121655,0.4999805018557069,0.798268716419343,0.00844070805446657,0.003988111750747732,0.00281163265825344,6723,a6a2b278d97fda7809fb6952fddfd02497b0c4008e8dcc97c0efe98ec3380f2f,55.39417709223926
ebsw_full_ess075,ess075,normalized,3,6398,50,3124.8429422622935,0.75,0.7499999999035597,0.8102467492235026,0.9389526818122469,0.636061457456009,0.8576039182900468,0.005947007777907751,0.0035557011607710684,0.0027290821852419037,7673,caa9b0e3db8eaa697f19673d40619f7bb8c14f888909b20ce6081e50649e8357,52.23877099342644
ebsw_full_ess075,ess075,normalized,3,6398,100,2764.9103728482883,0.75,0.7499999999130847,1.0683222437478648,0.9209694373739894,0.5463408437975543,0.8218465942690147,0.007099910490577068,0.003706162322451636,0.0027197859930101482,11448,ce329fd37045ede4a896c6d61020267461f81847ac44dc26f0627205426cbfc9,58.20161197334528
ebsw_full_ess075,ess075,normalized,3,6398,200,2737.6366948531168,0.75,0.7499999999355262,1.418663606187594,0.8997049640742135,0.4419495460940955,0.779814387418142,0.008736336585941397,0.003883596925298971,0.0027446637324524837,26498,3d8f838d21d883eb538072f0bf843118586cb6e35b9b47e3532999009f5a7b04,46.021985821425915
ebsw_full_ess075,ess075,normalized,3,6398,300,2842.780467439112,0.75,0.7500000000872644,1.143395951200647,0.9161117908728489,0.5204673322340261,0.810685076543167,0.0074121798195671985,0.0037305005401149253,0.002717386835187902,51548,c81d7780a5938294ea547be4da46f64a45fbda379c105e1edc8392e77976f631,43.25257521122694
ebsw_full_ess075,ess075,normalized,3,6398,400,3217.508925680522,0.75,0.7500000000733369,0.9835157825824727,0.9227768401803269,0.5716365283666408,0.8361034174379438,0.006623851009867655,0.003624217455800818,0.002724767088255392,86598,5caab922f616e19cccc18c579f9477540094e71d80032f8b17323ed9b12a069d,48.31427684985101
ebsw_full_ess075,ess075,normalized,3,6398,500,3698.2534502727294,0.75,0.7500000000812249,0.8267807035117084,0.9360714275804072,0.6243275100008406,0.8539347411317129,0.005993672563890038,0.0035586245579746125,0.0027405598936321974,131648,bf2ff73605a966b3451e54aea708f41710ee1033d75d14d9023e54dbd17958b3,62.42941110394895
