dataset,phase,control,method,family,hierarchical,subject,seed,epoch,k,L,sigma,training_power_loss,rooted_distance,lew,gap_closure_pct,gradient_norm,update_norm,mean_h,std_h,max_h,min_h,spectral_entropy,spectral_ess,spectral_max_weight,spectral_top10_weight,gram_condition,aggregation_seconds,optimization_seconds_cum,evaluation_seconds_cum,cumulative_ambient_projections,learning_rate,normalized_step_target,bank_seed,mix_seed,nan,diverged,status
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,0,40,500,1.0,,,89.9337188259475,0.0,,,,,,,,,,,,,0.0,0.03772278083488345,0,,3.866127438301626,6398,6398,False,False,initial
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,1,40,500,1.0,0.0032036839662779497,0.05660109509786847,,,0.0009347721468143321,3.8661274383016266,0.0014562329460580845,0.0014676371828735164,0.008166869487023285,3.450076696149404e-05,5.716247880429665,188.240737610482,0.03017952124818757,0.1459989447547685,1.3139628712406404,0.0005365270189940929,0.008430492132902145,0.03772278083488345,40,,3.866127438301626,6398,6398,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,2,40,500,1.0,0.005681605420951235,0.07537642483529737,,,0.001303512562869136,3.866127438301626,0.002399808942696855,0.002680090178697983,0.01848132471750187,3.886030548921253e-05,5.716247880429664,188.240737610482,0.03017952124818757,0.1459989447547685,1.288422065410422,0.000525822164490819,0.016680227126926184,0.03772278083488345,80,,3.866127438301626,6399,6399,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,3,40,500,1.0,0.0040818808161205405,0.0638895986536192,,,0.001077371674782608,3.8661274383016266,0.0018501962640182774,0.0018459631069288505,0.01394400709188759,4.266212565303395e-05,5.716247880429665,188.24073761048206,0.03017952124818757,0.1459989447547685,1.2928592733881108,0.0004968279972672462,0.024913699133321643,0.03772278083488345,120,,3.866127438301626,6400,6400,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,4,40,500,1.0,0.0037862046390571506,0.06153214313720229,,,0.001102753955197753,3.866127438301626,0.001618156104144343,0.0017630183906242975,0.011956853207967175,5.52545229612758e-05,5.716247880429664,188.24073761048203,0.03017952124818757,0.1459989447547685,1.3043524108182394,0.0004865739028900862,0.03311489103361964,0.03772278083488345,160,,3.866127438301626,6401,6401,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,5,40,500,1.0,0.0027898082852653534,0.05281863577626133,,,0.0008132320323447703,3.866127438301626,0.0013369529738160649,0.001217647943936676,0.007532403572662087,3.457674040168113e-05,5.716247880429664,188.24073761048206,0.03017952124818757,0.1459989447547685,1.296998935089367,0.000493811909109354,0.041335130808874965,0.03772278083488345,200,,3.866127438301626,6402,6402,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,6,40,500,1.0,0.0030932945300972143,0.05561739413256624,,,0.0010030394330893986,3.866127438301626,0.0013115694662605578,0.0014517511765703853,0.009283801436882948,2.9252711627314097e-05,5.716247880429664,188.240737610482,0.03017952124818757,0.1459989447547685,1.2821628173235904,0.00048271589912474155,0.049382608849555254,0.03772278083488345,240,,3.866127438301626,6403,6403,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,7,40,500,1.0,0.0039000887202431745,0.062450690310381474,,,0.0010628474482344095,3.8661274383016266,0.0017863158263494358,0.0017653599232864024,0.010235852436189834,5.495222360392216e-05,5.716247880429664,188.24073761048203,0.03017952124818757,0.1459989447547685,1.3027205073445884,0.00048801908269524574,0.05750765302218497,0.03772278083488345,280,,3.866127438301626,6404,6404,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,8,40,500,1.0,0.005383072798334849,0.07336942686388417,,,0.0013129154820889276,3.8661274383016258,0.0022516625917181747,0.002537614716542074,0.017186542712275182,6.370165052497242e-05,5.716247880429665,188.240737610482,0.03017952124818757,0.1459989447547685,1.2929311669616415,0.00048006814904510975,0.06570686097256839,0.03772278083488345,320,,3.866127438301626,6405,6405,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,9,40,500,1.0,0.002353687136921391,0.0485148135822595,,,0.0007757399018196131,3.8661274383016258,0.001122069766514915,0.001025073974677894,0.006125730148728097,3.5044603731891816e-05,5.716247880429664,188.24073761048203,0.03017952124818757,0.1459989447547685,1.288589308760135,0.00047623319551348686,0.07385528809390962,0.03772278083488345,360,,3.866127438301626,6406,6406,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,10,40,500,1.0,0.0036934531329459413,0.060773786560868015,,,0.0010907428179236912,3.8661274383016266,0.0016004009871694621,0.0017099096277747498,0.011485344706231127,5.87784286482631e-05,5.716247880429664,188.24073761048203,0.03017952124818757,0.1459989447547685,1.2919341077756434,0.0004878491163253784,0.08206468308344483,0.03772278083488345,400,,3.866127438301626,6407,6407,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,11,40,500,1.0,0.0032368018529625505,0.056892898088975484,,,0.0009584434030855197,3.866127438301626,0.0014507476518258444,0.0014810617817362863,0.008938213178310117,5.3736117732271796e-05,5.716247880429664,188.24073761048203,0.03017952124818757,0.1459989447547685,1.2967718091751435,0.0004818809684365988,0.09023166727274656,0.03772278083488345,440,,3.866127438301626,6408,6408,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,12,40,500,1.0,0.003748555811726381,0.06122545068618426,,,0.0009904272286813893,3.8661274383016266,0.0016427630647765073,0.001723810721654867,0.011165271723697991,6.456068556299546e-05,5.716247880429664,188.24073761048203,0.03017952124818757,0.1459989447547685,1.26579067199851,0.0004836150910705328,0.09844769421033561,0.03772278083488345,480,,3.866127438301626,6409,6409,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,13,40,500,1.0,0.004614615957103649,0.06793096464134489,,,0.0011665144131251524,3.866127438301626,0.001802455147564597,0.0022173437538541073,0.01894580738033587,2.800712782806373e-05,5.716247880429664,188.240737610482,0.03017952124818757,0.1459989447547685,1.3021084749127538,0.0004771400708705187,0.10660589602775872,0.03772278083488345,520,,3.866127438301626,6410,6410,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,14,40,500,1.0,0.003195324582194462,0.056527202143697705,,,0.0009393747660985306,3.866127438301627,0.0014458394683575162,0.0014492819039104642,0.009820830813828042,4.379548918263354e-05,5.716247880429664,188.24073761048203,0.03017952124818757,0.1459989447547685,1.2664989316076776,0.0004723460879176855,0.11479581613093615,0.03772278083488345,560,,3.866127438301626,6411,6411,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,15,40,500,1.0,0.004767558107318819,0.06904750616292249,,,0.0013003877827818275,3.8661274383016266,0.001842366305707463,0.002301531547734408,0.024172780615177098,3.0112615367784092e-05,5.716247880429664,188.24073761048203,0.03017952124818757,0.1459989447547685,1.292267737518039,0.0004837049636989832,0.1229868670925498,0.03772278083488345,600,,3.866127438301626,6412,6412,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,16,40,500,1.0,0.005340756064722793,0.0730804766317434,,,0.0012626716331143838,3.866127438301626,0.0023557772056130963,0.0024581968821583765,0.016258384271418194,4.6048377233979396e-05,5.716247880429664,188.24073761048203,0.03017952124818757,0.1459989447547685,1.2851407039347922,0.0004782509058713913,0.1309914831072092,0.03772278083488345,640,,3.866127438301626,6413,6413,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,17,40,500,1.0,0.00442483605409112,0.06651944117392389,,,0.0011116615032319688,3.866127438301626,0.0018596031163910255,0.002092305183321783,0.012974744584360834,5.338540762336927e-05,5.716247880429665,188.240737610482,0.03017952124818757,0.1459989447547685,1.2872885225804014,0.0004929089918732643,0.13880444318056107,0.03772278083488345,680,,3.866127438301626,6414,6414,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,18,40,500,1.0,0.0035315976949295918,0.05942724707513879,,,0.0009726527732381869,3.866127438301626,0.0015806812961449543,0.001551068332520613,0.01644294444205541,3.434066118810267e-05,5.716247880429664,188.240737610482,0.03017952124818757,0.1459989447547685,1.3084305284172737,0.0004697039257735014,0.14697897108271718,0.03772278083488345,720,,3.866127438301626,6415,6415,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,19,40,500,1.0,0.004001327821116653,0.06325604967998438,,,0.0010658991342034799,3.8661274383016266,0.0016451664312139005,0.0018846882769930475,0.014761532922855149,5.4309159340746284e-05,5.716247880429665,188.240737610482,0.03017952124818757,0.1459989447547685,1.2823109274380153,0.00048441882245242596,0.15518048196099699,0.03772278083488345,760,,3.866127438301626,6416,6416,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,20,40,500,1.0,0.0022575168424838,0.04751333331270076,,,0.0007944331151559339,3.866127438301626,0.0010256939026236842,0.0009992836024487705,0.007781102426160344,5.7013780532158395e-05,5.716247880429664,188.240737610482,0.03017952124818757,0.1459989447547685,1.2867737156801384,0.0004903040826320648,0.16340592899359763,0.03772278083488345,800,,3.866127438301626,6417,6417,False,False,ok
Schirrmeister2017,development,normalized_update,lns_spdhsw_k40_l500_s1,lognormal_spectral,True,4,6398,21,40,500,1.0,0.0029889369924584273,0.05467117149337873,,,0.0009421877626458391,3.866127438301626,0.0013360031020929885,0.0013493721885259366,0.008904708653270983,5.7597097344058566e-05,5.716247880429664,188.24073761048203,0.03017952124818757,0.1459989447547685,1.3258524067964415,0.0004862009081989527,0.17147528496570885,0.03772278083488345,840,,3.866127438301626,6418,6418,False,False,ok
