subject,relative_lew_auc_candidate,relative_lew_auc_spdsw,difference,control,method
1,1.0027927643971442,0.9814588106806879,0.0213339537164563,normalized,evar_k0p1
7,0.8889782970120153,0.8607812606811366,0.028197036330878666,normalized,evar_k0p1
14,0.8490076836457665,0.8245153757108961,0.02449230793487045,normalized,evar_k0p1
