dataset,control,method,family,L,subject,seed,d,n_source,n_target,status,error,lew_initial,lew_final,diverged,optimization_seconds,evaluation_seconds,aggregation_seconds
Schirrmeister2017,normalized,sampled_max_l40,sampled_max,40,14,6398,128,880,160,ok,,490.2453968723957,435.5934922384375,False,1.529381861677393,0.7687299568206072,0.0729967129882174
Schirrmeister2017,normalized,spdsw_l40,sw,40,14,3654,128,880,160,ok,,490.2453968723957,335.24737490761333,False,1.5053348934743551,0.7471218770369887,0.0934841255657117
Schirrmeister2017,normalized,ebsw_exp_default_b1,ebsw_exp,40,14,3654,128,880,160,ok,,490.2453968723957,336.8795789270636,False,1.5767279390711335,0.7548226688522846,0.12987735006024428
Schirrmeister2017,normalized,evar_k0p1,evar,40,14,3654,128,880,160,ok,,490.2453968723957,356.38684542440444,False,2.375622112303972,0.7567687686532736,0.8905137376859538
Schirrmeister2017,normalized,cvar_a0p5,cvar,40,14,3654,128,880,160,ok,,490.2453968723957,347.3981612666226,False,1.5786760600749403,0.7533322998788208,0.16988046141338808
Schirrmeister2017,normalized,sampled_max_l40,sampled_max,40,14,3654,128,880,160,ok,,490.2453968723957,437.6959090526174,False,1.530698096146807,0.7717168293893337,0.0736166432033978
Schirrmeister2017,normalized,spdsw_l40,sw,40,14,1788,128,880,160,ok,,490.2453968723957,334.63891406603784,False,1.4990400457754731,0.7511868516448885,0.09290052275170851
Schirrmeister2017,normalized,ebsw_exp_default_b1,ebsw_exp,40,14,1788,128,880,160,ok,,490.2453968723957,336.2901630250812,False,1.5824412256479263,0.7508175459224731,0.1305374237708499
Schirrmeister2017,normalized,evar_k0p1,evar,40,14,1788,128,880,160,ok,,490.2453968723957,355.9344018038849,False,2.4068515058606863,0.7707984584849328,0.9177612152416008
Schirrmeister2017,normalized,cvar_a0p5,cvar,40,14,1788,128,880,160,ok,,490.2453968723957,346.6686967247796,False,1.5848863690625876,0.7525067257229239,0.1704373997635879
Schirrmeister2017,normalized,sampled_max_l40,sampled_max,40,14,1788,128,880,160,ok,,490.2453968723957,437.9000667648575,False,1.5288661525119096,0.7683105766773224,0.0733081104699267
