subject,relative_lew_auc_candidate,relative_lew_auc_spdsw,difference,control,method
1,0.9989620548633344,0.9814588106806879,0.017503244182646593,normalized,cvar_a0p5
7,0.8853145795486691,0.8607812606811366,0.024533318867532516,normalized,cvar_a0p5
14,0.8373303307546459,0.8245153757108961,0.012814955043749854,normalized,cvar_a0p5
