dataset,method,family,response,calibration,update,subject,seed,epoch,bank_epoch,epochs,N_proj,p,power_objective,rooted_objective,lew,relative_lew,lew_reduction_pct,raw_gradient_norm,applied_update_norm,beta_t,target_rho,ess,ess_over_N,realized_rho_error,weight_entropy,max_weight,top5_mass,top10_mass,solver_status,solver_iterations,bracket_steps,bank_seed,bank_hash,bank_hash_kind,h_hash_epoch0,initial_source_hash,target_hash,direction_sampling_ms,source_projection_ms,target_projection_ms,wasserstein_1d_ms,aggregation_ms,backward_ms,optimizer_update_ms,total_epoch_ms,evaluation_ms,cumulative_optimization_ms,cumulative_evaluation_ms,cumulative_diagnostic_ms,nan,diverged,solver_failure,status
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,0,0,500,500,2,0.030793445397914405,0.1754806125984133,10.270850778196136,1.0,0.0,,0.0,35.40634026629349,0.25,124.99999999166785,0.2499999999833357,-1.666430882174552e-11,5.770361478055131,0.05100609666147377,0.15499060770278456,0.20584886026087917,solved,31,2,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a,full_tensor_sha256,4aa7ff1514751c779014575db386380b85065d507a070c6b109e306a3bfdfbbe,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,,,,,,,,,18.388879019767046,0.0,18.388879019767046,0.0,False,False,False,initial
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,1,0,500,500,2,0.030793445397914405,0.1754806125984133,,,,0.011276832602123548,6.643263837653878,35.40634026629349,0.25,124.99999999166785,0.2499999999833357,-1.666430882174552e-11,5.770361478055131,0.05100609666147377,0.15499060770278456,0.20584886026087917,solved,31,2,6398,2b1b45e4e4a812f6d748c2c175962332f0dbca2acd50b6a4d146c963428b0e9a,full_tensor_sha256,4aa7ff1514751c779014575db386380b85065d507a070c6b109e306a3bfdfbbe,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.5188179202377796,0.38974802009761333,0.3520119935274124,1.116634113714099,2.316395053640008,1.2736429926007986,0.15734415501356125,6.124594248831272,0.0,6.124594248831272,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,2,1,500,500,2,0.024455109719906026,0.15638129594010283,,,,0.011316536772062003,6.666653852001216,42.650752433165835,0.25,124.99999999257747,0.24999999998515496,-1.484504186244351e-11,5.775908914072138,0.04831638393043079,0.15919978945140095,0.19673184621071355,solved,32,2,6399,4c59c11f613225d31f7f98b61959e7575c5511f9a749fff71a191e3208a8cae1,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.3890839871019125,0.3361899871379137,0.36313198506832123,1.0605708230286837,2.9401839710772038,0.7269720081239939,0.17150002531707287,5.987632786855102,0.0,12.112227035686374,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,3,2,500,500,2,0.016266105714096937,0.12753864400289402,,,,0.011472097790725099,6.758295975840009,57.83070683043423,0.25,124.99999998442156,0.24999999996884315,-3.115685487387054e-11,5.8496696995892306,0.07017433206276136,0.1293652816649059,0.1673267516477422,solved,28,3,6401,87d6859fa43dbc057c7206d96a4af671689812819a7e9b4870a4260850be388e,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.38111512549221516,0.3921578172594309,0.31425198540091515,1.0360688902437687,2.6798411272466183,0.7486760150641203,0.15511596575379372,5.707226926460862,0.0,17.819453962147236,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,4,3,500,500,2,0.010785490285824722,0.10385321509623437,,,,0.009949543615402038,5.861348273354127,142.9173226080145,0.25,125.00000002273094,0.2500000000454619,4.546191201271199e-11,5.64396547580115,0.04457255761169882,0.14463050720810527,0.2194326526166609,solved,32,3,6404,25e4bdd77bc6f0e59a3b5e133be99511971c9ed954f20e34384eb96524116bd9,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,1.5658738557249308,0.6819451227784157,0.32248394563794136,0.9629910346120596,2.646882086992264,0.890709925442934,0.16188807785511017,7.232774049043655,0.0,25.05222801119089,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,5,4,500,500,2,0.009449351070674829,0.09720777268652353,,,,0.011922919258726732,7.023878170883793,100.75530464557829,0.25,124.99999997742493,0.24999999995484987,-4.515013363182163e-11,5.840240391469746,0.06967799044361213,0.12971383800839625,0.17636694905216452,solved,32,3,6408,83856b747164a8dd88eeaffee92426f6aa5d3532691bd1b4a78641b2c71350bf,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.4974550101906061,0.3575719892978668,0.32907607965171337,1.0554019827395678,2.903054002672434,0.9601959027349949,0.14239992015063763,6.24515488743782,0.0,31.29738289862871,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,6,5,500,500,2,0.006673405970281583,0.08169091730591341,,,,0.009551793131549184,5.627030579812112,238.89970143339377,0.25,124.9999999715717,0.2499999999431434,-5.685660275922544e-11,5.626552802713343,0.04023735810883869,0.14711072128318997,0.20846971491848681,solved,29,2,6413,47e2c18e24dc57072a8f0abfa7530ba5db6404455691bacc23a60497d1cce59c,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.4182241391390562,0.3155730664730072,0.31801103614270687,0.9284068364650011,2.7798409573733807,1.7576150130480528,0.21588802337646484,6.73355907201767,0.0,38.03094197064638,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,7,6,500,500,2,0.004625268598834935,0.06800932729291574,,,,0.011032905504838545,6.49956461628633,253.13648711838408,0.25,124.99999997487846,0.24999999994975694,-5.024305971268461e-11,5.767006873128629,0.06261363820437268,0.13981474873545624,0.19310327042298991,solved,32,3,6419,5868f6515297be1334f553f9df365ab632d5ef8edf639fb4a7317aedf2fb04dc,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.3791630733758211,0.38060895167291164,0.3169500268995762,1.0386300273239613,2.8669650200754404,0.9529679082334042,0.14653988182544708,6.081824889406562,0.0,44.11276686005294,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,8,7,500,500,2,0.00321350967001533,0.056687826471080456,,,,0.01042989982634452,6.144329599577388,421.6766224761725,0.25,125.0000000432637,0.2500000000865274,8.65273963590596e-11,5.734182486629692,0.0513263572119258,0.14867813644401373,0.20649844349004642,solved,31,3,6426,ab892f114bac21ab0e3c01a4b00e88116c16f5bb1d8ebcdb4502f1ef3d2251f9,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.5501569248735905,0.3559100441634655,0.24858699180185795,1.2200400233268738,2.8837791178375483,0.7481079082936049,0.30244793742895126,6.309028947725892,0.0,50.421795807778835,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,9,8,500,500,2,0.001991263875279571,0.044623579812466535,,,,0.009468330564471671,5.5778621764823155,831.009884593775,0.25,124.99999995861155,0.2499999999172231,-8.277689644842212e-11,5.673788404734903,0.0404822698120501,0.15422614868784573,0.21938055406429358,solved,31,3,6434,5fe6a64c4486fd7e681b8b1ddd6ef9591e6a2da3d152d762c40cbac10dffe005,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.5579621065407991,0.41301408782601357,0.38540991954505444,0.7469360716640949,3.3235361333936453,0.8012300822883844,0.054311007261276245,6.282399408519268,0.0,56.7041952162981,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,10,9,500,500,2,0.0013971203193555465,0.03737807270787977,,,,0.009221966704656723,5.432727440642992,1209.1088080788763,0.25,124.99999997323074,0.2499999999464615,-5.353850696110385e-11,5.699591073046737,0.04499618993855951,0.1604172026950529,0.21699733340498153,solved,32,3,6443,35444c4e0d7cd75f23656a66f28f2cc1de595f106fac6a0f2e925106add1c0ff,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.20705792121589184,0.35514007322490215,0.29052398167550564,0.7126410491764545,2.188099082559347,0.8353509474545717,0.15006703324615955,4.738880088552833,0.0,61.443075304850936,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,11,10,500,500,2,0.001328058018854273,0.03644253035745834,,,,0.009266635255640447,5.45904200785353,1408.9548498443637,0.25,124.99999997467948,0.24999999994935898,-5.06410191558615e-11,5.642707042126794,0.04119534508579968,0.14513699183072737,0.2241325847746682,solved,31,3,6453,d27c394a7d786dc54ee143e9a78e877a467c2c1b1a45486002a71e9dafb0b5ca,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.20167487673461437,0.40226010605692863,0.2922439016401768,0.6074109114706516,1.8051450606435537,0.9552210103720427,0.28429110534489155,4.548246972262859,0.0,65.9913222771138,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,12,11,500,500,2,0.0010074568143271282,0.031740460209756384,,,,0.008847025770899542,5.211847018420868,1867.7601237792655,0.25,124.99999996540804,0.2499999999308161,-6.918390860199963e-11,5.745972103054232,0.06657731993588134,0.12336900837873149,0.17439624958792344,solved,29,3,6464,c9bf8a38de3ced49a95858ecaaca1dfd622ed7f19d8059adcdb03f3897d4c6a5,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.21501397714018822,0.9971780236810446,0.30014803633093834,0.6214568857103586,1.629567937925458,0.7049101404845715,0.15443982556462288,4.622714826837182,0.0,70.61403710395098,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,13,12,500,500,2,0.0009699977898022515,0.031144787522188227,,,,0.009760005317653685,5.749689888086885,1395.7449172714519,0.25,124.9999999898118,0.2499999999796236,-2.0376395015730964e-11,5.842597013587593,0.06881166190934476,0.12837334717729704,0.16128749380189134,solved,32,3,6476,287a07980b0806f18f67df932e981cc954ed0925bb7ccffc99db0617ec3ca6c8,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.19200006499886513,0.5000471137464046,0.30964589677751064,0.6204848177731037,2.079467987641692,1.4227598439902067,0.15344703570008278,5.277852760627866,0.0,75.89188986457884,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,14,13,500,500,2,0.001235913301025775,0.035155558607790245,,,,0.00920743118408893,5.424164460100804,1402.5050248893717,0.25,124.99999999901847,0.24999999999803696,-1.9630408409909705e-12,5.725251724536073,0.05767037659334564,0.13430629126444876,0.1824173879582638,solved,28,3,6489,59cbdb89cd1f3574bb080dc85b023055f9d1d120406e0d4c45da21f97a52426b,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.21266820840537548,0.40680402889847755,0.29378198087215424,0.6054891273379326,1.7248678486794233,0.907067907974124,0.17562787979841232,4.3263069819658995,0.0,80.21819684654474,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,15,14,500,500,2,0.0013642315575269613,0.036935505377982326,,,,0.00944953648040869,5.566790445312526,1218.5425914074926,0.25,124.99999998185848,0.24999999996371697,-3.628303213432105e-11,5.698658855270205,0.051118761892282684,0.14740255186182627,0.2147276388340028,solved,32,3,6503,c994de82f70996dc93117039f800138189c32c180e7f382cc49b30dbd4a10dc1,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.2665810752660036,0.19505899399518967,0.30940910801291466,0.5708169192075729,2.524007810279727,0.7916539907455444,0.06504915654659271,4.722577054053545,0.0,84.94077390059829,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,16,15,500,500,2,0.0010790215317465664,0.03284846315654001,,,,0.009326130040799694,5.494090817100107,1598.5219947644255,0.25,125.00000000741058,0.25000000001482114,1.4821144311838452e-11,5.728481795825726,0.04510324933516847,0.15280182498887518,0.20090599720437471,solved,30,3,6518,aa14e8189ed9091febf681bd8aa1b756cdb2f25b65f195db910aa35cff4f9807,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.2540908753871918,0.35792216658592224,0.3099530003964901,0.7103490643203259,1.9804490730166435,1.9771831575781107,0.1852868590503931,5.775234196335077,0.0,90.71600809693336,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,17,16,500,500,2,0.0010627625919781695,0.032600039754242166,,,,0.009158912278035425,5.39558162080539,1683.895024653179,0.25,124.9999999897925,0.249999999979585,-2.0415003021412303e-11,5.730858179926653,0.0636303661783784,0.1285003189800601,0.18812132041656685,solved,32,3,6534,1c541a573d205dc3c0c1c1ede37e6da5f0e69e1cfea60698b9a26781555e52cb,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.4296218976378441,0.34485384821891785,0.31724199652671814,0.6131089758127928,1.9036210142076015,0.9577919263392687,0.3147609531879425,4.881000611931086,0.0,95.59700870886445,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,18,17,500,500,2,0.001140457139200655,0.03377065500106054,,,,0.008687858470573741,5.1180804079107265,2005.4022459525518,0.25,124.9999999999652,0.2499999999999304,-6.961098364399732e-14,5.584096928380385,0.03286105163682612,0.138928780019768,0.2267524627937722,solved,32,3,6551,6fa29e7018c593da5980dee4279fb8ce8846091ee43a278913fc398805215f96,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.23411307483911514,1.7291940748691559,0.302629079669714,0.5904880817979574,2.5956479366868734,0.7122780662029982,0.14884909614920616,6.31319941021502,0.0,101.91020811907947,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,19,18,500,500,2,0.0010862672951086464,0.03295856937290583,,,,0.008623410516101552,5.080113650713742,1772.6632197117854,0.25,125.00000003203557,0.25000000006407114,6.407113728457148e-11,5.660545698512756,0.04630031362083065,0.14684711144574836,0.22028631058686687,solved,32,3,6569,94dab82fd362cf026b0f4f16e79465b0f3ef4ea1e83c05c233caa020fbef0f28,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.22118794731795788,0.4959499929100275,0.2997848205268383,0.6290299352258444,2.0499429665505886,0.8498660754412413,0.21125911734998226,4.75702085532248,0.0,106.66722897440195,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,20,19,500,500,2,0.0008969015129845035,0.02994831402574281,,,,0.009120084249830376,5.372707747904818,1989.4588994702149,0.25,124.9999999677574,0.2499999999355148,-6.448519496160543e-11,5.720962308079006,0.05718731868930397,0.14426349143399175,0.20706256704803444,solved,32,3,6588,0e6e554e8431dea25620df1e79be8c5e978cf973a4cceb9301a99eca33705da6,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.4431621637195349,0.30718487687408924,0.21516205742955208,0.5359959322959185,1.7103890422731638,0.733894994482398,0.2829148434102535,4.22870391048491,0.0,110.89593288488686,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,21,20,500,500,2,0.0010658811004988207,0.03264783454532354,,,,0.008997562946127318,5.300529559671408,1751.7033527129183,0.25,125.00000001122459,0.25000000002244915,2.2449153647130515e-11,5.6928145559299015,0.05318121729478524,0.14264083448944903,0.19143359476833602,solved,26,3,6608,f5765d4f1f3d7cfcfe76040ada3dcc6e960f0b52f90d8583b7e7bcf8d2a8df47,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.19516609609127045,1.0541491210460663,0.3720661625266075,0.5643661133944988,1.7348288092762232,0.7229179609566927,0.1594678033143282,4.802962066605687,0.0,115.69889495149255,18.388879019767046,0.0,False,False,False,ok
BNCI2014_001,ebsw_stop_ess025,ebsw,stop,ess025,raw_rooted,8,6398,22,21,500,500,2,0.0010826286405559017,0.032903322637021046,,,,0.009957153227348657,5.8658311509179955,1399.2157105924916,0.25,125.0000000189119,0.2500000000378238,3.782379964789584e-11,5.7629272993321266,0.058039768425128625,0.1493555607451718,0.19397342620046182,solved,32,3,6629,def7b9746b73e496b7f4e3323549f67156eb3965c03bac7edd6b525803f8352e,three_row_sha256,,123ea5ce324bb82567913e1514a410f2bb582a6d8528a6ea98fbb2b74646f92c,a789b01b17129967eecd25421cde715dc938f6e3b95b30f735ff978f0882361e,0.2324739471077919,0.5333819426596165,0.3073688130825758,0.5998020060360432,2.0387780386954546,0.7997720967978239,0.1670920755714178,4.678668919950724,0.0,120.37756387144327,18.388879019767046,0.0,False,False,False,ok
