method,seed,control,learning_rate,target_step_norm,epoch,eval_independent_sw,train_power_loss,gradient_norm,update_norm,seconds_cum,diverged
sampled_max,6398,normalized,,0.021952907087918014,40,2.657632049998967,13.774203338951784,1.3121644018067906,0.021952907087918014,0.03924955544061959,False
sampled_max,6398,normalized,,0.021952907087918014,50,2.6304257800038515,13.483835620440852,1.2982601636633184,0.021952907087918014,0.04885037709027529,False
sampled_max,6398,normalized,,0.021952907087918014,60,2.6032291409610124,13.200476548027282,1.2845464446657466,0.021952907087918014,0.05844956007786095,False
sampled_max,6398,normalized,,0.021952907087918014,70,2.5760371001682283,12.923117505195293,1.2709798142179174,0.021952907087918014,0.06799267022870481,False
sampled_max,6398,normalized,,0.021952907087918014,80,2.548845463365929,12.64349435850599,1.2571542446387591,0.02195290708791801,0.07844257587566972,False
sampled_max,6398,normalized,,0.021952907087918014,90,2.521676213498085,12.372125129593702,1.243589820318264,0.021952907087918014,0.08798158192075789,False
sampled_max,6398,normalized,,0.021952907087918014,100,2.494521627157703,,,,0.0965357709210366,False
sw,3654,lr_grid,0.01,,0,3.0007393790825727,8.303447163323177,0.6877611795938254,0.006877611795938254,0.0011158848647028208,False
sw,3654,lr_grid,0.01,,10,2.9918673001278306,9.482612002869878,0.7892598090804513,0.007892598090804514,0.010684993118047714,False
sw,3654,lr_grid,0.01,,20,2.982628140669923,8.81227770683993,0.7335368843868711,0.007335368843868712,0.02001791587099433,False
sw,3654,lr_grid,0.01,,30,2.973797396834851,9.046846204204323,0.7611178960504059,0.00761117896050406,0.029495753347873688,False
sw,3654,lr_grid,0.01,,40,2.9650491484952908,8.53868152897951,0.7185355058502252,0.0071853550585022526,0.038819279288873076,False
sw,3654,lr_grid,0.01,,50,2.9561309435145984,9.220449926064246,0.7796884421528069,0.007796884421528068,0.048216954339295626,False
sw,3654,lr_grid,0.01,,60,2.947284150423969,8.616114959012316,0.7319499298531947,0.0073194992985319484,0.0575931912753731,False
sw,3654,lr_grid,0.01,,70,2.9380565418450617,6.6663862356440315,0.5622384441260455,0.0056223844412604555,0.06692527397535741,False
sw,3654,lr_grid,0.01,,80,2.928950026054013,8.096718362159885,0.6873566911095336,0.0068735669110953366,0.07626950810663402,False
sw,3654,lr_grid,0.01,,90,2.9203318691916396,8.186147308867898,0.6975794751577971,0.0069757947515779704,0.08556288317777216,False
sw,3654,lr_grid,0.01,,100,2.911677342369368,,,,0.09413275122642517,False
sw,3654,lr_grid,0.03,,0,3.0007393790825727,8.303447163323177,0.6877611795938254,0.020632835387814765,0.0011265850625932217,False
sw,3654,lr_grid,0.03,,10,2.974195738673665,9.370915425466906,0.7845484674383834,0.0235364540231515,0.010493423789739609,False
sw,3654,lr_grid,0.03,,20,2.946724626321939,8.602178533616444,0.7245936685162697,0.021737810055488093,0.019770372193306684,False
sw,3654,lr_grid,0.03,,30,2.920628525916498,8.727435259573884,0.747495154185244,0.022424854625557322,0.029196467250585556,False
sw,3654,lr_grid,0.03,,40,2.894930785355966,8.13968953313125,0.7015798710168198,0.021047396130504596,0.03859550761990249,False
sw,3654,lr_grid,0.03,,50,2.868892653909653,8.682481713014282,0.7563818085268323,0.02269145425580497,0.048011102713644505,False
sw,3654,lr_grid,0.03,,60,2.8432240448981796,8.016892998274873,0.705639757340746,0.02116919272022238,0.05736656370572746,False
sw,3654,lr_grid,0.03,,70,2.816616009528159,6.129967436717571,0.5387144679391257,0.01616143403817377,0.06675061769783497,False
sw,3654,lr_grid,0.03,,80,2.7905242602966713,7.351485893023986,0.6545864367225427,0.019637593101676284,0.0760436849668622,False
sw,3654,lr_grid,0.03,,90,2.765982580415836,7.343793861554733,0.6604110697267678,0.019812332091803032,0.08531172783114016,False
sw,3654,lr_grid,0.03,,100,2.741491124682285,,,,0.0936220099683851,False
sw,3654,lr_grid,0.1,,0,3.0007393790825727,8.303447163323177,0.6877611795938254,0.06877611795938256,0.0011288740206509829,False
sw,3654,lr_grid,0.1,,10,2.9130984629917793,8.989865386517732,0.7682011617611088,0.07682011617611088,0.010519601171836257,False
sw,3654,lr_grid,0.1,,20,2.824343616906815,7.905081215222553,0.6943285518367757,0.06943285518367756,0.0198625058401376,False
sw,3654,lr_grid,0.1,,30,2.741842875846756,7.695176890376599,0.7016781199067834,0.07016781199067834,0.02915452909655869,False
sw,3654,lr_grid,0.1,,40,2.66227791556257,6.883903084889239,0.6448658138386567,0.06448658138386568,0.038478744216263294,False
sw,3654,lr_grid,0.1,,50,2.5833630119064654,7.034758770716719,0.6799989689284264,0.06799989689284265,0.04841022798791528,False
sw,3654,lr_grid,0.1,,60,2.5072472496813596,6.230140548532637,0.620920297039051,0.0620920297039051,0.057765454053878784,False
sw,3654,lr_grid,0.1,,70,2.43005216832228,4.5722339278070905,0.4645473419266253,0.046454734192662536,0.06710336916148663,False
sw,3654,lr_grid,0.1,,80,2.3560278574145253,5.245584043500526,0.5519820495598055,0.055198204955980545,0.07633842597715557,False
sw,3654,lr_grid,0.1,,90,2.2878863816328465,5.0256507916209845,0.5446018467021411,0.05446018467021411,0.0855576868634671,False
sw,3654,lr_grid,0.1,,100,2.2213671125020213,,,,0.09396289195865393,False
sw,3654,normalized,,0.021952907087918014,0,3.0007393790825727,8.303447163323177,0.6877611795938254,0.021952907087918014,0.0011285641230642796,False
sw,3654,normalized,,0.021952907087918014,10,2.9734877881830735,9.366456540268222,0.7843562919894459,0.02195290708791801,0.010695902165025473,False
sw,3654,normalized,,0.021952907087918014,20,2.9462413487397505,8.599366448624732,0.7244715709815647,0.021952907087918014,0.02015498257242143,False
sw,3654,normalized,,0.021952907087918014,30,2.9190215018401657,8.71780537971851,0.7470985446290505,0.02195290708791801,0.02961164154112339,False
sw,3654,normalized,,0.021952907087918014,40,2.8917822364140933,8.12198062085667,0.7008151898216126,0.021952907087918014,0.03909839130938053,False
sw,3654,normalized,,0.021952907087918014,50,2.8645079051002007,8.655887682071501,0.7552048706956327,0.021952907087918014,0.04860029835253954,False
sw,3654,normalized,,0.021952907087918014,60,2.8372909455314335,7.983393064961489,0.7041499242942715,0.021952907087918014,0.05801462777890265,False
sw,3654,normalized,,0.021952907087918014,70,2.810053041665207,6.101576698854399,0.5374527772997497,0.021952907087918014,0.06738689914345741,False
sw,3654,normalized,,0.021952907087918014,80,2.7827980856860184,7.310969901761074,0.652751054452919,0.021952907087918014,0.0768200948368758,False
sw,3654,normalized,,0.021952907087918014,90,2.755536449984344,7.28844456925491,0.6578849305225594,0.021952907087918014,0.08624840481206775,False
sw,3654,normalized,,0.021952907087918014,100,2.7283435348877276,,,,0.09470577002502978,False
ebsw_exp,3654,lr_grid,0.003,,0,3.0007393790825727,16.992177257734486,1.4691891657737612,0.004407567497321284,0.0012257809285074472,False
ebsw_exp,3654,lr_grid,0.003,,10,2.995369673533477,16.82904364861574,1.4586906572009977,0.004376071971602993,0.011354935122653842,False
ebsw_exp,3654,lr_grid,0.003,,20,2.989996089944087,16.766832652047547,1.453202910146302,0.004359608730438906,0.021332608070224524,False
ebsw_exp,3654,lr_grid,0.003,,30,2.9846430601358196,16.78089066822715,1.4628879168933326,0.0043886637506799974,0.031366442097350955,False
ebsw_exp,3654,lr_grid,0.003,,40,2.9792963417142175,16.583941399037585,1.4555147447084045,0.004366544234125213,0.041394113563001156,False
ebsw_exp,3654,lr_grid,0.003,,50,2.9739469823749904,16.626337239104412,1.454001862169653,0.004362005586508959,0.05131160467863083,False
ebsw_exp,3654,lr_grid,0.003,,60,2.968624023477585,16.68047604934302,1.4480790775022692,0.004344237232506807,0.061216762755066156,False
ebsw_exp,3654,lr_grid,0.003,,70,2.9633140264616737,16.40162932501856,1.4506732532493236,0.004352019759747971,0.07117517665028572,False
ebsw_exp,3654,lr_grid,0.003,,80,2.9580119049471794,16.377633348093074,1.4442123713678354,0.0043326371141035065,0.08128688554279506,False
ebsw_exp,3654,lr_grid,0.003,,90,2.9527289463157778,16.44188849729454,1.445013554141908,0.004335040662425725,0.09120967728085816,False
ebsw_exp,3654,lr_grid,0.003,,100,2.9474365567564216,,,,0.10017164703458548,False
ebsw_exp,3654,lr_grid,0.01,,0,3.0007393790825727,16.992177257734486,1.4691891657737612,0.014691891657737613,0.0011703120544552803,False
ebsw_exp,3654,lr_grid,0.01,,10,2.982876263275882,16.68057200794239,1.4522553669210192,0.014522553669210193,0.011232027783989906,False
ebsw_exp,3654,lr_grid,0.01,,20,2.965081174023123,16.47251983954721,1.4405301471597045,0.014405301471597045,0.0212595674674958,False
ebsw_exp,3654,lr_grid,0.01,,30,2.947433933035538,16.33923623616286,1.4440105472969935,0.014440105472969937,0.031253044959157705,False
ebsw_exp,3654,lr_grid,0.01,,40,2.9298851280267066,16.00198542108517,1.4301973531235534,0.014301973531235534,0.04122387198731303,False
ebsw_exp,3654,lr_grid,0.01,,50,2.9124080487516033,15.903532250390398,1.4225019204486777,0.014225019204486777,0.05120645300485194,False
ebsw_exp,3654,lr_grid,0.01,,60,2.8950951236800067,15.821571220411284,1.410660055701427,0.01410660055701427,0.06117150094360113,False
ebsw_exp,3654,lr_grid,0.01,,70,2.877907133196529,15.404171974425745,1.4080141715092362,0.014080141715092365,0.07111965515650809,False
ebsw_exp,3654,lr_grid,0.01,,80,2.8608223281102285,15.249519797160247,1.395015438282932,0.013950154382829321,0.0811374681070447,False
ebsw_exp,3654,lr_grid,0.01,,90,2.8438794919013133,15.180214187655508,1.3897293949158345,0.013897293949158345,0.09109095926396549,False
ebsw_exp,3654,lr_grid,0.01,,100,2.8269764891862845,,,,0.10004773852415383,False
ebsw_exp,3654,lr_grid,0.03,,0,3.0007393790825727,16.992177257734486,1.4691891657737612,0.04407567497321284,0.0011861608363687992,False
ebsw_exp,3654,lr_grid,0.03,,10,2.9474583219004096,16.263053639975666,1.4342594904272168,0.0430277847128165,0.011188430711627007,False
ebsw_exp,3654,lr_grid,0.03,,20,2.8950657928758194,15.658461062445305,1.4054526453874916,0.042163579361624744,0.02116272645071149,False
ebsw_exp,3654,lr_grid,0.03,,30,2.8437805896006147,15.137879952018903,1.391253015340583,0.04173759046021749,0.031023428309708834,False
ebsw_exp,3654,lr_grid,0.03,,40,2.793413309359532,14.44542768038865,1.3600807898056042,0.04080242369416812,0.04089694167487323,False
ebsw_exp,3654,lr_grid,0.03,,50,2.743920973459513,14.002015466127945,1.3363423656074616,0.040090270968223846,0.05090524279512465,False
ebsw_exp,3654,lr_grid,0.03,,60,2.6955213673562453,13.598890659183146,1.3092179602299132,0.039276538806897396,0.0608138230163604,False
ebsw_exp,3654,lr_grid,0.03,,70,2.648131096966491,12.862608527228037,1.2917983753936775,0.038753951261810325,0.07087109400890768,False
ebsw_exp,3654,lr_grid,0.03,,80,2.6016488269381832,12.425980661779505,1.261773998265609,0.03785321994796827,0.08086663205176592,False
ebsw_exp,3654,lr_grid,0.03,,90,2.556167444769181,12.07299166864383,1.242569172037024,0.037277075161110715,0.09086119150742888,False
ebsw_exp,3654,lr_grid,0.03,,100,2.511343883606563,,,,0.09992442256771028,False
ebsw_exp,3654,normalized,,0.021952907087918014,0,3.0007393790825727,16.992177257734486,1.4691891657737612,0.021952907087918014,0.0012158160097897053,False
ebsw_exp,3654,normalized,,0.021952907087918014,10,2.9738675325296353,16.573897216408472,1.4476140606620789,0.021952907087918014,0.011453201761469245,False
ebsw_exp,3654,normalized,,0.021952907087918014,20,2.9469897228928295,16.26031533329721,1.4316006099340965,0.021952907087918014,0.02151200734078884,False
ebsw_exp,3654,normalized,,0.021952907087918014,30,2.920152170396413,16.01888249498172,1.4301256745452502,0.021952907087918014,0.03157207602635026,False
ebsw_exp,3654,normalized,,0.021952907087918014,40,2.8933219018670306,15.577620657093115,1.4115049301227944,0.021952907087918017,0.04169150348752737,False
ebsw_exp,3654,normalized,,0.021952907087918014,50,2.86647426859473,15.37391217473983,1.3990326402869429,0.021952907087918014,0.051930012414231896,False
ebsw_exp,3654,normalized,,0.021952907087918014,60,2.8396936109384194,15.188634846799705,1.382501941179108,0.021952907087918017,0.06204785034060478,False
ebsw_exp,3654,normalized,,0.021952907087918014,70,2.8129084037911207,14.664065185073634,1.3751289218701122,0.021952907087918014,0.07208961085416377,False
ebsw_exp,3654,normalized,,0.021952907087918014,80,2.7860982896338107,14.407751205977423,1.3566938934286203,0.021952907087918014,0.08212532568722963,False
ebsw_exp,3654,normalized,,0.021952907087918014,90,2.759343032080503,14.23291274575784,1.346718330702785,0.021952907087918014,0.09213356487452984,False
ebsw_exp,3654,normalized,,0.021952907087918014,100,2.7325428390522,,,,0.10113098658621311,False
evar,3654,lr_grid,0.01,,0,3.0007393790825727,14.177269419312442,1.1940694935353064,0.011940694935353064,0.0026668300852179527,False
evar,3654,lr_grid,0.01,,10,2.985962993654195,14.73084765622449,1.2478325385161644,0.012478325385161646,0.02954359957948327,False
evar,3654,lr_grid,0.01,,20,2.9710266270200636,13.998573556987564,1.1887160036708364,0.011887160036708366,0.05643549654632807,False
evar,3654,lr_grid,0.01,,30,2.956473472634191,14.312864874281631,1.2247358344443673,0.012247358344443673,0.08325649471953511,False
evar,3654,lr_grid,0.01,,40,2.9419646624258085,13.776454601267856,1.1837607241709198,0.011837607241709198,0.11011250503361225,False
evar,3654,lr_grid,0.01,,50,2.9274023096033357,14.149288876080558,1.223974895307396,0.01223974895307396,0.13712702691555023,False
evar,3654,lr_grid,0.01,,60,2.912906974008279,13.895961183264008,1.2078723191378262,0.01207872319137826,0.16329303057864308,False
evar,3654,lr_grid,0.01,,70,2.8981326457756897,11.952713209190499,1.0375699566033398,0.0103756995660334,0.18977901292964816,False
evar,3654,lr_grid,0.01,,80,2.8835281925804574,13.084320419199093,1.1453287667249368,0.011453287667249368,0.21647529629990458,False
evar,3654,lr_grid,0.01,,90,2.8693585546223317,13.242455677688461,1.1668135294405537,0.011668135294405536,0.24388163816183805,False
evar,3654,lr_grid,0.01,,100,2.8551914077382823,,,,0.2680539309512824,False
evar,3654,lr_grid,0.03,,0,3.0007393790825727,14.177269419312442,1.1940694935353064,0.035822084806059196,0.0027055819518864155,False
evar,3654,lr_grid,0.03,,10,2.956616690584936,14.436673136326277,1.2352055577137306,0.03705616673141192,0.029994211858138442,False
evar,3654,lr_grid,0.03,,20,2.912480000841705,13.442930634975564,1.1646939043677027,0.03494081713103108,0.05708926706574857,False
evar,3654,lr_grid,0.03,,30,2.869920169413949,13.469587883654494,1.1880786449908372,0.035642359349725115,0.08431786531582475,False
evar,3654,lr_grid,0.03,,40,2.827926593911282,12.707903171525885,1.1366032931811336,0.03409809879543401,0.11160063906572759,False
evar,3654,lr_grid,0.03,,50,2.7862129464870278,12.78827999743893,1.163230689400789,0.03489692068202367,0.1385311025660485,False
evar,3654,lr_grid,0.03,,60,2.7451267260426095,12.307560340768104,1.1360981068497653,0.03408294320549296,0.1652493583969772,False
evar,3654,lr_grid,0.03,,70,2.7036919292482406,10.37886665852799,0.9659949152516835,0.028979847457550504,0.19250199920497835,False
evar,3654,lr_grid,0.03,,80,2.663171979365807,11.12434213593396,1.055274077049815,0.03165822231149445,0.21964272717013955,False
evar,3654,lr_grid,0.03,,90,2.624267616068874,11.030427037285044,1.0639676643617622,0.03191902993085286,0.24658317724242806,False
evar,3654,lr_grid,0.03,,100,2.5857752080461958,,,,0.27068847767077386,False
evar,3654,lr_grid,0.1,,0,3.0007393790825727,14.177269419312442,1.1940694935353064,0.11940694935353065,0.002671767957508564,False
evar,3654,lr_grid,0.1,,10,2.8560426636734,13.45071703332195,1.1919341416710647,0.11919341416710647,0.029822670854628086,False
evar,3654,lr_grid,0.1,,20,2.71651261516372,11.663836225973137,1.084151587070816,0.10841515870708161,0.056790413334965706,False
evar,3654,lr_grid,0.1,,30,2.586820339441459,10.887357505647136,1.0672733166638761,0.10672733166638762,0.08339314698241651,False
evar,3654,lr_grid,0.1,,40,2.46344014085241,9.57746559377868,0.9854343638410527,0.09854343638410529,0.11054572835564613,False
evar,3654,lr_grid,0.1,,50,2.3453320580192525,8.974806600914212,0.9727143042137975,0.09727143042137974,0.13782223756425083,False
evar,3654,lr_grid,0.1,,60,2.2332346401675522,8.048947070790783,0.9164120437337823,0.09164120437337823,0.16500245151109993,False
evar,3654,lr_grid,0.1,,70,2.1244537951693707,6.341533614307108,0.7518440739840275,0.07518440739840276,0.19207215844653547,False
evar,3654,lr_grid,0.1,,80,2.0221137440461887,6.313698565487904,0.7913996158499715,0.07913996158499716,0.21924092061817646,False
evar,3654,lr_grid,0.1,,90,1.9274640415241222,5.830211721990449,0.7692931170846913,0.07692931170846913,0.246594951255247,False
evar,3654,lr_grid,0.1,,100,1.8372870547117728,,,,0.27047972031868994,False
evar,3654,normalized,,0.021952907087918014,0,3.0007393790825727,14.177269419312442,1.1940694935353064,0.02195290708791801,0.0027430790942162275,False
evar,3654,normalized,,0.021952907087918014,10,2.9735870991197295,14.606436870746816,1.2424899226430974,0.021952907087918017,0.03054549265652895,False
evar,3654,normalized,,0.021952907087918014,20,2.9464412689528845,13.763904271046187,1.1785743681024141,0.02195290708791801,0.05827608797699213,False
evar,3654,normalized,,0.021952907087918014,30,2.9192770601703937,13.947406109075748,1.2090399669210765,0.021952907087918014,0.08567763608880341,False
evar,3654,normalized,,0.021952907087918014,40,2.892131330645148,13.30431894299945,1.1631815952924525,0.02195290708791801,0.11310793249867857,False
evar,3654,normalized,,0.021952907087918014,50,2.865001515352237,13.539470596170425,1.197198122481565,0.02195290708791801,0.14128971914760768,False
evar,3654,normalized,,0.021952907087918014,60,2.8378591930880654,13.173795062601778,1.175758317847924,0.021952907087918014,0.16839247266761959,False
evar,3654,normalized,,0.021952907087918014,70,2.810758650535946,11.23192604320695,1.005452574384923,0.021952907087918017,0.19578119390644133,False
evar,3654,normalized,,0.021952907087918014,80,2.783656795334571,12.176702817317157,1.1045514478979193,0.021952907087918014,0.22215265757404268,False
evar,3654,normalized,,0.021952907087918014,90,2.756564979897495,12.199849406934323,1.1195675241595182,0.021952907087918017,0.2492951366584748,False
evar,3654,normalized,,0.021952907087918014,100,2.7294415711091395,,,,0.2736995704472065,False
cvar,3654,lr_grid,0.01,,0,3.0007393790825727,16.74743002515772,1.4245598329302742,0.014245598329302741,0.0011430538725107908,False
cvar,3654,lr_grid,0.01,,10,2.9834802077278177,16.590110846131708,1.418994225501589,0.01418994225501589,0.011148345423862338,False
cvar,3654,lr_grid,0.01,,20,2.966303403877079,16.23981557732792,1.3971213528936255,0.013971213528936256,0.021076537668704987,False
cvar,3654,lr_grid,0.01,,30,2.9493123169772226,16.157084713822673,1.3986049408262289,0.013986049408262289,0.03130661393515766,False
cvar,3654,lr_grid,0.01,,40,2.9324333877082336,15.666088536403072,1.3621930969884737,0.013621930969884738,0.04128630179911852,False
cvar,3654,lr_grid,0.01,,50,2.9156523016682163,15.831323255396121,1.3867591132565025,0.013867591132565027,0.05136960279196501,False
cvar,3654,lr_grid,0.01,,60,2.898907436211536,15.895920615772539,1.4044367555781003,0.014044367555781003,0.06141574098728597,False
cvar,3654,lr_grid,0.01,,70,2.8821045817763267,14.42430347188383,1.289492668863689,0.012894926688636892,0.07147417031228542,False
cvar,3654,lr_grid,0.01,,80,2.865432505422458,14.988785065271317,1.3337319344062684,0.013337319344062685,0.08160046976990998,False
cvar,3654,lr_grid,0.01,,90,2.8490016002778975,15.1233928913043,1.3574082611742844,0.013574082611742843,0.0916081489995122,False
cvar,3654,lr_grid,0.01,,100,2.8326326224588403,,,,0.10053463350050151,False
cvar,3654,lr_grid,0.03,,0,3.0007393790825727,16.74743002515772,1.4245598329302742,0.04273679498790822,0.0012016680557280779,False
cvar,3654,lr_grid,0.03,,10,2.949249484804372,16.197427966141877,1.4020676496268925,0.042062029488806774,0.011236964259296656,False
cvar,3654,lr_grid,0.03,,20,2.89863606064174,15.479954766782306,1.3640679280060293,0.04092203784018087,0.021699757082387805,False
cvar,3654,lr_grid,0.03,,30,2.849188949866962,15.037584787522523,1.3491415245695988,0.04047424573708796,0.03184524388052523,False
cvar,3654,lr_grid,0.03,,40,2.800670282302253,14.240220723291088,1.2984818930932713,0.038954456792798145,0.04190501314587891,False
cvar,3654,lr_grid,0.03,,50,2.7530289068357683,14.047577632463797,1.306408717546188,0.039192261526385636,0.05195796745829284,False
cvar,3654,lr_grid,0.03,,60,2.70607643545978,13.766810460219645,1.306975358071661,0.03920926074214983,0.06191835645586252,False
cvar,3654,lr_grid,0.03,,70,2.6595500106316163,12.215877982863919,1.1861853878112085,0.03558556163433626,0.07194139761850238,False
cvar,3654,lr_grid,0.03,,80,2.613966270325421,12.377723289486635,1.2116165856496726,0.03634849756949018,0.08205492189154029,False
cvar,3654,lr_grid,0.03,,90,2.5696176128603767,12.185896866842274,1.2183903861010117,0.03655171158303035,0.09205335890874267,False
cvar,3654,lr_grid,0.03,,100,2.525980596938664,,,,0.10093750385567546,False
cvar,3654,lr_grid,0.1,,0,3.0007393790825727,16.74743002515772,1.4245598329302742,0.14245598329302742,0.0011646219063550234,False
cvar,3654,lr_grid,0.1,,10,2.8324244958115536,14.891337430857025,1.3444587448647995,0.13444587448647996,0.01118562719784677,False
cvar,3654,lr_grid,0.1,,20,2.674050196563967,13.084059047889058,1.2538288619028264,0.12538288619028265,0.021286831237375736,False
cvar,3654,lr_grid,0.1,,30,2.525973977123739,11.688579172605426,1.1892953884720399,0.11892953884720399,0.03130804211832583,False
cvar,3654,lr_grid,0.1,,40,2.386943706734129,10.190700831332176,1.1002668672524525,0.11002668672524527,0.04136625933460891,False
cvar,3654,lr_grid,0.1,,50,2.256313299305056,9.235145307419891,1.0588386936543235,0.10588386936543234,0.05145873827859759,False
cvar,3654,lr_grid,0.1,,60,2.1332808790562776,8.31111136502437,1.015459024750389,0.1015459024750389,0.06161071895621717,False
cvar,3654,lr_grid,0.1,,70,2.016927112660017,6.836098383566093,0.8847645273050426,0.08847645273050427,0.07170479232445359,False
cvar,3654,lr_grid,0.1,,80,1.9080488477183264,6.331680938499421,0.8651474287685927,0.08651474287685929,0.08182244515046477,False
cvar,3654,lr_grid,0.1,,90,1.8070669078680353,5.715343274033092,0.8334653436627232,0.08334653436627233,0.09181863465346396,False
cvar,3654,lr_grid,0.1,,100,1.7122280476318565,,,,0.10078627616167068,False
cvar,3654,normalized,,0.021952907087918014,0,3.0007393790825727,16.74743002515772,1.4245598329302742,0.02195290708791801,0.0012100772000849247,False
cvar,3654,normalized,,0.021952907087918014,10,2.973797254096594,16.478572407085377,1.4142048180865052,0.021952907087918014,0.01141495699994266,False
cvar,3654,normalized,,0.021952907087918014,20,2.9468660413141845,16.019734957645824,1.3875756355353306,0.021952907087918014,0.021506310673430562,False
cvar,3654,normalized,,0.021952907087918014,30,2.919923374257107,15.82447924433488,1.3840918632066588,0.021952907087918014,0.031721576349809766,False
cvar,3654,normalized,,0.021952907087918014,40,2.8929748499783563,15.232227675978974,1.34311695685541,0.021952907087918014,0.04179090587422252,False
cvar,3654,normalized,,0.021952907087918014,50,2.8660705194257456,15.27665157112333,1.36228580822124,0.021952907087918014,0.05182872153818607,False
cvar,3654,normalized,,0.021952907087918014,60,2.839110201560046,15.220000059611236,1.3743013244791875,0.02195290708791801,0.061753887915983796,False
cvar,3654,normalized,,0.021952907087918014,70,2.8122225602306363,13.711750067429827,1.257046533860302,0.021952907087918014,0.07176188379526138,False
cvar,3654,normalized,,0.021952907087918014,80,2.7853283838481184,14.131068359439166,1.2949395882690176,0.021952907087918014,0.08173403493128717,False
cvar,3654,normalized,,0.021952907087918014,90,2.7584887592838347,14.138573747205976,1.312413603108429,0.021952907087918014,0.09179069590754807,False
cvar,3654,normalized,,0.021952907087918014,100,2.7315998092507847,,,,0.10086850728839636,False
sampled_max,3654,lr_grid,0.003,,0,3.0007393790825727,17.176671573164505,1.4652931265264173,0.004395879379579252,0.0011283219791948795,False
sampled_max,3654,lr_grid,0.003,,10,2.9953709354540883,17.11048670970154,1.4624673803927017,0.004387402141178106,0.010559432907029986,False
sampled_max,3654,lr_grid,0.003,,20,2.9900066464105666,17.016441329617187,1.4584427195478566,0.004375328158643571,0.019931454677134752,False
sampled_max,3654,lr_grid,0.003,,30,2.984659136751532,16.984956139560293,1.4570928307575453,0.004371278492272636,0.02926616184413433,False
sampled_max,3654,lr_grid,0.003,,40,2.9793163849447186,16.921363348851266,1.4543625471684865,0.00436308764150546,0.03859867621213198,False
sampled_max,3654,lr_grid,0.003,,50,2.9739867281885726,16.85282326279358,1.4514141062595463,0.004354242318778639,0.04797160276211798,False
sampled_max,3654,lr_grid,0.003,,60,2.9686656456785045,16.79216915237616,1.4487998978627172,0.004346399693588152,0.057337259873747826,False
sampled_max,3654,lr_grid,0.003,,70,2.963350740621516,16.72564974433485,1.445927459467402,0.004337782378402206,0.06666632811538875,False
sampled_max,3654,lr_grid,0.003,,80,2.9580499886736282,16.651400125816792,1.442714460912865,0.004328143382738595,0.07624320196919143,False
sampled_max,3654,lr_grid,0.003,,90,2.9527534385796317,16.607184998764403,1.4407977390479034,0.00432239321714371,0.08562632277607918,False
sampled_max,3654,lr_grid,0.003,,100,2.947472509902584,,,,0.0939215759281069,False
sampled_max,3654,lr_grid,0.01,,0,3.0007393790825727,17.176671573164505,1.4652931265264173,0.014652931265264173,0.0011163009330630302,False
sampled_max,3654,lr_grid,0.01,,10,2.982881076025458,16.961544336919715,1.4560882672815423,0.014560882672815422,0.010463316924870014,False
sampled_max,3654,lr_grid,0.01,,20,2.9651169158014827,16.721515657931477,1.4457487531523014,0.014457487531523016,0.019796703942120075,False
sampled_max,3654,lr_grid,0.01,,30,2.9474883392732605,16.545177401000295,1.4381054116875567,0.014381054116875566,0.029122585896402597,False
sampled_max,3654,lr_grid,0.01,,40,2.92995502235855,16.33962602275855,1.4291442379426995,0.014291442379426993,0.038395554991438985,False
sampled_max,3654,lr_grid,0.01,,50,2.9125440784185823,16.131897672179015,1.4200307070702296,0.014200307070702299,0.04765502526424825,False
sampled_max,3654,lr_grid,0.01,,60,2.89523984805004,15.933759981625336,1.4112831033152657,0.014112831033152657,0.05695054377429187,False
sampled_max,3654,lr_grid,0.01,,70,2.878035366031225,15.732595372518208,1.402346042018437,0.014023460420184371,0.06633005011826754,False
sampled_max,3654,lr_grid,0.01,,80,2.860955635353155,15.526336984651696,1.393123154312447,0.013931231543124468,0.07563804625533521,False
sampled_max,3654,lr_grid,0.01,,90,2.843964304017008,15.349889963067461,1.3851845528244358,0.01385184552824436,0.0849818077404052,False
sampled_max,3654,lr_grid,0.01,,100,2.8271013946195964,,,,0.09333879593759775,False
sampled_max,3654,lr_grid,0.03,,0,3.0007393790825727,17.176671573164505,1.4652931265264173,0.04395879379579252,0.0011292099952697754,False
sampled_max,3654,lr_grid,0.03,,10,2.9474755669771704,16.54275278637142,1.4380000341781733,0.043140001025345195,0.010556271765381098,False
sampled_max,3654,lr_grid,0.03,,20,2.895177764492483,15.906117373944525,1.4100583930260002,0.04230175179078,0.01992177846841514,False
sampled_max,3654,lr_grid,0.03,,30,2.843946804259929,15.349417987725966,1.3851632569721686,0.04155489770916505,0.029480312718078494,False
sampled_max,3654,lr_grid,0.03,,40,2.7936626764483585,14.784060191368027,1.3594144047791328,0.04078243214337398,0.038809373741969466,False
sampled_max,3654,lr_grid,0.03,,50,2.744371194423003,14.235574000151164,1.33395905110273,0.0400187715330819,0.04812327423132956,False
sampled_max,3654,lr_grid,0.03,,60,2.6960235466887608,13.71354905023296,1.3092721761647268,0.03927816528494181,0.05746199330314994,False
sampled_max,3654,lr_grid,0.03,,70,2.6485760072454245,13.205692401391588,1.2848001985421502,0.038544005956264504,0.06681559490971267,False
sampled_max,3654,lr_grid,0.03,,80,2.602099544796738,12.711301378309138,1.2605207940722922,0.03781562382216876,0.07618615264073014,False
