dataset,phase,control,method,subject,seed,epoch,direction_index,h,rank_descending,assigned_weight,rank_transition,bank_hash
Schirrmeister2017,development,raw_sgd_lr3000,fixed_spdsw_k40,3,3654,1,0,0.00016991226213105716,30,0.025,,40a8e388ff298edb11aca9e42ac5b6c68bac0850c7545375ce774bcac824978f
Schirrmeister2017,development,raw_sgd_lr3000,fixed_spdsw_k40,3,3654,1,1,0.0001397064884887904,35,0.025,,40a8e388ff298edb11aca9e42ac5b6c68bac0850c7545375ce774bcac824978f
Schirrmeister2017,development,raw_sgd_lr3000,fixed_spdsw_k40,3,3654,1,2,0.0003432020472289771,23,0.025,,40a8e388ff298edb11aca9e42ac5b6c68bac0850c7545375ce774bcac824978f
Schirrmeister2017,development,raw_sgd_lr3000,fixed_spdsw_k40,3,3654,1,3,0.00029240166596874713,25,0.025,,40a8e388ff298edb11aca9e42ac5b6c68bac0850c7545375ce774bcac824978f
Schirrmeister2017,development,raw_sgd_lr3000,fixed_spdsw_k40,3,3654,1,4,0.00021585226740136092,27,0.025,,40a8e388ff298edb11aca9e42ac5b6c68bac0850c7545375ce774bcac824978f
Schirrmeister2017,development,raw_sgd_lr3000,fixed_spdsw_k40,3,3654,1,5,0.00043570669045309195,21,0.025,,40a8e388ff298edb11aca9e42ac5b6c68bac0850c7545375ce774bcac824978f
Schirrmeister2017,development,raw_sgd_lr3000,fixed_spdsw_k40,3,3654,1,6,0.0004332396657415064,22,0.025,,40a8e388ff298edb11aca9e42ac5b6c68bac0850c7545375ce774bcac824978f
Schirrmeister2017,development,raw_sgd_lr3000,fixed_spdsw_k40,3,3654,1,7,0.010091619042569359,1,0.025,,40a8e388ff298edb11aca9e42ac5b6c68bac0850c7545375ce774bcac824978f
Schirrmeister2017,development,raw_sgd_lr3000,fixed_spdsw_k40,3,3654,1,8,0.00015159793700613453,33,0.025,,40a8e388ff298edb11aca9e42ac5b6c68bac0850c7545375ce774bcac824978f
Schirrmeister2017,development,raw_sgd_lr3000,fixed_spdsw_k40,3,3654,1,9,0.00043713063889335856,20,0.025,,40a8e388ff298edb11aca9e42ac5b6c68bac0850c7545375ce774bcac824978f
