subject,seed,gradient_norm,reference_lr,update_norm
1,6398,0.0007347317338624595,10000.0,7.3473173386245945
1,3654,0.0006446762509355723,10000.0,6.446762509355723
1,1788,0.0007704837535348623,10000.0,7.704837535348623
7,6398,0.0004918294231509396,10000.0,4.918294231509396
7,3654,0.00048248624961067936,10000.0,4.824862496106793
7,1788,0.0005071015915296591,10000.0,5.071015915296591
14,6398,0.002504488387570976,10000.0,25.04488387570976
14,3654,0.0017973215905890264,10000.0,17.973215905890264
14,1788,0.0014436988155198385,10000.0,14.436988155198385
