method,sampling,aggregation,update,subject,seed,sum_direction_sampling_ms,mean_direction_sampling_ms,sum_source_projection_ms,mean_source_projection_ms,sum_target_projection_ms,mean_target_projection_ms,sum_wasserstein_1d_ms,mean_wasserstein_1d_ms,sum_sorting_aggregation_ms,mean_sorting_aggregation_ms,sum_backward_ms,mean_backward_ms,sum_optimizer_update_ms,mean_optimizer_update_ms,sum_total_epoch_ms,mean_total_epoch_ms,sum_evaluation_ms,mean_evaluation_ms,one_time_bank_sampling_ms,one_time_target_projection_ms,cumulative_optimization_ms,cumulative_evaluation_ms
fixed_spectral_raw_power_s1,fixed,spectral,raw_power,3,1788,0.0,0.0,125.71761850267649,0.251435237005353,0.0,0.0,346.58088465221226,0.6931617693044245,80.82820661365986,0.16165641322731972,402.55904011428356,0.8051180802285671,36.70151205733417,0.07340302411466834,992.3872619401664,1.9847745238803327,5849.602150963619,11.699204301927239,0.3914348781108856,0.2569309435784817,993.0356277618556,5861.304399790242
fixed_spectral_raw_power_s1,fixed,spectral,raw_power,8,1788,0.0,0.0,124.45230921730399,0.24890461843460798,0.0,0.0,343.74296315945685,0.6874859263189137,81.11214404925704,0.16222428809851408,382.079561939463,0.764159123878926,35.94478825107214,0.07188957650214428,967.3317666165531,1.9346635332331061,5718.391003087163,11.436782006174326,0.3882828168570995,0.263826223090291,967.9838756565003,5734.098567161709
fixed_spectral_raw_power_s1,fixed,spectral,raw_power,1,3654,0.0,0.0,124.26324794068933,0.24852649588137865,0.0,0.0,339.9553259368986,0.6799106518737972,79.49664862826467,0.15899329725652933,386.92712085321546,0.7738542417064309,35.64781998284158,0.07129563996568317,966.2901633419096,1.9325803266838193,5871.602809755132,11.743205619510263,0.5198100116103888,0.2773730084300041,967.08734636195,5886.901651741937
fixed_spectral_raw_power_s1,fixed,spectral,raw_power,3,3654,0.0,0.0,122.71597748622298,0.24543195497244596,0.0,0.0,320.29197714291513,0.6405839542858303,75.1263287384063,0.1502526574768126,373.6586105078459,0.7473172210156918,33.34844321943818,0.06669688643887636,925.1413370948285,1.850282674189657,5455.354028148577,10.910708056297153,0.5026040598750114,0.2798519562929868,925.9237931109964,5471.641993150115
fixed_spectral_raw_power_s1,fixed,spectral,raw_power,8,3654,0.0,0.0,121.9782882835716,0.2439565765671432,0.0,0.0,304.83369529247284,0.6096673905849457,70.82969369366765,0.1416593873873353,381.09736307524145,0.7621947261504829,31.973426695913055,0.06394685339182611,910.7124670408666,1.8214249340817332,5240.794206736609,10.481588413473219,0.3848851192742586,0.2544729504734278,911.3518251106144,5253.169435774908
fixed_spectral_raw_power_s1,fixed,spectral,raw_power,1,6398,0.0,0.0,122.27336433716118,0.24454672867432237,0.0,0.0,317.96600110828876,0.6359320022165775,74.00941615924239,0.14801883231848478,373.16753808408976,0.7463350761681795,33.148338086903074,0.06629667617380615,920.5646577756852,1.8411293155513704,5534.104380058125,11.06820876011625,82.48506090603769,32.47642400674522,1035.526142688468,5548.779709031805
fixed_spectral_raw_power_s1,fixed,spectral,raw_power,3,6398,0.0,0.0,123.63866320811212,0.24727732641622424,0.0,0.0,333.55693402700126,0.6671138680540025,78.13030597753823,0.15626061195507646,376.6973880119622,0.7533947760239244,34.88855366595088,0.06977710733190176,946.9118448905647,1.8938236897811294,5614.038845291361,11.228077690582722,0.6779409013688564,0.2866010181605816,947.876386810094,5625.854353187606
fixed_spectral_raw_power_s1,fixed,spectral,raw_power,8,6398,0.0,0.0,124.3732685688883,0.2487465371377766,0.0,0.0,331.9024962838739,0.6638049925677478,77.63407216407359,0.15526814432814717,375.52212667651474,0.7510442533530295,35.42684810236095,0.0708536962047219,944.8588117957115,1.889717623591423,5626.115854596719,11.252231709193438,0.2537770196795463,0.271880067884922,945.384468883276,5641.640097601339
fixed_spectral_raw_rooted_s1,fixed,spectral,raw_rooted,1,1788,0.0,0.0,122.55510501563549,0.24511021003127098,0.0,0.0,324.5389894582331,0.6490779789164662,75.93064522370696,0.15186129044741392,379.21079993247986,0.7584215998649597,33.98443129844962,0.06796886259689924,936.2199709285051,1.8724399418570101,5552.909324411303,11.105818648822606,0.3911817912012338,0.2569521311670542,936.8681048508734,5565.949306590483
fixed_spectral_raw_rooted_s1,fixed,spectral,raw_rooted,3,1788,0.0,0.0,122.88473546504974,0.2457694709300995,0.0,0.0,323.7669428344816,0.6475338856689632,75.23653609678149,0.15047307219356298,387.1831314172596,0.7743662628345191,34.3367562163621,0.0686735124327242,943.4081020299345,1.886816204059869,5536.717779468745,11.07343555893749,0.3914348781108856,0.2569309435784817,944.056467851624,5552.18027648516
fixed_spectral_raw_rooted_s1,fixed,spectral,raw_rooted,8,1788,0.0,0.0,119.95279742404819,0.23990559484809637,0.0,0.0,301.9428080879152,0.6038856161758304,70.64383244141936,0.14128766488283873,390.58591169305146,0.7811718233861029,31.98233922012148,0.06396467844024296,915.1076888665557,1.8302153777331114,5051.598857622594,10.103197715245187,0.3882828168570995,0.263826223090291,915.7597979065032,5066.253180615604
fixed_spectral_raw_rooted_s1,fixed,spectral,raw_rooted,1,3654,0.0,0.0,124.22935641370714,0.24845871282741427,0.0,0.0,327.19208276830614,0.6543841655366123,75.79072727821767,0.15158145455643535,388.6117043439299,0.7772234086878598,34.3306642025709,0.0686613284051418,950.1545350067317,1.9003090700134635,5698.277278803289,11.396554557606578,0.5198100116103888,0.2773730084300041,950.951718026772,5711.79727697745
fixed_spectral_raw_rooted_s1,fixed,spectral,raw_rooted,3,3654,0.0,0.0,123.45542875118554,0.24691085750237107,0.0,0.0,324.0010612644255,0.648002122528851,75.31850668601692,0.15063701337203383,390.65332245081663,0.7813066449016333,34.62124313227831,0.06924248626455662,948.0495622847229,1.8960991245694458,5486.34149832651,10.97268299665302,0.5026040598750114,0.2798519562929868,948.8320183008908,5503.592520486563
fixed_spectral_raw_rooted_s1,fixed,spectral,raw_rooted,8,3654,0.0,0.0,121.67734769172966,0.24335469538345933,0.0,0.0,321.4487212244421,0.6428974424488842,75.43122582137585,0.1508624516427517,398.87165534310043,0.7977433106862009,33.66127144545315,0.0673225428909063,951.0902215261012,1.9021804430522025,5537.031720858067,11.074063441716135,0.3848851192742586,0.2544729504734278,951.7295795958488,5549.812844954431
fixed_spectral_raw_rooted_s1,fixed,spectral,raw_rooted,1,6398,0.0,0.0,124.32098481804132,0.24864196963608265,0.0,0.0,333.48225778900087,0.6669645155780017,78.25435092672706,0.1565087018534541,392.0678673312068,0.7841357346624136,35.35063914023337,0.07070127828046674,963.4761000052094,1.926952200010419,6071.292109321803,12.142584218643606,82.48506090603769,32.47642400674522,1078.4375849179924,6084.968153387308
fixed_spectral_raw_rooted_s1,fixed,spectral,raw_rooted,3,6398,0.0,0.0,125.83722430281341,0.2516744486056268,0.0,0.0,351.37061099521816,0.7027412219904363,82.41615374572575,0.1648323074914515,377.0677954889834,0.7541355909779668,37.27795765735207,0.07455591531470414,973.9697421900928,1.9479394843801856,5778.471401426941,11.556942802853882,0.6779409013688564,0.2866010181605816,974.9342841096222,5790.349482325837
fixed_spectral_raw_rooted_s1,fixed,spectral,raw_rooted,8,6398,0.0,0.0,123.42482293024659,0.24684964586049318,0.0,0.0,333.75733508728445,0.6675146701745689,78.54193961247802,0.15708387922495604,398.31695961765945,0.7966339192353189,35.408833529800155,0.07081766705960031,969.4498907774687,1.9388997815549374,5515.032530063763,11.030065060127527,0.2537770196795463,0.271880067884922,969.9755478650331,5529.447467066348
fixed_uniform_normalized_power,fixed,uniform,normalized_power,1,1788,0.0,0.0,123.77362931147218,0.24754725862294436,0.0,0.0,328.6008781287819,0.6572017562575638,28.009021887555694,0.05601804377511139,375.08789054118097,0.7501757810823619,99.68261723406613,0.19936523446813226,955.1540371030569,1.9103080742061138,5599.111407296732,11.198222814593464,0.3911817912012338,0.2569521311670542,955.8021710254252,5609.954354353249
fixed_uniform_normalized_power,fixed,uniform,normalized_power,3,1788,0.0,0.0,122.6108914706856,0.2452217829413712,0.0,0.0,318.2228412479162,0.6364456824958324,27.173241600394228,0.054346483200788456,379.40132711082697,0.7588026542216539,96.26182890497148,0.19252365780994296,943.6701303347945,1.887340260669589,5159.634170588106,10.319268341176212,0.3914348781108856,0.2569309435784817,944.318496156484,5171.752929454669
fixed_uniform_normalized_power,fixed,uniform,normalized_power,8,1788,0.0,0.0,124.79935097508132,0.24959870195016265,0.0,0.0,345.9421503357589,0.6918843006715178,29.73304921761153,0.05946609843522306,386.13420352339745,0.7722684070467949,104.50059897266328,0.20900119794532657,991.1093530245125,1.982218706049025,5695.823517395183,11.391647034790367,0.3882828168570995,0.263826223090291,991.76146206446,5710.266271373257
fixed_uniform_normalized_power,fixed,uniform,normalized_power,1,3654,0.0,0.0,122.92379653081298,0.24584759306162596,0.0,0.0,329.7352297231555,0.659470459446311,28.714660555124258,0.05742932111024852,370.91583060100675,0.7418316612020135,99.82635476626456,0.19965270953252912,952.1158721763641,1.9042317443527281,5719.452667050064,11.438905334100127,0.5198100116103888,0.2773730084300041,952.9130551964043,5735.655819065869
fixed_uniform_normalized_power,fixed,uniform,normalized_power,3,3654,0.0,0.0,124.62553451769054,0.24925106903538108,0.0,0.0,344.35439901426435,0.6887087980285287,29.2201363481581,0.0584402726963162,360.5825037229806,0.7211650074459612,102.17604949139059,0.20435209898278117,960.9586230944842,1.9219172461889684,5849.537939764559,11.699075879529119,0.5026040598750114,0.2798519562929868,961.7410791106522,5867.662152741104
fixed_uniform_normalized_power,fixed,uniform,normalized_power,8,3654,0.0,0.0,123.29348083585501,0.24658696167171001,0.0,0.0,323.3586691785604,0.6467173383571208,27.46122470125554,0.05492244940251108,370.6023236736655,0.741204647347331,98.00884546712041,0.19601769093424082,942.7245438564569,1.8854490877129138,5455.227071652189,10.910454143304378,0.3848851192742586,0.2544729504734278,943.3639019262046,5469.619481591508
fixed_uniform_normalized_power,fixed,uniform,normalized_power,1,6398,0.0,0.0,122.00462818145752,0.24400925636291504,0.0,0.0,356.9017176050693,0.7138034352101386,40.998577140271635,0.08199715428054327,374.4640850927681,0.7489281701855361,96.11657774075866,0.19223315548151731,990.4855857603252,1.9809711715206504,5537.196092074737,11.074392184149474,82.48506090603769,32.47642400674522,1105.447070673108,5698.72311106883
fixed_uniform_normalized_power,fixed,uniform,normalized_power,3,6398,0.0,0.0,123.81759705021977,0.24763519410043955,0.0,0.0,335.719698574394,0.671439397148788,28.855898417532423,0.057711796835064846,365.2254466433078,0.7304508932866156,101.33722168393433,0.20267444336786866,954.9558623693883,1.9099117247387767,5683.667855802923,11.367335711605847,0.6779409013688564,0.2866010181605816,955.9204042889178,5698.313453933224
fixed_uniform_normalized_power,fixed,uniform,normalized_power,8,6398,0.0,0.0,124.343536561355,0.24868707312271,0.0,0.0,342.1097525861114,0.6842195051722229,29.032622231170514,0.05806524446234103,373.7446453887969,0.7474892907775939,101.39755485579371,0.20279510971158743,970.6281116232276,1.9412562232464552,5707.767652347684,11.415535304695368,0.2537770196795463,0.271880067884922,971.153768710792,5720.698903314769
fixed_uniform_raw_power,fixed,uniform,raw_power,1,1788,0.0,0.0,123.61657898873091,0.24723315797746181,0.0,0.0,331.398147623986,0.662796295247972,28.383214958012083,0.056766429916024166,378.09722521342337,0.7561944504268467,34.561664564535,0.06912332912907,896.0568313486874,1.7921136626973748,5524.28287640214,11.04856575280428,0.3911817912012338,0.2569521311670542,896.7049652710557,5535.083866445348
fixed_uniform_raw_power,fixed,uniform,raw_power,3,1788,0.0,0.0,122.26676451973617,0.24453352903947234,0.0,0.0,324.6213106904179,0.6492426213808358,27.775252936407902,0.055550505872815806,358.3651485387236,0.7167302970774472,33.672756515443304,0.06734551303088661,866.7012332007289,1.7334024664014578,5457.640396198258,10.915280792396516,0.3914348781108856,0.2569309435784817,867.3495990224183,5469.584776321426
fixed_uniform_raw_power,fixed,uniform,raw_power,8,1788,0.0,0.0,124.61120472289622,0.24922240944579244,0.0,0.0,341.4046703837812,0.6828093407675624,29.070962918922284,0.05814192583784457,365.8134627621621,0.7316269255243242,35.868813982233384,0.07173762796446677,896.7691147699952,1.7935382295399904,5859.751573996618,11.719503147993237,0.3882828168570995,0.263826223090291,897.4212238099426,5872.150649083778
fixed_uniform_raw_power,fixed,uniform,raw_power,1,3654,0.0,0.0,122.07490555010736,0.24414981110021472,0.0,0.0,308.7776596657932,0.6175553193315864,26.24610997736452,0.05249221995472904,361.5825411397964,0.7231650822795928,32.147287856787415,0.06429457571357483,850.8285041898489,1.7016570083796978,5434.262142051011,10.868524284102023,0.5198100116103888,0.2773730084300041,851.6256872098893,5445.136088179424
fixed_uniform_raw_power,fixed,uniform,raw_power,3,3654,0.0,0.0,125.06907247006893,0.25013814494013786,0.0,0.0,348.9788759034127,0.6979577518068254,29.953611781820634,0.05990722356364127,382.2504028212279,0.7645008056424558,36.419775336980805,0.07283955067396161,922.671738313511,1.845343476627022,5938.46987048164,11.87693974096328,0.5026040598750114,0.2798519562929868,923.454194329679,5952.750267460942
fixed_uniform_raw_power,fixed,uniform,raw_power,8,3654,0.0,0.0,126.2840076815337,0.2525680153630674,0.0,0.0,331.1667670495808,0.6623335340991616,27.81432494521139,0.05562864989042278,381.0325050726533,0.7620650101453066,34.70585239119826,0.06941170478239653,901.0034571401775,1.802006914280355,5561.284452909604,11.122568905819207,0.3848851192742586,0.2544729504734278,901.6428152099252,5574.123883852735
fixed_uniform_raw_power,fixed,uniform,raw_power,1,6398,0.0,0.0,122.90671840310097,0.24581343680620193,0.0,0.0,316.2604863755405,0.632520972751081,26.850523892790058,0.05370104778558012,368.32389421761036,0.7366477884352207,33.253069268539534,0.06650613853707907,867.5946921575814,1.735189384315163,5522.862266516313,11.045724533032626,82.48506090603769,32.47642400674522,982.5561770703644,5535.507052438334
fixed_uniform_raw_power,fixed,uniform,raw_power,3,6398,0.0,0.0,124.877096619457,0.249754193238914,0.0,0.0,345.151033019647,0.690302066039294,29.337863205000737,0.058675726410001475,378.85012407787144,0.7577002481557429,35.879180999472716,0.07175836199894543,914.095297921449,1.828190595842898,5813.121379585937,11.626242759171873,0.6779409013688564,0.2866010181605816,915.0598398409784,5825.291940476745
fixed_uniform_raw_power,fixed,uniform,raw_power,8,6398,0.0,0.0,126.49423093535006,0.2529884618707001,0.0,0.0,360.82608881406486,0.7216521776281297,30.82482074387369,0.06164964148774738,378.18643543869257,0.7563728708773851,38.173499284312115,0.07634699856862423,934.5050752162933,1.8690101504325867,6100.035587558523,12.200071175117046,0.2537770196795463,0.271880067884922,935.0307323038578,6114.783275406808
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,1788,0.0,0.0,123.15067579038441,0.24630135158076882,0.0,0.0,323.6880558542907,0.6473761117085814,27.346679242327788,0.05469335848465558,392.59313023649156,0.7851862604729831,33.57761632651088,0.06715523265302176,900.3561574500054,1.8007123149000108,5361.611980013549,10.723223960027099,0.3911817912012338,0.2569521311670542,901.0042913723736,5376.161096151918
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,1788,0.0,0.0,123.16726357676089,0.24633452715352178,0.0,0.0,332.01540959998965,0.6640308191999793,28.468188596889355,0.05693637719377871,387.7283907495439,0.7754567814990878,34.895681077614405,0.06979136215522881,906.2749336007982,1.8125498672015965,5806.201736209914,11.612403472419828,0.3914348781108856,0.2569309435784817,906.9232994224876,5818.121601361781
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,1788,0.0,0.0,126.0777257848531,0.2521554515697062,0.0,0.0,346.85443225316703,0.6937088645063341,29.520471347495892,0.059040942694991785,390.9261634107679,0.7818523268215358,36.377583630383,0.072755167260766,929.756376426667,1.859512752853334,5852.712674299255,11.70542534859851,0.3882828168570995,0.263826223090291,930.4084854666144,5865.314130205661
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,3654,0.0,0.0,123.06992895901203,0.24613985791802406,0.0,0.0,326.7610711045563,0.6535221422091126,27.975690783932784,0.05595138156786557,400.57976241223514,0.8011595248244703,34.35453469865022,0.06870906939730044,912.7409879583865,1.825481975916773,5750.751968938857,11.501503937877715,0.5198100116103888,0.2773730084300041,913.5381709784268,5761.634177993983
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,3654,0.0,0.0,124.23363025300205,0.2484672605060041,0.0,0.0,333.1705986056477,0.6663411972112954,28.427028795704224,0.05685405759140845,407.92528935708106,0.8158505787141621,35.880536539480076,0.07176107307896015,929.6370835509151,1.8592741671018302,5751.15152890794,11.50230305781588,0.5026040598750114,0.2798519562929868,930.4195395670832,5765.765025978908
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,3654,0.0,0.0,125.66663417965174,0.2513332683593035,0.0,0.0,351.70064005069435,0.7034012801013887,30.258781742304542,0.060517563484609085,398.96961278282106,0.7979392255656421,36.91610484383999,0.07383220968767998,943.5117735993117,1.8870235471986234,5857.331855921075,11.71466371184215,0.3848851192742586,0.2544729504734278,944.1511316690594,5872.332188067958
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,6398,0.0,0.0,124.94929949752986,0.24989859899505973,0.0,0.0,343.30535191111267,0.6866107038222253,29.346630675718167,0.058693261351436335,403.82485277950764,0.8076497055590153,35.822805482894154,0.07164561096578831,937.2489403467625,1.874497880693525,5818.820145446807,11.637640290893614,82.48506090603769,32.47642400674522,1052.2104252595454,5829.88962251693
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,6398,0.0,0.0,121.11987569369376,0.24223975138738751,0.0,0.0,305.30386604368687,0.6106077320873737,25.915715843439077,0.051831431686878156,374.3950054049492,0.7487900108098984,32.63281611725686,0.06526563223451372,859.3672791030258,1.7187345582060516,5167.318225838244,10.334636451676488,0.6779409013688564,0.2866010181605816,860.3318210225552,5179.212517803535
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,6398,0.0,0.0,121.36945803649724,0.24273891607299447,0.0,0.0,317.5357594154775,0.635071518830955,26.96319040842352,0.053926380816847044,402.86543127149343,0.8057308625429869,33.75285211950538,0.06750570423901076,902.4866912513971,1.8049733825027943,5177.141984691843,10.354283969383687,0.2537770196795463,0.271880067884922,903.0123483389616,5189.8049677256495
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,1788,130.25696971453726,0.2605139394290745,114.7463156376034,0.2294926312752068,118.6900925822556,0.2373801851645112,323.3240540139377,0.6466481080278754,77.02310336753726,0.15404620673507452,372.5640815682709,0.7451281631365418,99.41895981319249,0.19883791962638497,1236.0235766973346,2.4720471533946693,5052.097757346928,10.104195514693856,0.0,0.0,1236.0235766973346,5065.814942354336
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,1788,127.18033720739186,0.2543606744147837,114.08467777073383,0.22816935554146767,117.28246114216745,0.2345649222843349,315.5675404705107,0.6311350809410214,75.48863883130252,0.15097727766260505,372.24889802746475,0.7444977960549295,97.10846422240138,0.19421692844480276,1218.9610176719725,2.437922035343945,4889.970498159528,9.779940996319056,0.0,0.0,1218.9610176719725,4901.907782303169
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,1788,137.5693422742188,0.2751386845484376,115.98036414943635,0.2319607282988727,119.11464924924076,0.2382292984984815,339.09844560548663,0.6781968912109733,82.42663484998047,0.16485326969996095,343.712090048939,0.687424180097878,103.71688450686634,0.20743376901373267,1241.6184106841683,2.4832368213683367,5477.454895386472,10.954909790772945,0.0,0.0,1241.6184106841683,5497.086937306449
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,3654,134.60494298487902,0.26920988596975803,115.42062531225383,0.23084125062450767,119.34836604632437,0.23869673209264874,334.7153889480978,0.6694307778961957,80.22780576720834,0.16045561153441668,376.337421592325,0.7526748431846499,103.76124340109527,0.20752248680219054,1264.4157940521836,2.5288315881043673,5381.003588903695,10.76200717780739,0.0,0.0,1264.4157940521836,5392.45909685269
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,3654,131.9336595479399,0.2638673190958798,114.73152902908623,0.22946305805817246,118.56513936072588,0.23713027872145176,324.6099418029189,0.6492198836058378,77.46588182635605,0.1549317636527121,386.236380552873,0.772472761105746,99.79323507286608,0.19958647014573216,1253.335767192766,2.506671534385532,5132.775631034747,10.265551262069494,0.0,0.0,1253.335767192766,5144.69672809355
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,3654,134.37553495168686,0.2687510699033737,114.93739299476147,0.22987478598952293,118.87242086231709,0.23774484172463417,332.7191537246108,0.6654383074492216,79.71059810370207,0.15942119620740414,373.4287992119789,0.7468575984239578,103.23970951139927,0.20647941902279854,1257.2836093604565,2.514567218720913,5302.540167234838,10.605080334469676,0.0,0.0,1257.2836093604565,5314.926702063531
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,6398,121.03329948149621,0.24206659896299243,112.62221611104906,0.2252444322220981,115.12077366933227,0.23024154733866453,300.9390321094543,0.6018780642189085,72.02312210574746,0.14404624421149492,346.60993167199194,0.6932198633439839,92.49644284136593,0.18499288568273187,1160.8448179904372,2.3216896359808743,4783.813173649833,9.567626347299665,0.0,0.0,1160.8448179904372,4795.350483618677
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,6398,127.60349875316024,0.2552069975063205,114.30683359503746,0.22861366719007492,116.41212156973779,0.23282424313947558,319.2107805516571,0.6384215611033142,76.96323958225548,0.15392647916451097,364.01204066351056,0.7280240813270211,98.36295153945684,0.1967259030789137,1216.8714662548155,2.433742932509631,5000.8716667070985,10.001743333414197,0.0,0.0,1216.8714662548157,5014.859516872093
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,6398,127.00327159836888,0.25400654319673777,113.74921118840575,0.2274984223768115,117.17764055356383,0.23435528110712767,319.03965934179723,0.6380793186835945,76.3726553414017,0.1527453106828034,378.75150912441313,0.7575030182488263,97.30557608418167,0.19461115216836333,1229.3995232321322,2.4587990464642644,5053.884761873633,10.107769523747265,0.0,0.0,1229.3995232321322,5066.5583978407085
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,1788,125.3813854418695,0.250762770883739,113.47363633103669,0.22694727266207337,116.92916741594672,0.23385833483189344,309.378677746281,0.6187573554925621,73.39760102331638,0.14679520204663277,366.3611263036728,0.7327222526073456,32.96552225947378,0.06593104451894756,1137.887116521597,2.275774233043194,5098.589618224651,10.197179236449301,0.0,0.0,1137.887116521597,5112.4995071440935
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,1788,133.91002919524908,0.26782005839049816,114.9808291811496,0.2299616583622992,117.73290112614632,0.23546580225229263,335.8766653109342,0.6717533306218684,80.63403028063476,0.16126806056126952,350.4984958563,0.7009969917126,35.62481561675665,0.0712496312335133,1169.2577665671706,2.3385155331343412,5434.197974856943,10.868395949713886,0.0,0.0,1169.2577665671706,5445.840784814209
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,1788,133.8246010709554,0.2676492021419108,115.14466139487922,0.23028932278975844,118.05765912868083,0.23611531825736165,334.8995125852525,0.669799025170505,81.16756798699498,0.16233513597398996,367.5200864672661,0.7350401729345322,36.0411175061017,0.0720822350122034,1186.6552061401308,2.3733104122802615,5360.144906910136,10.720289813820273,0.0,0.0,1186.6552061401308,5375.905079999939
