method,sampling,aggregation,update,subject,seed,sum_direction_sampling_ms,mean_direction_sampling_ms,sum_source_projection_ms,mean_source_projection_ms,sum_target_projection_ms,mean_target_projection_ms,sum_wasserstein_1d_ms,mean_wasserstein_1d_ms,sum_sorting_aggregation_ms,mean_sorting_aggregation_ms,sum_backward_ms,mean_backward_ms,sum_optimizer_update_ms,mean_optimizer_update_ms,sum_total_epoch_ms,mean_total_epoch_ms,sum_evaluation_ms,mean_evaluation_ms,one_time_bank_sampling_ms,one_time_target_projection_ms,cumulative_optimization_ms,cumulative_evaluation_ms
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,3654,132.22126197069883,0.26444252394139767,114.9691459722817,0.2299382919445634,118.87188535183668,0.23774377070367336,326.0866675991565,0.652173335198313,77.29354570619762,0.15458709141239524,369.38410717993975,0.7387682143598795,35.05005035549401,0.07010010071098802,1173.876664135605,2.34775332827121,5216.128586791456,10.432257173582911,0.0,0.0,1173.876664135605,5227.158597903326
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,3654,136.42467721365392,0.27284935442730784,115.34598958678544,0.23069197917357087,119.86164166592062,0.23972328333184123,330.7418336626142,0.6614836673252285,79.23069014213979,0.15846138028427958,398.99713336490095,0.7979942667298019,36.05723008513449,0.07211446017026898,1216.6591957211494,2.433318391442299,5399.323728866875,10.79864745773375,0.0,0.0,1216.6591957211494,5410.796437878162
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,3654,129.0759858675301,0.2581519717350602,114.31758222170174,0.22863516444340348,117.94388829730451,0.23588777659460902,318.8127647154033,0.6376255294308066,76.11306942999363,0.15222613885998726,371.92388414405286,0.7438477682881057,34.33353942818938,0.06866707885637877,1162.5207141041756,2.325041428208351,5029.130466515198,10.058260933030397,0.0,0.0,1162.5207141041756,5041.9023195281625
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,6398,136.80630107410252,0.27361260214820504,115.80598214641213,0.23161196429282427,118.6281603295356,0.2372563206590712,338.8729521539062,0.6777459043078125,81.61936374381185,0.1632387274876237,364.8592568933964,0.7297185137867928,36.43313120119272,0.07286626240238545,1193.0251475423574,2.386050295084715,5612.657727440819,11.225315454881638,0.0,0.0,1193.0251475423574,5623.511553509161
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,6398,123.25233174487948,0.24650466348975897,113.13477670773864,0.22626955341547728,115.35989493131638,0.23071978986263275,305.8554264716804,0.6117108529433608,73.60923825763166,0.14721847651526332,345.3864650800824,0.6907729301601648,32.93152386322615,0.0658630477264523,1109.5296570565552,2.2190593141131103,5054.488921770826,10.108977843541652,0.0,0.0,1109.5296570565552,5066.203719703481
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,6398,135.43065870180726,0.2708613174036145,115.19537912681699,0.23039075825363398,118.90948750078678,0.23781897500157356,337.49386528506875,0.6749877305701375,80.9154873713851,0.1618309747427702,370.6488434690982,0.7412976869381964,36.663347389548996,0.07332669477909799,1195.257068844512,2.390514137689024,5392.996269278228,10.785992538556457,0.0,0.0,1195.257068844512,5408.784685423598
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,1788,133.07159603573382,0.26614319207146764,115.18586240708828,0.23037172481417656,118.5438462998718,0.2370876925997436,329.8956195358187,0.6597912390716374,78.18030472844839,0.15636060945689678,402.28023333474994,0.8045604666694999,35.94439825974403,0.07188879651948805,1213.101860601455,2.42620372120291,5139.565478311852,10.279130956623703,0.0,0.0,1213.101860601455,5150.611519347876
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,1788,128.0370478052646,0.2560740956105292,114.3786059692502,0.2287572119385004,116.74148705787957,0.23348297411575913,318.4401246253401,0.6368802492506802,76.56093733385205,0.1531218746677041,388.4505331516266,0.7769010663032532,34.70727405510841,0.06941454811021681,1177.3160099983215,2.354632019996643,4899.814119096845,9.79962823819369,0.0,0.0,1177.3160099983215,4914.593416033313
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,1788,128.86016117408872,0.25772032234817743,114.30469178594649,0.22860938357189298,117.11838259361684,0.2342367651872337,323.39927088469267,0.6467985417693853,77.12474116124213,0.15424948232248425,396.4038740377873,0.7928077480755746,35.114740254357436,0.07022948050871487,1192.3258618917316,2.3846517237834632,5048.335704719648,10.096671409439296,0.0,0.0,1192.3258618917316,5062.298665521666
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,3654,135.09399560280144,0.2701879912056029,115.97199575044215,0.2319439915008843,118.58630273491144,0.23717260546982288,339.03886703774333,0.6780777340754867,81.47183782421052,0.16294367564842105,405.44381691142917,0.8108876338228583,36.59962024539707,0.07319924049079414,1232.2064361069351,2.4644128722138703,5379.463081713766,10.758926163427532,0.0,0.0,1232.2064361069351,5395.815850701183
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,3654,127.04523862339556,0.2540904772467911,114.08851901069283,0.22817703802138567,116.98165675625205,0.2339633135125041,314.43031691014767,0.6288606338202953,75.05703554488719,0.15011407108977437,376.2902095913887,0.7525804191827774,34.16796843521295,0.0683359368704259,1158.060944871977,2.316121889743954,4902.5363328401,9.8050726656802,0.0,0.0,1158.060944871977,4914.78885570541
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,3654,127.0769399125129,0.2541538798250258,113.80257364362478,0.22760514728724957,117.88020003587008,0.23576040007174015,311.72911333851516,0.6234582266770303,74.03946481645107,0.14807892963290215,398.3086817897856,0.7966173635795712,33.48166216164825,0.0669633243232965,1176.318635698408,2.3526372713968158,4939.33349638246,9.87866699276492,0.0,0.0,1176.318635698408,4952.459443593398
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,6398,132.62647204101086,0.2652529440820217,115.02169771119952,0.23004339542239904,118.26486326754093,0.23652972653508186,332.0685760118067,0.6641371520236135,78.93866277299821,0.15787732554599643,400.0568899791688,0.8001137799583375,35.5545813217759,0.0711091626435518,1212.531743105501,2.425063486211002,5215.390526456758,10.430781052913517,0.0,0.0,1212.531743105501,5226.410146569833
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,6398,127.97114020213485,0.2559422804042697,114.05007890425622,0.22810015780851245,116.91388092003763,0.23382776184007525,315.7240548171103,0.6314481096342206,75.24545025080442,0.15049090050160885,405.1082443911582,0.8102164887823164,35.05922574549911,0.07011845149099823,1190.0720752310008,2.3801441504620016,4842.613581800833,9.685227163601667,0.0,0.0,1190.0720752310008,4854.296047706157
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,6398,124.6829810552299,0.2493659621104598,113.3995030540973,0.2267990061081946,116.20480357669294,0.23240960715338588,310.38684491068125,0.6207736898213625,74.60933947004378,0.14921867894008756,387.20143656246364,0.7744028731249273,33.83332211524245,0.06766664423048491,1160.3182307444513,2.3206364614889026,4992.954852292314,9.985909704584628,0.0,0.0,1160.3182307444513,5005.491417367011
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,1788,130.99697628058493,0.26199395256116986,114.35047793202102,0.22870095586404204,118.0351423099637,0.2360702846199274,324.69904562458396,0.6493980912491679,28.164403047412613,0.056328806094825226,366.50643800385296,0.7330128760077059,98.79357414320111,0.19758714828640223,1181.5460573416203,2.3630921146832407,5124.462946783751,10.248925893567502,0.0,0.0,1181.5460573416203,5135.430985828862
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,1788,124.89138008095324,0.24978276016190648,113.8731874525547,0.2277463749051094,116.4349620230496,0.23286992404609919,313.2884700316936,0.6265769400633872,27.475498616695383,0.054950997233390766,368.1209459900856,0.7362418919801712,96.19343723170459,0.19238687446340919,1160.2778814267367,2.3205557628534734,4664.812129223719,9.329624258447438,0.0,0.0,1160.2778814267367,4677.3235083092
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,1788,126.70248607173562,0.25340497214347124,113.81313228048384,0.22762626456096768,117.38757719285786,0.23477515438571572,317.23263347521424,0.6344652669504285,27.553015388548353,0.05510603077709671,359.30007766000926,0.7186001553200185,96.72340704128146,0.19344681408256292,1158.7123291101307,2.3174246582202613,4847.158873686567,9.694317747373134,0.0,0.0,1158.712329110131,4863.574084592983
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,3654,122.76869430206716,0.24553738860413432,113.22899628430605,0.2264579925686121,115.28060212731361,0.23056120425462723,310.5459788348526,0.6210919576697052,27.166562154889085,0.05433312430977817,357.0646846201271,0.7141293692402542,94.44019407965243,0.18888038815930486,1140.495712403208,2.280991424806416,4876.183795742691,9.752367591485381,0.0,0.0,1140.495712403208,4888.812823686749
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,3654,132.278670091182,0.264557340182364,114.98997383750975,0.2299799476750195,117.82044335268438,0.23564088670536876,330.8742439839989,0.6617484879679978,29.057810083031633,0.05811562016606327,368.2202026247978,0.7364404052495956,101.77298099733889,0.20354596199467778,1195.0143249705434,2.3900286499410868,4943.502567941323,9.887005135882646,0.0,0.0,1195.0143249705434,4955.381957814097
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,3654,128.79271688871086,0.2575854337774217,113.84677165187895,0.2276935433037579,117.00490885414183,0.23400981770828366,319.8448366019875,0.639689673203975,28.072013752534964,0.05614402750506993,373.23240167461336,0.7464648033492267,98.20923721417785,0.1964184744283557,1179.0028866380453,2.3580057732760906,4907.1800915990025,9.814360183198005,0.0,0.0,1179.0028866380453,4919.610251672566
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,6398,135.37428132258356,0.2707485626451671,115.51742418669164,0.23103484837338328,118.618652690202,0.237237305380404,334.42286448553205,0.6688457289710641,29.248994775116422,0.058497989550232846,373.5652600880712,0.7471305201761425,103.64889167249203,0.20729778334498405,1210.396369220689,2.420792738441378,5240.920544136316,10.481841088272631,0.0,0.0,1210.396369220689,5251.701732166112
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,6398,132.64589803293347,0.26529179606586695,115.06348196417093,0.23012696392834187,118.35482507012784,0.2367096501402557,329.5214406680316,0.6590428813360631,28.75848440453408,0.05751696880906816,368.57764422893524,0.7371552884578705,101.10671981237829,0.20221343962475657,1194.0284941811115,2.388056988362223,4941.3018494378775,9.882603698875755,0.0,0.0,1194.0284941811117,4958.58463854529
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,6398,130.72997564449906,0.2614599512889981,114.66793133877218,0.22933586267754436,117.12142848409712,0.23424285696819425,322.17746251262724,0.6443549250252545,28.080028714612105,0.05616005742922421,359.2210311908275,0.718442062381655,99.280800903216,0.198561601806432,1171.2786587886512,2.3425573175773025,5124.062541173771,10.248125082347542,0.0,0.0,1171.2786587886512,5136.780093191192
resampled_uniform_raw_power,resampled,uniform,raw_power,1,1788,130.51263196393847,0.26102526392787695,114.55355188809335,0.2291071037761867,117.62246815487742,0.23524493630975485,330.0321609713137,0.6600643219426274,28.8167654071003,0.0576335308142006,376.91690726205707,0.7538338145241141,35.31437460333106,0.07062874920666212,1133.7688602507114,2.267537720501423,5541.164194000885,11.08232838800177,0.0,0.0,1133.7688602507114,5557.472145883367
resampled_uniform_raw_power,resampled,uniform,raw_power,3,1788,134.911552304402,0.269823104608804,115.59141962788999,0.23118283925577998,119.57458197139204,0.23914916394278407,333.08107568882406,0.6661621513776481,29.390774434432366,0.05878154886886473,375.4240784328431,0.7508481568656862,36.34055890142916,0.07268111780285832,1144.3140413612127,2.2886280827224255,5530.631171539426,11.061262343078852,0.0,0.0,1144.3140413612127,5548.318306682631
resampled_uniform_raw_power,resampled,uniform,raw_power,8,1788,135.4099113959819,0.2708198227919638,115.24765007197857,0.23049530014395714,119.49019599705935,0.2389803919941187,334.81633849442005,0.6696326769888401,29.33371905237434,0.058667438104748684,377.6357742026448,0.7552715484052896,36.27626155503093,0.07255252311006186,1148.20985076949,2.29641970153898,5454.63151182048,10.90926302364096,0.0,0.0,1148.20985076949,5470.630862750113
resampled_uniform_raw_power,resampled,uniform,raw_power,1,3654,125.62738987617195,0.2512547797523439,114.22838387079537,0.22845676774159074,116.85922252945602,0.23371844505891204,312.8599631600082,0.6257199263200164,27.355516562238314,0.05471103312447663,352.6530952658504,0.7053061905317008,33.96793012507258,0.06793586025014516,1083.5515013895929,2.1671030027791858,5127.200497779995,10.25440099555999,0.0,0.0,1083.5515013895929,5138.53831961751
resampled_uniform_raw_power,resampled,uniform,raw_power,3,3654,131.33979123085737,0.26267958246171474,114.97111711651087,0.22994223423302174,118.21020487695932,0.23642040975391865,327.2268855944276,0.6544537711888552,28.99874886497853,0.05799749772995706,367.00284597463906,0.7340056919492781,35.546923987567396,0.0710938479751348,1123.2965176459402,2.2465930352918804,5316.593897296116,10.633187794592232,0.0,0.0,1123.2965176459402,5331.808723276481
resampled_uniform_raw_power,resampled,uniform,raw_power,8,3654,123.6392161808908,0.2472784323617816,113.3841834962368,0.2267683669924736,115.97364745102823,0.23194729490205646,306.68213218450546,0.6133642643690109,26.555084157735088,0.05311016831547018,379.02354705147445,0.7580470941029489,32.75497630238531,0.06550995260477062,1098.0127868242562,2.1960255736485124,4947.892248630524,9.895784497261047,0.0,0.0,1098.0127868242562,4967.367397621274
resampled_uniform_raw_power,resampled,uniform,raw_power,1,6398,135.43574837967753,0.27087149675935507,115.14567211270332,0.23029134422540665,119.69912727363408,0.23939825454726815,330.1218384876847,0.6602436769753695,28.685595607385018,0.05737119121477004,370.3320398926735,0.740664079785347,35.968656418845036,0.07193731283769007,1135.3886781726032,2.2707773563452065,5577.262583654374,11.154525167308748,0.0,0.0,1135.3886781726032,5587.9216936882585
resampled_uniform_raw_power,resampled,uniform,raw_power,3,6398,129.77479840628803,0.25954959681257606,113.82997082546353,0.22765994165092707,117.65507166273892,0.23531014332547784,320.4049915075302,0.6408099830150604,27.833884814754107,0.055667769629508215,361.9216720107943,0.7238433440215886,34.306619083508835,0.06861323816701767,1105.727008311078,2.211454016622156,5193.065459374338,10.386130918748677,0.0,0.0,1105.727008311078,5205.611829413101
resampled_uniform_raw_power,resampled,uniform,raw_power,8,6398,128.35547444410622,0.25671094888821244,113.8174463994801,0.2276348927989602,117.8504794370383,0.2357009588740766,317.1864841133356,0.6343729682266712,27.630434837192276,0.05526086967438455,383.0236247740686,0.7660472495481372,34.49897398240862,0.06899794796481724,1122.3629179876298,2.2447258359752595,5195.454553235322,10.390909106470644,0.0,0.0,1122.3629179876298,5210.274204378948
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,1788,124.3896009400487,0.2487792018800974,113.64445183426142,0.22728890366852283,116.10649107024074,0.23221298214048147,311.0508497338742,0.6221016994677484,27.005130425095537,0.054010260850191075,390.4526983387768,0.7809053966775537,33.31833658739922,0.06663667317479845,1115.9675589296967,2.2319351178593934,4968.2248427998275,9.936449685599655,0.0,0.0,1115.967558929697,4979.291429743171
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,1788,129.6395785175264,0.2592791570350528,114.14620140567422,0.22829240281134844,118.01599897444248,0.23603199794888496,322.79741135425866,0.6455948227085173,28.35884178057311,0.05671768356114622,399.4562996085733,0.7989125992171466,35.195679869502754,0.07039135973900551,1147.610011510551,2.295220023021102,4866.530077531934,9.733060155063868,0.0,0.0,1147.610011510551,4878.353040665388
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,1788,136.12080016173422,0.27224160032346845,115.44457590207458,0.23088915180414915,119.07465639524162,0.23814931279048324,338.0930961575359,0.6761861923150718,29.65822536498306,0.05931645072996612,398.9391536451876,0.7978783072903752,36.84236225672065,0.0736847245134413,1174.1728698834777,2.3483457397669554,5208.096330752596,10.416192661505193,0.0,0.0,1174.1728698834777,5221.381925744936
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,3654,125.45262509956956,0.2509052501991391,113.6409577447921,0.2272819154895842,116.55662907287478,0.23311325814574957,313.5456384625286,0.6270912769250572,27.442508842796066,0.05488501768559213,389.02926072478294,0.7780585214495659,33.69753505103288,0.06739507010206576,1119.365154998377,2.238730309996754,4974.04576651752,9.94809153303504,0.0,0.0,1119.365154998377,4985.059988452122
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,3654,134.5859430730343,0.2691718861460686,115.32665905542672,0.23065331811085343,118.55633929371834,0.23711267858743668,335.2676425129175,0.670535285025835,29.47063581086693,0.05894127162173386,393.93868553452194,0.7878773710690439,37.08079340867697,0.07416158681735394,1164.2266986891627,2.3284533973783255,5244.2125687375665,10.488425137475133,0.0,0.0,1164.2266986891627,5256.014216691256
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,3654,121.69913668185472,0.24339827336370945,113.17873909138143,0.22635747818276286,115.59733026660979,0.23119466053321958,301.5337598044425,0.603067519608885,26.21511719189582,0.052430234383791643,395.5041456501931,0.7910082913003862,32.28775458410381,0.06457550916820762,1106.0159832704812,2.2120319665409625,4728.891790378839,9.457783580757678,0.0,0.0,1106.0159832704812,4741.738562472165
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,1,6398,136.85537804849446,0.2737107560969889,115.78206066042185,0.2315641213208437,119.31631923653185,0.2386326384730637,338.61917932517827,0.6772383586503565,29.603164875879862,0.059206329751759726,395.51562746055424,0.7910312549211085,37.31544036418198,0.07463088072836396,1173.0071699712425,2.346014339942485,5399.758449289948,10.799516898579895,0.0,0.0,1173.0071699712423,5410.559404408559
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,3,6398,135.94705518335104,0.2718941103667021,115.27657695114613,0.23055315390229225,119.11481758579612,0.23822963517159224,338.61536299809813,0.6772307259961963,29.704486951231935,0.05940897390246387,398.30809156410396,0.7966161831282079,36.39307059347628,0.07278614118695256,1173.3594618272036,2.3467189236544073,5215.241186087951,10.430482372175902,0.0,0.0,1173.3594618272036,5228.700418025255
resampled_uniform_raw_rooted,resampled,uniform,raw_rooted,8,6398,133.2936603575945,0.266587320715189,114.76477095857263,0.22952954191714525,118.25265036895871,0.23650530073791742,328.8420136086643,0.6576840272173285,28.87161890976129,0.05774323781952258,388.37929791770875,0.7767585958354175,36.105097271502004,0.07221019454300401,1148.5091093927622,2.2970182187855244,5036.659150850028,10.073318301700056,0.0,0.0,1148.5091093927622,5051.930340705439
