effect,sampling,update,aggregation,level,subject,seed,difference,mean,median,sd
sampling_x_update,resampling-effect contrast,raw_rooted-minus-normalized_power,spectral,run,3.0,6398.0,-0.007947898721278879,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-normalized_power,spectral,run,8.0,1788.0,-1.993239284059367e-05,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-normalized_power,spectral,run,8.0,3654.0,-0.0006466324643430443,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-normalized_power,spectral,run,8.0,6398.0,-0.0022238601623574272,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-normalized_power,spectral,seed_mean,,1788.0,-0.002509269431536102,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-normalized_power,spectral,seed_mean,,3654.0,-0.0023032050998100053,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-normalized_power,spectral,seed_mean,,6398.0,-0.004333516239542516,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-normalized_power,spectral,subject_mean,1.0,,-0.004525992247106925,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-normalized_power,spectral,subject_mean,3.0,,-0.00365652351726801,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-normalized_power,spectral,subject_mean,8.0,,-0.0009634750065136884,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-normalized_power,spectral,grand,,,,-0.003048663590296208,-0.002828789834991241,0.0028627171194751133
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,run,1.0,1788.0,-0.032180389184849334,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,run,1.0,3654.0,-0.028118607275607332,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,run,1.0,6398.0,-0.02774741205475395,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,run,3.0,1788.0,-0.04038053769175831,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,run,3.0,3654.0,-0.03580358245812065,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,run,3.0,6398.0,-0.039775373736906205,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,run,8.0,1788.0,-0.02336975142574682,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,run,8.0,3654.0,-0.024763277208447287,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,run,8.0,6398.0,-0.024175564999172505,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,seed_mean,,1788.0,-0.03197689276745149,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,seed_mean,,3654.0,-0.029561822314058423,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,seed_mean,,6398.0,-0.030566116930277554,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,subject_mean,1.0,,-0.029348802838403538,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,subject_mean,3.0,,-0.03865316462892839,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,subject_mean,8.0,,-0.024102864544455538,,,
sampling_x_update,resampling-effect contrast,raw_rooted-minus-raw_power,spectral,grand,,,,-0.030701610670595823,-0.028118607275607332,0.006626086126810295
