method,sampling,aggregation,update,subject,seed,threshold_relative_lew,required_reduction_pct,reached,first_reach_epoch,first_reach_optimization_ms,first_reach_total_projection_count
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,1788,0.6,40.0,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,1788,0.95,5.000000000000004,True,2.0,4.896837286651135,1000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,1788,0.9,9.999999999999998,True,3.0,7.175344508141279,1500.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,1788,0.8,19.999999999999996,True,8.0,17.94825540855527,4000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,1788,0.7,30.000000000000004,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,1788,0.6,40.0,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,3654,0.95,5.000000000000004,True,2.0,3.858881304040551,1000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,3654,0.9,9.999999999999998,True,5.0,8.668870432302356,2500.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,3654,0.8,19.999999999999996,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,3654,0.7,30.000000000000004,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,3654,0.6,40.0,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,3654,0.95,5.000000000000004,True,2.0,3.813863266259432,1000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,3654,0.9,9.999999999999998,True,4.0,7.327945670112967,2000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,3654,0.8,19.999999999999996,True,12.0,22.175015415996317,6000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,3654,0.7,30.000000000000004,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,3654,0.6,40.0,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,3654,0.95,5.000000000000004,True,2.0,3.904239973053336,1000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,3654,0.9,9.999999999999998,True,3.0,5.396547028794885,1500.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,3654,0.8,19.999999999999996,True,8.0,14.754883013665676,4000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,3654,0.7,30.000000000000004,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,3654,0.6,40.0,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,6398,0.95,5.000000000000004,True,2.0,118.98724921047688,1000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,6398,0.9,9.999999999999998,True,5.0,124.56541880965231,2500.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,6398,0.8,19.999999999999996,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,6398,0.7,30.000000000000004,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,1,6398,0.6,40.0,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,6398,0.95,5.000000000000004,True,2.0,4.341225605458021,1000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,6398,0.9,9.999999999999998,True,4.0,9.70942946150899,2000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,6398,0.8,19.999999999999996,True,14.0,27.086756424978372,7000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,6398,0.7,30.000000000000004,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,3,6398,0.6,40.0,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,6398,0.95,5.000000000000004,True,2.0,3.779755905270577,1000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,6398,0.9,9.999999999999998,True,3.0,5.530554801225662,1500.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,6398,0.8,19.999999999999996,True,8.0,14.654306462034585,4000.0
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,6398,0.7,30.000000000000004,False,,,
fixed_uniform_raw_rooted,fixed,uniform,raw_rooted,8,6398,0.6,40.0,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,1788,0.95,5.000000000000004,True,2.0,4.862397210672498,1000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,1788,0.9,9.999999999999998,True,4.0,10.30271453782916,2000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,1788,0.8,19.999999999999996,True,50.0,114.24014111980796,25000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,1788,0.7,30.000000000000004,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,1788,0.6,40.0,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,1788,0.95,5.000000000000004,True,2.0,4.72283735871315,1000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,1788,0.9,9.999999999999998,True,4.0,9.877132019028068,2000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,1788,0.8,19.999999999999996,True,10.0,23.931548232212663,5000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,1788,0.7,30.000000000000004,True,132.0,323.3132774475962,66000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,1788,0.6,40.0,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,1788,0.95,5.000000000000004,True,2.0,5.667766556143761,1000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,1788,0.9,9.999999999999998,True,4.0,11.55495666898787,2000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,1788,0.8,19.999999999999996,True,8.0,23.00855307839811,4000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,1788,0.7,30.000000000000004,True,77.0,192.58003658615053,38500.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,1788,0.6,40.0,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,3654,0.95,5.000000000000004,True,2.0,4.565991926938295,1000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,3654,0.9,9.999999999999998,True,4.0,10.580498492345214,2000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,3654,0.8,19.999999999999996,True,56.0,135.37074532359838,28000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,3654,0.7,30.000000000000004,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,3654,0.6,40.0,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,3654,0.95,5.000000000000004,True,2.0,4.839573055505753,1000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,3654,0.9,9.999999999999998,True,4.0,9.95480571873486,2000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,3654,0.8,19.999999999999996,True,10.0,24.213087977841496,5000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,3654,0.7,30.000000000000004,True,136.0,321.3059864938259,68000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,3654,0.6,40.0,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,3654,0.95,5.000000000000004,True,2.0,4.913510754704475,1000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,3654,0.9,9.999999999999998,True,3.0,7.17355590313673,1500.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,3654,0.8,19.999999999999996,True,8.0,19.1714339889586,4000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,3654,0.7,30.000000000000004,True,77.0,192.62760831043124,38500.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,3654,0.6,40.0,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,6398,0.95,5.000000000000004,True,2.0,4.340491024777293,1000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,6398,0.9,9.999999999999998,True,4.0,9.34086414054036,2000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,6398,0.8,19.999999999999996,True,44.0,105.04561732523143,22000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,6398,0.7,30.000000000000004,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,1,6398,0.6,40.0,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,6398,0.95,5.000000000000004,True,2.0,5.37334312684834,1000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,6398,0.9,9.999999999999998,True,4.0,9.70225245691836,2000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,6398,0.8,19.999999999999996,True,10.0,23.120279889553785,5000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,6398,0.7,30.000000000000004,True,144.0,345.64191615208983,72000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,3,6398,0.6,40.0,False,,,
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,6398,0.95,5.000000000000004,True,2.0,5.055202404037118,1000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,6398,0.9,9.999999999999998,True,3.0,7.4697567615658045,1500.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,6398,0.8,19.999999999999996,True,8.0,20.15930321067572,4000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,6398,0.7,30.000000000000004,True,84.0,247.1261352766305,42000.0
resampled_spectral_normalized_power_s1,resampled,spectral,normalized_power,8,6398,0.6,40.0,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,1788,0.95,5.000000000000004,True,1.0,2.0322902128100395,500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,1788,0.9,9.999999999999998,True,3.0,6.20996649377048,1500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,1788,0.8,19.999999999999996,True,109.0,234.92823471315205,54500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,1788,0.7,30.000000000000004,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,1788,0.6,40.0,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,1788,0.95,5.000000000000004,True,1.0,1.9660554826259613,500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,1788,0.9,9.999999999999998,True,2.0,4.126482410356402,1000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,1788,0.8,19.999999999999996,True,6.0,12.122962391003966,3000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,1788,0.7,30.000000000000004,True,280.0,658.6665520444512,140000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,1788,0.6,40.0,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,1788,0.95,5.000000000000004,True,1.0,2.3383977822959423,500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,1788,0.9,9.999999999999998,True,2.0,4.68450877815485,1000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,1788,0.8,19.999999999999996,True,4.0,10.59111813083291,2000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,1788,0.7,30.000000000000004,True,144.0,337.0931390672922,72000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,1788,0.6,40.0,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,3654,0.95,5.000000000000004,True,1.0,2.1438561379909515,500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,3654,0.9,9.999999999999998,True,3.0,6.565070012584329,1500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,3654,0.8,19.999999999999996,True,103.0,241.9471405446529,51500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,3654,0.7,30.000000000000004,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,3654,0.6,40.0,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,3654,0.95,5.000000000000004,True,1.0,1.9395961426198485,500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,3654,0.9,9.999999999999998,True,2.0,4.304777132347226,1000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,3654,0.8,19.999999999999996,True,6.0,13.133236672729254,3000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,3654,0.7,30.000000000000004,True,271.0,673.6600452568382,135500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,3654,0.6,40.0,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,3654,0.95,5.000000000000004,True,1.0,2.114002127200365,500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,3654,0.9,9.999999999999998,True,1.0,2.114002127200365,500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,3654,0.8,19.999999999999996,True,3.0,6.342849228531122,1500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,3654,0.7,30.000000000000004,True,143.0,315.9248146694153,71500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,3654,0.6,40.0,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,6398,0.95,5.000000000000004,True,1.0,2.02863197773695,500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,6398,0.9,9.999999999999998,True,3.0,6.096653174608946,1500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,6398,0.8,19.999999999999996,True,105.0,254.31679212488237,52500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,6398,0.7,30.000000000000004,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,1,6398,0.6,40.0,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,6398,0.95,5.000000000000004,True,1.0,2.0928969606757164,500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,6398,0.9,9.999999999999998,True,2.0,4.0755493100732565,1000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,6398,0.8,19.999999999999996,True,6.0,14.677868690341713,3000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,6398,0.7,30.000000000000004,True,278.0,623.0911405291408,139000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,3,6398,0.6,40.0,False,,,
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,6398,0.95,5.000000000000004,True,1.0,2.8311191126704216,500.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,6398,0.9,9.999999999999998,True,2.0,5.340950330719352,1000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,6398,0.8,19.999999999999996,True,4.0,10.47115121036768,2000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,6398,0.7,30.000000000000004,True,144.0,333.94243265502155,72000.0
resampled_spectral_raw_power_s1,resampled,spectral,raw_power,8,6398,0.6,40.0,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,1788,0.95,5.000000000000004,True,1.0,2.0445582922548056,500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,1788,0.9,9.999999999999998,True,3.0,6.39931415207684,1500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,1788,0.8,19.999999999999996,True,48.0,119.81405690312386,24000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,1788,0.7,30.000000000000004,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,1788,0.6,40.0,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,1788,0.95,5.000000000000004,True,1.0,2.6316491421312094,500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,1788,0.9,9.999999999999998,True,3.0,8.44394788146019,1500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,1788,0.8,19.999999999999996,True,6.0,16.417406499385834,3000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,1788,0.7,30.000000000000004,True,134.0,316.3055223412812,67000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,1788,0.6,40.0,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,1788,0.95,5.000000000000004,True,1.0,2.211738843470812,500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,1788,0.9,9.999999999999998,True,2.0,4.684190964326263,1000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,1788,0.8,19.999999999999996,True,5.0,11.160329449921846,2500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,1788,0.7,30.000000000000004,True,79.0,197.83400045707825,39500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,1788,0.6,40.0,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,3654,0.95,5.000000000000004,True,1.0,2.61558499187231,500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,3654,0.9,9.999999999999998,True,3.0,7.894130423665047,1500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,3654,0.8,19.999999999999996,True,56.0,136.19904313236475,28000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,3654,0.7,30.000000000000004,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,3654,0.6,40.0,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,3654,0.95,5.000000000000004,True,1.0,2.726292936131358,500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,3654,0.9,9.999999999999998,True,2.0,5.091180792078376,1000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,3654,0.8,19.999999999999996,True,6.0,14.217817690223455,3000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,3654,0.7,30.000000000000004,True,132.0,316.6894984897226,66000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,3654,0.6,40.0,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,3654,0.95,5.000000000000004,True,1.0,2.1356260403990746,500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,3654,0.9,9.999999999999998,True,2.0,4.206073936074972,1000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,3654,0.8,19.999999999999996,True,5.0,11.405116179957986,2500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,3654,0.7,30.000000000000004,True,76.0,181.84487498365343,38000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,3654,0.6,40.0,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,6398,0.95,5.000000000000004,True,2.0,3.993080463260412,1000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,6398,0.9,9.999999999999998,True,3.0,6.243828451260924,1500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,6398,0.8,19.999999999999996,True,45.0,101.90994036383928,22500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,6398,0.7,30.000000000000004,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,1,6398,0.6,40.0,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,6398,0.95,5.000000000000004,True,1.0,2.0045049022883177,500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,6398,0.9,9.999999999999998,True,2.0,4.141590557992458,1000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,6398,0.8,19.999999999999996,True,6.0,13.001660350710154,3000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,6398,0.7,30.000000000000004,True,144.0,330.5381238460541,72000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,3,6398,0.6,40.0,False,,,
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,6398,0.95,5.000000000000004,True,1.0,2.2486834786832333,500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,6398,0.9,9.999999999999998,True,2.0,4.550958517938852,1000.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,6398,0.8,19.999999999999996,True,5.0,11.145052965730429,2500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,6398,0.7,30.000000000000004,True,85.0,193.56412230990827,42500.0
resampled_spectral_raw_rooted_s1,resampled,spectral,raw_rooted,8,6398,0.6,40.0,False,,,
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,1788,0.95,5.000000000000004,True,2.0,4.086506320163608,1000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,1788,0.9,9.999999999999998,True,4.0,8.449352346360683,2000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,1788,0.8,19.999999999999996,True,34.0,72.6369817275554,17000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,1788,0.7,30.000000000000004,True,256.0,616.2239210680127,128000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,1788,0.6,40.0,False,,,
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,1788,0.95,5.000000000000004,True,2.0,5.111216334626079,1000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,1788,0.9,9.999999999999998,True,3.0,7.928038481622934,1500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,1788,0.8,19.999999999999996,True,8.0,20.40853421203792,4000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,1788,0.7,30.000000000000004,True,87.0,195.43131231330332,43500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,1788,0.6,40.0,True,305.0,719.6316963527352,152500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,1788,0.95,5.000000000000004,True,2.0,4.770392319187522,1000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,1788,0.9,9.999999999999998,True,3.0,6.905721267685294,1500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,1788,0.8,19.999999999999996,True,7.0,16.73092832788825,3500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,1788,0.7,30.000000000000004,True,46.0,118.12838143669067,23000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,1788,0.6,40.0,True,366.0,832.7611926943064,183000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,3654,0.95,5.000000000000004,True,2.0,4.143805243074894,1000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,3654,0.9,9.999999999999998,True,4.0,8.140099002048373,2000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,3654,0.8,19.999999999999996,True,37.0,76.68408937752247,18500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,3654,0.7,30.000000000000004,True,259.0,590.829374268651,129500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,3654,0.6,40.0,False,,,
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,3654,0.95,5.000000000000004,True,2.0,4.414920695126057,1000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,3654,0.9,9.999999999999998,True,3.0,6.543110590428114,1500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,3654,0.8,19.999999999999996,True,8.0,17.7673005964607,4000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,3654,0.7,30.000000000000004,True,90.0,219.7941055055708,45000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,3654,0.6,40.0,True,312.0,739.6870974916965,156000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,3654,0.95,5.000000000000004,True,2.0,4.348315764218569,1000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,3654,0.9,9.999999999999998,True,3.0,6.380182458087802,1500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,3654,0.8,19.999999999999996,True,7.0,15.476546715945004,3500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,3654,0.7,30.000000000000004,True,51.0,112.81440779566763,25500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,3654,0.6,40.0,True,359.0,869.077789131552,179500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,6398,0.95,5.000000000000004,True,2.0,4.66736382804811,1000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,6398,0.9,9.999999999999998,True,4.0,9.261624421924353,2000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,6398,0.8,19.999999999999996,True,31.0,73.10612592846155,15500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,6398,0.7,30.000000000000004,True,260.0,617.4740407150239,130000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,1,6398,0.6,40.0,False,,,
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,6398,0.95,5.000000000000004,True,2.0,5.168400937691331,1000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,6398,0.9,9.999999999999998,True,3.0,7.83350900746882,1500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,6398,0.8,19.999999999999996,True,8.0,20.61676001176238,4000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,6398,0.7,30.000000000000004,True,88.0,212.3147048987448,44000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,3,6398,0.6,40.0,True,320.0,772.0711438450962,160000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,6398,0.95,5.000000000000004,True,2.0,4.410575609654188,1000.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,6398,0.9,9.999999999999998,True,3.0,6.497777765616775,1500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,6398,0.8,19.999999999999996,True,7.0,15.186540549620986,3500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,6398,0.7,30.000000000000004,True,53.0,135.15612529590726,26500.0
resampled_uniform_normalized_power,resampled,uniform,normalized_power,8,6398,0.6,40.0,True,340.0,821.1356741376221,170000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,1,1788,0.95,5.000000000000004,True,3.0,7.798942970111966,1500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,1,1788,0.9,9.999999999999998,True,7.0,19.83610773459077,3500.0
resampled_uniform_raw_power,resampled,uniform,raw_power,1,1788,0.8,19.999999999999996,True,192.0,433.45129839144647,96000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,1,1788,0.7,30.000000000000004,False,,,
resampled_uniform_raw_power,resampled,uniform,raw_power,1,1788,0.6,40.0,False,,,
resampled_uniform_raw_power,resampled,uniform,raw_power,3,1788,0.95,5.000000000000004,True,2.0,5.193349439650774,1000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,3,1788,0.9,9.999999999999998,True,4.0,10.476128663867712,2000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,3,1788,0.8,19.999999999999996,True,12.0,31.195762334391475,6000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,3,1788,0.7,30.000000000000004,True,490.0,1120.3140744473783,245000.0
resampled_uniform_raw_power,resampled,uniform,raw_power,3,1788,0.6,40.0,False,,,
