phase,control,subject,auc_fixed_lns_k40_s0p5,auc_fixed_spdsw_k40,auc_resampled_lns_k40_s0p5,auc_resampled_spdsw_k40,final_lew_fixed_lns_k40_s0p5,final_lew_fixed_spdsw_k40,final_lew_resampled_lns_k40_s0p5,final_lew_resampled_spdsw_k40,delta_resample_uniform,delta_spectral_fixed,delta_spectral_resampled,interaction
development,normalized_update,2,0.9988754841491859,0.998921897227436,0.8547884087125084,0.8367608510697156,92.05236869609632,92.0670423399825,72.46403281731979,71.15690251392785,-0.1621610461577203,-4.6413078250040485e-05,0.018027557642792735,0.018073970721042776
development,normalized_update,3,0.9991529123463886,0.9992186885832236,0.8697039259543861,0.8513747713688603,71.07643715689387,71.09278351677938,57.71801917080594,56.83575809830041,-0.1478439172143633,-6.577623683501344e-05,0.018329154585525753,0.018394930822360767
development,normalized_update,4,0.9993004367730611,0.9993857196473891,0.8934248371409718,0.8778066849269791,89.87744313676278,89.89425553759928,75.81141829625645,74.42684513589064,-0.12157903472040998,-8.528287432796322e-05,0.015618152213992653,0.015703435088320616
development,raw_sgd_lr3000,2,0.9986875705901753,0.9986874889152647,0.905224415634836,0.9240502798495968,92.02955889178942,92.02955480079204,77.13404918876252,79.65003223682277,-0.07463720906566795,8.167491061250587e-08,-0.018825864214760735,-0.018825945889671347
development,raw_sgd_lr3000,3,0.9989289051179001,0.9989288335303307,0.9178580445770157,0.9354034772885341,71.05176083956813,71.05176265344336,60.92585411095266,62.789407445386246,-0.06352535624179656,7.158756942793332e-08,-0.017545432711518427,-0.017545504299087855
development,raw_sgd_lr3000,4,0.9991193323277479,0.9991189274602537,0.9311712729035637,0.9457066489465519,89.85247209710981,89.8524419606229,79.15103425379773,81.08956285480885,-0.05341227851370178,4.048674941969921e-07,-0.014535376042988157,-0.014535780910482354
